"SERIALNO","DVISION","SPORDER","PUMA","REGION","AGE","SEX","HISP","RACE","PWGTP1"
"2018GQ0014491",5,1,51135,3,"40_49","m","not.hisp.latino","white",132
"2018GQ0022494",5,1,1301,3,"10_19","m","not.hisp.latino","white",2
"2018GQ0031636",5,1,51040,3,"10_19","m","not.hisp.latino","two.",7
"2018GQ0031641",5,1,55002,3,"50_59","m","not.hisp.latino","white",34
"2018GQ0032836",5,1,51020,3,"80_89","f","not.hisp.latino","white",144
"2018GQ0033306",5,1,51154,3,"20_29","m","not.hisp.latino","two.",86
"2018GQ0038050",5,1,51040,3,"10_19","f","not.hisp.latino","white",7
"2018GQ0060894",5,1,51096,3,"20_29","f","not.hisp.latino","two.",105
"2018GQ0066195",5,1,51095,3,"10_19","f","not.hisp.latino","white",130
"2018GQ0077000",5,1,51020,3,"70_79","f","not.hisp.latino","asian",12
"2018GQ0077905",5,1,51096,3,"20_29","f","not.hisp.latino","white",49
"2018GQ0094131",5,1,51105,3,"40_49","m","not.hisp.latino","white",42
"2018GQ0096852",5,1,51175,3,"70_79","m","not.hisp.latino","white",5
"2018GQ0097482",5,1,51090,3,"10_19","m","not.hisp.latino","white",4
"2018GQ0102581",5,1,51110,3,"10_19","m","not.hisp.latino","white",88
"2018GQ0106827",5,1,59303,3,"10_19","f","not.hisp.latino","two.",32
"2018GQ0112978",5,1,51110,3,"10_19","m","not.hisp.latino","two.",126
"2018GQ0114936",5,1,51110,3,"10_19","f","not.hisp.latino","white",2
"2018GQ0148526",5,1,59301,3,"70_79","f","not.hisp.latino","white",79
"2018GQ0148716",5,1,51235,3,"10_19","m","not.hisp.latino","white",66
"2018HU0003163",5,4,51245,3,"0_9","m","hisp.latino","white",332
"2018HU0004732",5,2,51085,3,"40_49","m","not.hisp.latino","white",39
"2018HU0009710",5,1,51087,3,"50_59","m","not.hisp.latino","white",66
"2018HU0010778",5,1,51167,3,"50_59","m","not.hisp.latino","white",138
"2018HU0011988",5,1,51090,3,"20_29","f","not.hisp.latino","white",290
"2018HU0013484",5,5,59303,3,"0_9","m","not.hisp.latino","white",74
"2018HU0014414",5,2,59308,3,"10_19","f","not.hisp.latino","white",88
"2018HU0014490",5,1,51095,3,"60_69","m","not.hisp.latino","white",95
"2018HU0020791",5,1,4101,3,"60_69","f","not.hisp.latino","white",172
"2018HU0020979",5,2,59305,3,"40_49","f","not.hisp.latino","white",91
"2018HU0022139",5,1,51044,3,"40_49","f","not.hisp.latino","white",70
"2018HU0030268",5,2,51045,3,"10_19","f","not.hisp.latino","white",73
"2018HU0030376",5,2,51010,3,"70_79","f","not.hisp.latino","white",9
"2018HU0032009",5,2,10702,3,"40_49","f","not.hisp.latino","asian",245
"2018HU0034080",5,2,51087,3,"50_59","f","not.hisp.latino","white",20
"2018HU0034649",5,2,51105,3,"60_69","f","not.hisp.latino","white",103
"2018HU0035926",5,2,59308,3,"50_59","f","not.hisp.latino","asian",77
"2018HU0040715",5,2,51245,3,"40_49","f","not.hisp.latino","white",117
"2018HU0041918",5,2,51087,3,"70_79","m","not.hisp.latino","white",49
"2018HU0042766",5,4,51167,3,"0_9","f","not.hisp.latino","two.",153
"2018HU0043174",5,2,1301,3,"20_29","f","not.hisp.latino","two.",197
