"SERIALNO","DVISION","SPORDER","PUMA","REGION","AGE","SEX","HISP","RACE","PWGTP1"
"2018GQ0002732",5,1,51135,3,"10_19","f","not.hisp.latino","white",80
"2018GQ0003396",5,1,51040,3,"20_29","m","hisp.latino","white",9
"2018GQ0003940",5,1,51165,3,"40_49","m","not.hisp.latino","white",13
"2018GQ0004314",5,1,51080,3,"10_19","f","not.hisp.latino","white",38
"2018GQ0006266",5,1,51154,3,"20_29","m","not.hisp.latino","white",153
"2018GQ0007747",5,1,51020,3,"60_69","f","not.hisp.latino","white",10
"2018GQ0009538",5,1,51096,3,"20_29","m","hisp.latino","white",34
"2018GQ0010157",5,1,51115,3,"20_29","m","hisp.latino","other",207
"2018GQ0010240",5,1,51154,3,"10_19","f","hisp.latino","other",28
"2018GQ0013350",5,1,51044,3,"20_29","f","not.hisp.latino","white",12
"2018GQ0013984",5,1,51080,3,"10_19","m","not.hisp.latino","asian",63
"2018GQ0014491",5,1,51135,3,"40_49","m","not.hisp.latino","white",132
"2018GQ0018841",5,1,51105,3,"30_39","m","hisp.latino","other",27
"2018GQ0020126",5,1,51110,3,"20_29","m","not.hisp.latino","asian",5
"2018GQ0021723",5,1,51115,3,"20_29","m","not.hisp.latino","white",3
"2018GQ0024458",5,1,51110,3,"20_29","m","not.hisp.latino","white",66
"2018GQ0026679",5,1,51135,3,"40_49","m","hisp.latino","white",99
"2018GQ0028491",5,1,51010,3,"20_29","m","not.hisp.latino","white",29
"2018GQ0029006",5,1,51089,3,"40_49","f","not.hisp.latino","white",65
"2018GQ0029186",5,1,51110,3,"20_29","f","hisp.latino","two.",87
"2018GQ0029699",5,1,51040,3,"20_29","m","not.hisp.latino","asian",7
"2018GQ0032135",5,1,51154,3,"20_29","f","not.hisp.latino","white",15
"2018GQ0033007",5,1,51167,3,"30_39","m","not.hisp.latino","white",7
"2018GQ0033514",5,1,51040,3,"20_29","f","not.hisp.latino","white",94
"2018GQ0033794",5,1,51235,3,"10_19","m","not.hisp.latino","asian",99
"2018GQ0036028",5,1,51167,3,"20_29","m","not.hisp.latino","white",128
"2018GQ0040306",5,1,51206,3,"10_19","f","not.hisp.latino","asian",80
"2018GQ0045426",5,1,51090,3,"40_49","m","not.hisp.latino","asian",6
"2018GQ0046290",5,1,51044,3,"20_29","f","not.hisp.latino","white",0
"2018GQ0046627",5,1,51115,3,"20_29","m","hisp.latino","other",116
"2018GQ0046861",5,1,51154,3,"10_19","m","hisp.latino","other",9
"2018GQ0051994",5,1,51105,3,"40_49","m","not.hisp.latino","white",6
"2018GQ0053241",5,1,51110,3,"10_19","f","not.hisp.latino","asian",45
"2018GQ0053949",5,1,51080,3,"60_69","m","not.hisp.latino","white",31
"2018GQ0054671",5,1,51155,3,"10_19","m","not.hisp.latino","black.aa",67
"2018GQ0054750",5,1,51040,3,"60_69","f","not.hisp.latino","white",2
"2018GQ0055711",5,1,51115,3,"20_29","m","not.hisp.latino","white",18
"2018GQ0056380",5,1,51040,3,"20_29","m","not.hisp.latino","white",7
"2018GQ0056578",5,1,51155,3,"20_29","m","hisp.latino","other",85
"2018GQ0056888",5,1,51206,3,"10_19","m","not.hisp.latino","asian",95
"2018GQ0057273",5,1,51040,3,"10_19","f","not.hisp.latino","white",129
"2018GQ0058845",5,1,51090,3,"20_29","f","not.hisp.latino","asian",61
"2018GQ0061368",5,1,51096,3,"10_19","m","not.hisp.latino","asian",63
"2018GQ0065651",5,1,51135,3,"40_49","m","not.hisp.latino","white",68
"2018GQ0066930",5,1,51154,3,"20_29","m","hisp.latino","white",193
"2018GQ0067220",5,1,10701,3,"10_19","m","not.hisp.latino","white",322
"2018GQ0068552",5,1,51080,3,"30_39","m","hisp.latino","white",96
"2018GQ0069481",5,1,59303,3,"20_29","f","not.hisp.latino","asian",11
"2018GQ0069695",5,1,51110,3,"10_19","m","not.hisp.latino","white",187
"2018GQ0070255",5,1,51245,3,"40_49","m","not.hisp.latino","white",71
"2018GQ0070702",5,1,51154,3,"10_19","m","not.hisp.latino","asian",88
"2018GQ0071454",5,1,10703,3,"40_49","m","not.hisp.latino","white",153
"2018GQ0073553",5,1,51167,3,"20_29","m","not.hisp.latino","two.",75
"2018GQ0074373",5,1,51087,3,"40_49","m","hisp.latino","white",72
"2018GQ0077697",5,1,51225,3,"10_19","m","hisp.latino","white",18
"2018GQ0077840",5,1,51087,3,"40_49","m","hisp.latino","white",49
"2018GQ0078324",5,1,51096,3,"80_89","f","not.hisp.latino","white",155
"2018GQ0078604",5,1,51105,3,"20_29","m","hisp.latino","other",50
"2018GQ0079675",5,1,51155,3,"20_29","m","not.hisp.latino","white",30
"2018GQ0082546",5,1,51175,3,"20_29","m","hisp.latino","white",48
"2018GQ0082930",5,1,51135,3,"30_39","m","not.hisp.latino","two.",12
"2018GQ0087191",5,1,51087,3,"20_29","m","hisp.latino","white",69
"2018GQ0087878",5,1,51040,3,"10_19","m","not.hisp.latino","white",77
"2018GQ0088590",5,1,4103,3,"10_19","m","not.hisp.latino","white",2
"2018GQ0096462",5,1,51105,3,"60_69","m","not.hisp.latino","white",24
"2018GQ0096716",5,1,51040,3,"20_29","f","not.hisp.latino","white",92
"2018GQ0096765",5,1,51154,3,"20_29","m","hisp.latino","other",36
"2018GQ0097137",5,1,51154,3,"20_29","f","not.hisp.latino","white",152
"2018GQ0100092",5,1,51096,3,"80_89","f","not.hisp.latino","white",88
"2018GQ0100228",5,1,51090,3,"20_29","m","not.hisp.latino","white",9
"2018GQ0100613",5,1,55002,3,"40_49","m","not.hisp.latino","white",26
"2018GQ0102752",5,1,51105,3,"40_49","m","not.hisp.latino","white",16
"2018GQ0103278",5,1,51154,3,"20_29","m","not.hisp.latino","white",421
"2018GQ0104396",5,1,51110,3,"10_19","m","not.hisp.latino","white",39
"2018GQ0106397",5,1,51090,3,"10_19","m","not.hisp.latino","asian",27
"2018GQ0107903",5,1,51224,3,"10_19","m","not.hisp.latino","white",12
"2018GQ0108277",5,1,51040,3,"10_19","f","not.hisp.latino","black.aa",26
"2018GQ0108945",5,1,51020,3,"40_49","m","not.hisp.latino","white",26
"2018GQ0109816",5,1,51115,3,"10_19","f","hisp.latino","other",2
"2018GQ0113055",5,1,51090,3,"40_49","m","not.hisp.latino","asian",43
"2018GQ0113271",5,1,51255,3,"20_29","m","not.hisp.latino","white",22
