"SERIALNO","DVISION","SPORDER","PUMA","REGION","AGE","SEX","HISP","RACE","PWGTP1"
"2018GQ0002172",5,1,51206,3,"20_29","m","hisp.latino","white",12
"2018GQ0004675",5,1,59306,3,"80_89","m","not.hisp.latino","white",2
"2018GQ0007354",5,1,51045,3,"20_29","m","not.hisp.latino","white",156
"2018GQ0008147",5,1,51110,3,"30_39","m","not.hisp.latino","white",37
"2018GQ0009349",5,1,51120,3,"40_49","m","not.hisp.latino","white",99
"2018GQ0010143",5,1,51105,3,"50_59","m","not.hisp.latino","white",91
"2018GQ0016258",5,1,51206,3,"80_89","m","not.hisp.latino","white",75
"2018GQ0019116",5,1,51235,3,"10_19","m","hisp.latino","white",76
"2018GQ0022024",5,1,51090,3,"20_29","f","not.hisp.latino","asian",4
"2018GQ0023739",5,1,51096,3,"20_29","f","not.hisp.latino","white",82
"2018GQ0024706",5,1,51175,3,"10_19","m","not.hisp.latino","white",187
"2018GQ0024761",5,1,51096,3,"10_19","m","not.hisp.latino","white",63
"2018GQ0029186",5,1,51110,3,"20_29","f","hisp.latino","two.",87
"2018GQ0032197",5,1,51110,3,"60_69","f","not.hisp.latino","white",23
"2018GQ0039655",5,1,51125,3,"50_59","f","not.hisp.latino","white",99
"2018GQ0039903",5,1,51090,3,"70_79","f","not.hisp.latino","white",59
"2018GQ0044264",5,1,51154,3,"20_29","m","not.hisp.latino","white",88
"2018GQ0045225",5,1,51045,3,"70_79","f","not.hisp.latino","white",48
"2018GQ0047525",5,1,51090,3,"20_29","f","not.hisp.latino","white",10
"2018GQ0051875",5,1,51235,3,"10_19","f","not.hisp.latino","white",88
"2018GQ0052673",5,1,51090,3,"20_29","m","hisp.latino","white",2
"2018GQ0052996",5,1,51125,3,"30_39","m","not.hisp.latino","white",18
"2018GQ0053278",5,1,51110,3,"10_19","m","not.hisp.latino","white",6
"2018GQ0053628",5,1,51010,3,"30_39","m","not.hisp.latino","white",43
