SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0480739,5,1,59303,3,50_59,m,not.hisp.latino,white,117
2018HU0108649,5,2,59305,3,20_29,m,hisp.latino,white,256
2018HU0352943,5,2,59305,3,30_39,m,not.hisp.latino,white,73
2018HU0880254,5,2,59304,3,40_49,m,not.hisp.latino,white,241
2018HU1060415,5,2,59302,3,10_19,m,not.hisp.latino,white,21
2018HU0754944,5,2,59301,3,10_19,f,hisp.latino,other,50
2018HU0485681,5,1,59304,3,20_29,f,not.hisp.latino,white,84
2018HU1019268,5,1,59307,3,80_89,m,not.hisp.latino,white,251
2018HU0462765,5,4,59305,3,0_9,f,not.hisp.latino,white,25
2018HU0338712,5,4,59305,3,10_19,m,not.hisp.latino,white,19
2018HU0513627,5,5,59308,3,0_9,f,not.hisp.latino,white,101
2018HU0777502,5,1,59307,3,50_59,m,not.hisp.latino,white,92
2018HU0485788,5,1,59309,3,50_59,m,hisp.latino,white,100
2018HU0793720,5,1,59301,3,40_49,f,hisp.latino,white,69
2018HU0332561,5,4,59308,3,10_19,m,not.hisp.latino,two.,29
2018HU1372402,5,1,59307,3,50_59,f,not.hisp.latino,white,15
2018HU1041502,5,1,59301,3,80_89,m,not.hisp.latino,white,49
2018HU0694288,5,3,59308,3,10_19,m,not.hisp.latino,white,163
2018HU1137419,5,3,59307,3,20_29,m,not.hisp.latino,white,136
2018HU0330457,5,3,59308,3,0_9,m,not.hisp.latino,white,128
2018HU1209512,5,1,59302,3,50_59,m,not.hisp.latino,white,17
2018HU0909626,5,3,59308,3,0_9,m,not.hisp.latino,white,72
2018HU0183906,5,1,59303,3,70_79,f,not.hisp.latino,white,69
2018HU1338777,5,4,59308,3,0_9,f,not.hisp.latino,white,34
2018HU1051187,5,2,59307,3,50_59,f,not.hisp.latino,white,91
2018HU0212766,5,1,59301,3,70_79,f,not.hisp.latino,white,113
2018HU0010602,5,1,59301,3,30_39,f,not.hisp.latino,asian,64
2018HU0073546,5,3,59307,3,0_9,f,hisp.latino,white,101
2018HU0276565,5,2,59301,3,30_39,m,not.hisp.latino,asian,64
2018HU1145753,5,1,59304,3,50_59,f,not.hisp.latino,white,99
2018HU0705491,5,1,59305,3,40_49,f,not.hisp.latino,white,18
2018HU0473050,5,1,59305,3,50_59,m,not.hisp.latino,white,17
2018HU1140118,5,2,59301,3,10_19,f,hisp.latino,white,69
2018HU0933980,5,2,59309,3,60_69,f,not.hisp.latino,white,102
2018HU1079884,5,1,59304,3,50_59,m,hisp.latino,white,34
2018HU1242427,5,3,59305,3,20_29,f,not.hisp.latino,white,22
2018HU0413222,5,4,59308,3,0_9,m,not.hisp.latino,asian,62
2018HU0337275,5,2,59307,3,20_29,f,hisp.latino,two.,365
2018HU0351523,5,2,59302,3,20_29,f,not.hisp.latino,white,31
2018HU0753086,5,3,59307,3,30_39,f,not.hisp.latino,white,90
2018HU0263150,5,1,59309,3,40_49,m,not.hisp.latino,asian,22
2018HU0056933,5,5,59301,3,60_69,f,not.hisp.latino,asian,93
2018HU1174716,5,1,59302,3,60_69,m,not.hisp.latino,white,60
2018HU0273400,5,2,59306,3,60_69,m,not.hisp.latino,white,100
2018HU0618336,5,2,59302,3,40_49,f,not.hisp.latino,asian,27
2018HU1384345,5,4,59308,3,10_19,m,not.hisp.latino,white,24
2018HU0624896,5,3,59308,3,10_19,m,not.hisp.latino,asian,112
2018HU0160040,5,4,59305,3,10_19,f,not.hisp.latino,white,101
2018HU1054568,5,4,59307,3,0_9,f,not.hisp.latino,white,53
2018HU0255297,5,2,59301,3,30_39,m,not.hisp.latino,asian,98
2018HU1364092,5,3,59307,3,10_19,m,not.hisp.latino,white,114
2018HU1040821,5,1,59304,3,60_69,m,not.hisp.latino,white,60
2018HU0152008,5,2,59309,3,50_59,f,not.hisp.latino,white,59
2018HU1255920,5,1,59301,3,40_49,f,not.hisp.latino,white,57
2018HU1078478,5,1,59301,3,80_89,m,not.hisp.latino,white,14
2018HU0571000,5,1,59303,3,40_49,f,not.hisp.latino,white,117
2018HU0970824,5,3,59302,3,0_9,f,not.hisp.latino,white,14
2018HU0102597,5,2,59309,3,20_29,f,not.hisp.latino,white,54
2018HU0413062,5,1,59308,3,30_39,m,not.hisp.latino,asian,213
2018HU0544366,5,2,59304,3,30_39,f,hisp.latino,white,28
2018HU0585201,5,2,59307,3,60_69,m,not.hisp.latino,white,295
2018HU0506904,5,2,59308,3,30_39,f,not.hisp.latino,white,38
2018HU0330459,5,1,59309,3,50_59,f,hisp.latino,white,15
2018HU0435345,5,1,59301,3,20_29,m,not.hisp.latino,white,12
2018HU0752227,5,2,59308,3,50_59,m,not.hisp.latino,white,67
2018HU0209992,5,1,59301,3,50_59,f,not.hisp.latino,white,29
