SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0035926,5,3,59308,3,20_29,f,not.hisp.latino,asian,129
2018HU0293489,5,1,59303,3,40_49,m,not.hisp.latino,asian,90
2018HU0776702,5,2,59301,3,60_69,m,not.hisp.latino,white,102
2018HU0513195,5,4,59301,3,10_19,f,not.hisp.latino,asian,43
2018HU0311654,5,3,59307,3,10_19,m,hisp.latino,other,153
2018HU0424497,5,4,59306,3,0_9,m,hisp.latino,white,167
2018HU0826551,5,3,59302,3,10_19,f,hisp.latino,white,54
2018HU0222621,5,2,59307,3,50_59,m,not.hisp.latino,white,18
2018HU0920400,5,3,59304,3,20_29,m,not.hisp.latino,white,179
2018HU0983887,5,4,59302,3,30_39,f,not.hisp.latino,black.aa,34
2018HU0284951,5,1,59304,3,60_69,m,not.hisp.latino,white,91
2018HU0049252,5,1,59303,3,30_39,m,not.hisp.latino,white,55
2018HU0215115,5,4,59309,3,10_19,f,not.hisp.latino,white,76
2018HU1066704,5,3,59303,3,0_9,f,not.hisp.latino,white,94
2018HU0824307,5,3,59302,3,0_9,m,not.hisp.latino,black.aa,412
2018HU1140131,5,2,59303,3,0_9,f,not.hisp.latino,white,61
2018HU1112853,5,1,59307,3,40_49,f,not.hisp.latino,white,55
2018HU1179992,5,3,59307,3,10_19,m,not.hisp.latino,asian,231
2018HU0366866,5,1,59303,3,30_39,f,not.hisp.latino,asian,50
2018HU0533478,5,1,59306,3,60_69,f,not.hisp.latino,white,15
2018HU1216864,5,2,59305,3,70_79,m,not.hisp.latino,black.aa,113
2018HU0419497,5,1,59304,3,30_39,f,not.hisp.latino,white,30
2018HU1353010,5,1,59307,3,40_49,m,not.hisp.latino,asian,60
2018HU0212097,5,3,59307,3,10_19,m,not.hisp.latino,asian,19
2018HU0129086,5,3,59306,3,20_29,f,not.hisp.latino,asian,160
2018HU1238804,5,2,59302,3,10_19,f,not.hisp.latino,black.aa,378
2018HU0951222,5,1,59307,3,40_49,m,not.hisp.latino,white,39
2018HU0968236,5,1,59307,3,40_49,f,not.hisp.latino,asian,20
2018HU0697990,5,3,59307,3,0_9,f,not.hisp.latino,asian,347
2018HU0991917,5,3,59301,3,0_9,f,hisp.latino,other,71
2018HU0311237,5,1,59309,3,50_59,m,hisp.latino,white,43
2018HU1258448,5,5,59307,3,20_29,m,not.hisp.latino,asian,279
2018HU1364092,5,5,59307,3,10_19,f,not.hisp.latino,white,123
2018HU1252353,5,5,59301,3,50_59,m,not.hisp.latino,asian,31
2018HU0646702,5,2,59307,3,60_69,m,hisp.latino,other,371
