SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0822230,5,3,59303,3,20_29,f,not.hisp.latino,black.aa,36
2018HU1237567,5,3,59307,3,0_9,f,not.hisp.latino,asian,39
2018HU1116869,5,2,59308,3,60_69,f,not.hisp.latino,asian,64
2018HU0883708,5,1,59308,3,80_89,m,not.hisp.latino,asian,58
2018HU1255920,5,3,59301,3,0_9,f,not.hisp.latino,white,52
2018HU0658577,5,1,59304,3,30_39,f,not.hisp.latino,black.aa,99
2018HU0341440,5,2,59303,3,40_49,f,not.hisp.latino,asian,81
2018HU0017189,5,4,59301,3,0_9,m,not.hisp.latino,white,54
2018HU0290641,5,10,59307,3,20_29,f,hisp.latino,other,69
2018HU0247375,5,1,59309,3,20_29,f,hisp.latino,white,114
2018HU0924211,5,7,59304,3,0_9,m,not.hisp.latino,black.aa,60
2018HU1121393,5,2,59309,3,60_69,m,not.hisp.latino,white,107
2018HU0484576,5,4,59301,3,70_79,m,hisp.latino,white,195
2018HU0341440,5,2,59303,3,40_49,f,not.hisp.latino,asian,81
2018HU1297260,5,1,59308,3,40_49,f,not.hisp.latino,white,62
2018HU0719913,5,3,59307,3,0_9,m,not.hisp.latino,two.,233
2018GQ0032353,5,1,59306,3,80_89,m,not.hisp.latino,white,31
2018HU0466650,5,1,59307,3,40_49,m,not.hisp.latino,asian,36
2018HU0882258,5,2,59306,3,80_89,f,not.hisp.latino,white,156
2018HU0523343,5,2,59302,3,60_69,m,not.hisp.latino,black.aa,27
2018HU0020979,5,1,59305,3,30_39,m,not.hisp.latino,white,99
2018HU1362575,5,1,59306,3,50_59,m,not.hisp.latino,white,17
2018HU0232620,5,2,59307,3,40_49,m,not.hisp.latino,white,73
2018HU1007285,5,4,59305,3,10_19,m,not.hisp.latino,white,68
2018HU0776778,5,2,59305,3,30_39,f,not.hisp.latino,asian,120
2018HU1282205,5,3,59301,3,0_9,m,not.hisp.latino,black.aa,72
2018HU0499914,5,1,59306,3,50_59,f,not.hisp.latino,white,88
2018HU0632483,5,1,59303,3,40_49,m,not.hisp.latino,asian,30
2018HU1236627,5,4,59302,3,0_9,m,not.hisp.latino,black.aa,525
2018HU0770437,5,3,59301,3,60_69,m,not.hisp.latino,asian,95
2018HU0250840,5,5,59309,3,20_29,f,not.hisp.latino,white,59
2018HU0285509,5,1,59301,3,30_39,m,not.hisp.latino,white,11
