SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0275657,5,1,59302,3,60_69,f,not.hisp.latino,white,109
2018HU0964967,5,2,59307,3,30_39,m,not.hisp.latino,white,131
2018HU1397371,5,2,59308,3,20_29,m,not.hisp.latino,white,51
2018HU0880016,5,4,59302,3,0_9,m,not.hisp.latino,two.,71
2018HU1162466,5,2,59305,3,40_49,m,not.hisp.latino,white,11
2018HU0693424,5,1,59303,3,50_59,f,hisp.latino,white,37
2018HU0273043,5,2,59303,3,70_79,f,not.hisp.latino,white,20
2018HU0660276,5,5,59308,3,50_59,f,not.hisp.latino,asian,148
2018HU0896514,5,3,59303,3,10_19,m,not.hisp.latino,white,153
2018HU1161859,5,5,59309,3,20_29,m,not.hisp.latino,white,200
2018HU1084374,5,2,59308,3,30_39,m,not.hisp.latino,asian,40
2018HU0197345,5,2,59303,3,50_59,m,not.hisp.latino,white,73
2018HU0649277,5,1,59309,3,60_69,m,not.hisp.latino,white,59
2018HU0669151,5,1,59308,3,60_69,m,hisp.latino,nat.hi.pt.isl,142
2018HU0850617,5,4,59309,3,20_29,f,not.hisp.latino,white,60
2018HU0227748,5,2,59301,3,20_29,f,not.hisp.latino,white,131
2018HU1332426,5,2,59308,3,50_59,f,not.hisp.latino,white,28
2018HU1097542,5,3,59305,3,10_19,f,not.hisp.latino,white,108
2018HU0974682,5,1,59303,3,60_69,f,hisp.latino,white,78
2018HU0454127,5,2,59305,3,70_79,f,not.hisp.latino,white,35
2018HU0896224,5,2,59308,3,40_49,f,not.hisp.latino,asian,105
2018GQ0013911,5,1,59303,3,10_19,m,not.hisp.latino,white,67
2018HU0441162,5,3,59305,3,10_19,m,not.hisp.latino,asian,81
2018HU0284388,5,1,59302,3,30_39,f,not.hisp.latino,black.aa,99
2018HU0504636,5,2,59301,3,60_69,f,not.hisp.latino,white,14
2018HU0642410,5,1,59306,3,40_49,m,not.hisp.latino,asian,116
2018HU0462765,5,4,59305,3,0_9,f,not.hisp.latino,white,25
2018HU0785566,5,5,59305,3,0_9,m,not.hisp.latino,white,16
