SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0690480,5,1,59304,3,20_29,m,not.hisp.latino,white,129
2018HU0963044,5,5,59309,3,20_29,m,not.hisp.latino,asian,77
2018HU0950772,5,3,59308,3,20_29,m,not.hisp.latino,two.,33
2018HU1049783,5,4,59303,3,80_89,m,not.hisp.latino,asian,159
2018HU0836070,5,2,59306,3,30_39,m,not.hisp.latino,white,76
2018HU0424518,5,3,59308,3,10_19,f,not.hisp.latino,asian,25
2018HU1097542,5,3,59305,3,10_19,f,not.hisp.latino,white,108
2018HU0080236,5,2,59301,3,20_29,m,not.hisp.latino,white,52
2018HU0791829,5,1,59307,3,40_49,f,not.hisp.latino,white,20
2018HU1382938,5,1,59308,3,30_39,f,not.hisp.latino,white,98
2018HU1141289,5,1,59306,3,40_49,m,not.hisp.latino,white,16
2018HU0460301,5,5,59305,3,0_9,m,not.hisp.latino,white,10
2018HU0340143,5,2,59301,3,50_59,f,not.hisp.latino,asian,83
2018HU0951479,5,1,59309,3,60_69,m,not.hisp.latino,white,246
2018HU1309455,5,1,59303,3,70_79,m,not.hisp.latino,white,74
2018HU0600666,5,2,59309,3,20_29,f,not.hisp.latino,two.,387
2018HU0862325,5,2,59307,3,20_29,m,not.hisp.latino,two.,26
2018HU0463759,5,1,59307,3,70_79,f,not.hisp.latino,white,83
2018HU0607368,5,4,59307,3,0_9,m,not.hisp.latino,white,69
2018HU0828105,5,1,59308,3,30_39,m,not.hisp.latino,white,241
2018HU0964306,5,1,59301,3,70_79,f,not.hisp.latino,white,12
2018HU1015441,5,2,59307,3,30_39,f,not.hisp.latino,asian,127
2018HU1015162,5,1,59304,3,30_39,m,not.hisp.latino,white,90
2018HU0154650,5,4,59303,3,10_19,f,not.hisp.latino,two.,34
2018HU0139547,5,1,59304,3,70_79,m,not.hisp.latino,white,85
2018HU1063375,5,2,59301,3,40_49,m,not.hisp.latino,white,100
2018HU0953628,5,2,59303,3,40_49,m,not.hisp.latino,asian,32
2018HU0435319,5,2,59302,3,50_59,m,not.hisp.latino,asian,72
2018HU1019268,5,1,59307,3,80_89,m,not.hisp.latino,white,251
2018HU0083911,5,2,59308,3,40_49,m,not.hisp.latino,white,109
2018HU1320021,5,1,59305,3,40_49,m,not.hisp.latino,two.,60
2018HU0450851,5,3,59305,3,0_9,m,not.hisp.latino,two.,33
2018HU1264799,5,4,59301,3,0_9,m,not.hisp.latino,white,77
2018HU1086030,5,1,59307,3,50_59,f,not.hisp.latino,white,750
2018HU1137357,5,1,59307,3,30_39,m,not.hisp.latino,white,52
2018HU1325134,5,4,59301,3,0_9,f,not.hisp.latino,white,90
2018HU0277487,5,1,59305,3,50_59,m,not.hisp.latino,white,122
2018HU0360052,5,1,59303,3,50_59,m,not.hisp.latino,white,100
2018HU1178518,5,4,59307,3,0_9,f,not.hisp.latino,white,102
2018HU0068881,5,4,59308,3,0_9,f,not.hisp.latino,white,173
2018HU1386400,5,3,59306,3,10_19,f,not.hisp.latino,white,104
2018HU1283782,5,1,59305,3,60_69,f,not.hisp.latino,white,41
2018HU0835674,5,2,59304,3,60_69,f,not.hisp.latino,white,59
2018HU0570954,5,1,59304,3,50_59,m,not.hisp.latino,white,92
2018HU1299198,5,2,59307,3,40_49,f,not.hisp.latino,white,80
2018HU0361353,5,1,59301,3,60_69,m,not.hisp.latino,asian,100
