SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0606787,5,1,59303,3,60_69,f,not.hisp.latino,white,71
2018HU0791302,5,4,59302,3,60_69,m,hisp.latino,other,282
2018HU0553147,5,1,59309,3,40_49,m,hisp.latino,white,159
2018HU0821191,5,2,59308,3,10_19,m,not.hisp.latino,asian,84
2018HU0714102,5,4,59303,3,20_29,f,hisp.latino,white,20
2018HU1194174,5,3,59301,3,0_9,f,hisp.latino,white,251
2018HU0565481,5,1,59307,3,30_39,f,not.hisp.latino,white,150
2018HU1057151,5,2,59304,3,0_9,m,hisp.latino,white,436
2018HU1105060,5,4,59308,3,10_19,m,not.hisp.latino,white,188
2018HU0954719,5,2,59301,3,40_49,f,not.hisp.latino,white,62
2018HU0828105,5,2,59308,3,20_29,m,not.hisp.latino,asian,207
2018HU0152951,5,1,59303,3,70_79,m,not.hisp.latino,white,31
2018HU0995296,5,3,59308,3,10_19,f,not.hisp.latino,white,82
2018HU1033364,5,1,59309,3,20_29,m,not.hisp.latino,white,243
2018HU0828746,5,2,59307,3,40_49,f,not.hisp.latino,asian,25
2018HU0882865,5,3,59306,3,20_29,m,not.hisp.latino,asian,132
2018HU0304642,5,1,59307,3,50_59,f,not.hisp.latino,white,33
2018HU0260487,5,2,59309,3,20_29,f,hisp.latino,other,121
2018HU1109300,5,2,59308,3,60_69,m,not.hisp.latino,other,84
2018HU1042490,5,1,59305,3,40_49,f,hisp.latino,white,40
2018HU0591935,5,2,59303,3,50_59,f,not.hisp.latino,white,50
2018HU0504781,5,1,59304,3,40_49,f,not.hisp.latino,white,18
2018HU0843436,5,3,59301,3,0_9,m,not.hisp.latino,asian,14
2018HU1205897,5,1,59306,3,30_39,m,not.hisp.latino,black.aa,375
2018HU0420198,5,2,59308,3,40_49,f,not.hisp.latino,white,142
2018HU0823815,5,3,59309,3,20_29,f,not.hisp.latino,asian,88
2018HU0278490,5,3,59307,3,70_79,m,not.hisp.latino,asian,73
2018HU1283669,5,11,59302,3,10_19,f,hisp.latino,other,83
2018HU1082756,5,4,59304,3,10_19,f,not.hisp.latino,black.aa,71
2018HU1194380,5,1,59303,3,60_69,m,not.hisp.latino,white,76
2018HU0648932,5,2,59302,3,60_69,f,not.hisp.latino,white,64
2018HU0065762,5,2,59303,3,40_49,m,not.hisp.latino,white,301
2018HU0730462,5,1,59303,3,40_49,f,not.hisp.latino,white,177
2018HU0528302,5,1,59307,3,60_69,m,hisp.latino,white,25
2018HU1178369,5,8,59307,3,20_29,f,hisp.latino,white,98
2018HU0650248,5,2,59308,3,30_39,f,hisp.latino,white,113
2018HU0257850,5,3,59307,3,10_19,f,not.hisp.latino,asian,79
