SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0374526,5,1,59307,3,30_39,f,not.hisp.latino,black.aa,134
2018HU0605548,5,1,59305,3,50_59,f,not.hisp.latino,white,43
2018HU0827183,5,1,59305,3,40_49,f,not.hisp.latino,asian,19
2018HU0783267,5,1,59308,3,70_79,m,not.hisp.latino,asian,56
2018HU0250840,5,3,59309,3,0_9,m,not.hisp.latino,white,83
2018HU1074874,5,2,59308,3,80_89,f,not.hisp.latino,white,57
2018HU0890756,5,2,59303,3,30_39,m,not.hisp.latino,white,59
2018HU1191947,5,4,59309,3,10_19,m,hisp.latino,white,143
2018HU0987678,5,1,59305,3,50_59,f,not.hisp.latino,white,96
2018HU0911599,5,2,59309,3,30_39,f,not.hisp.latino,two.,14
2018HU0995296,5,4,59308,3,10_19,m,not.hisp.latino,white,110
2018HU0108525,5,1,59306,3,50_59,f,not.hisp.latino,white,11
2018HU0564959,5,1,59301,3,60_69,m,not.hisp.latino,white,58
2018HU1136683,5,3,59303,3,10_19,m,not.hisp.latino,asian,52
2018HU0062256,5,2,59302,3,20_29,f,not.hisp.latino,asian,37
2018HU0689423,5,2,59308,3,20_29,f,not.hisp.latino,white,206
2018GQ0075349,5,1,59303,3,40_49,m,not.hisp.latino,white,20
2018HU0449716,5,2,59301,3,20_29,m,not.hisp.latino,two.,176
2018HU1102790,5,4,59303,3,10_19,m,not.hisp.latino,other,53
2018HU0703921,5,3,59307,3,10_19,m,hisp.latino,white,12
2018HU1059265,5,1,59307,3,70_79,f,not.hisp.latino,black.aa,20
2018HU1077053,5,2,59306,3,30_39,f,not.hisp.latino,asian,32
2018HU0186688,5,1,59307,3,20_29,f,not.hisp.latino,asian,25
2018HU0183807,5,1,59308,3,30_39,m,not.hisp.latino,asian,69
2018HU0689423,5,1,59308,3,50_59,m,not.hisp.latino,white,130
2018HU1119142,5,5,59301,3,0_9,f,hisp.latino,other,271
2018HU0900713,5,1,59304,3,20_29,f,not.hisp.latino,asian,92
2018HU0415693,5,1,59302,3,60_69,m,not.hisp.latino,white,97
2018HU0117849,5,2,59304,3,10_19,m,not.hisp.latino,asian,85
2018HU1342660,5,1,59308,3,40_49,f,not.hisp.latino,white,152
2018HU0670030,5,6,59307,3,0_9,f,not.hisp.latino,white,90
2018HU0211823,5,5,59305,3,0_9,m,not.hisp.latino,white,86
2018HU0662419,5,1,59307,3,30_39,f,not.hisp.latino,white,30
2018GQ0044564,5,1,59303,3,10_19,m,hisp.latino,other,93
2018HU0911599,5,3,59309,3,10_19,m,not.hisp.latino,two.,14
2018HU0820901,5,2,59304,3,70_79,f,not.hisp.latino,white,93
2018HU0740029,5,1,59307,3,50_59,m,not.hisp.latino,white,208
2018HU1187098,5,3,59305,3,0_9,f,not.hisp.latino,asian,33
2018HU1389084,5,1,59301,3,30_39,m,not.hisp.latino,white,29
2018HU0881270,5,1,59303,3,60_69,f,not.hisp.latino,white,36
2018HU0808708,5,1,59307,3,60_69,m,not.hisp.latino,white,61
2018HU0167249,5,1,59303,3,70_79,m,not.hisp.latino,asian,19
2018HU0581267,5,1,59305,3,30_39,m,not.hisp.latino,asian,248
2018HU1212980,5,2,59305,3,50_59,f,not.hisp.latino,asian,84
2018HU0384766,5,1,59306,3,40_49,f,not.hisp.latino,white,143
2018HU1361945,5,1,59308,3,40_49,m,not.hisp.latino,asian,127
2018HU1359396,5,3,59305,3,20_29,m,not.hisp.latino,two.,97
2018HU0094881,5,6,59304,3,0_9,f,hisp.latino,white,125
2018HU0629753,5,2,59301,3,40_49,f,not.hisp.latino,asian,130
2018HU1195561,5,1,59302,3,40_49,f,not.hisp.latino,white,51
2018HU0764291,5,2,59303,3,40_49,m,not.hisp.latino,white,13
2018HU0719586,5,4,59303,3,10_19,f,not.hisp.latino,white,36
2018HU0680456,5,1,59306,3,80_89,f,not.hisp.latino,white,93
2018HU1009010,5,1,59309,3,80_89,f,not.hisp.latino,white,56
2018HU1018778,5,2,59306,3,50_59,m,not.hisp.latino,white,27
2018HU0768833,5,1,59303,3,70_79,f,not.hisp.latino,asian,10
2018HU1205576,5,3,59303,3,30_39,f,not.hisp.latino,white,29
2018HU0947855,5,3,59305,3,0_9,m,not.hisp.latino,two.,16
2018HU0690966,5,1,59308,3,30_39,f,not.hisp.latino,asian,146
