PPSORT,CMA,AGE,SEX,RACE
16728,933,a30_34,f,eo_neo
58939,933,a65_69,f,onao_Canadian
667766,933,a70_74,m,eo_weo_Dutch
678347,933,a85_,f,onao_Canadian
79001,933,a40_44,f,eo_oeeo
464990,933,a85_,f,ao_esao_Chinese
146201,933,a5_9,m,ao_sao_ei
200437,933,a25_29,f,ao_oesao
819993,933,a70_74,m,ao_esao_Chinese
929774,933,a25_29,f,ao_oesao
840684,933,a60_64,m,eo_obio
649712,933,a5_9,f,ao_sao_ei
245057,933,a70_74,m,eo_weo_German
734944,933,a25_29,f,ao_esao_Filipino
717260,933,a25_29,f,ao_esao_Chinese
531489,933,a10_14,f,eo_bio_English
533233,933,a25_29,f,ao_esao_Chinese
783353,933,a50_54,m,eo_seo_Portuguese
735953,933,a30_34,m,eo_fo
475455,933,a60_64,f,eo_bio_English
630407,933,a75_79,f,ao_oesao
363103,933,a45_49,m,eo_bio_Scottish
676948,933,a60_64,m,ao_sao_ei
172492,933,a60_64,m,ao_sao_ei
499579,933,a35_39,f,ao_esao_Chinese
257767,933,a30_34,f,ao_esao_Chinese
288482,933,a35_39,m,ao_sao_ei
733813,933,a60_64,m,eo_bio_Irish
184153,933,a80_84,f,ao_sao_ei
264139,933,a60_64,m,eo_weo_German
672274,933,a55_59,f,ao_oesao
511670,933,a40_44,f,eo_seo_Italian
51293,933,a30_34,f,ao_esao_Chinese
417941,933,a60_64,f,ao_osao
746781,933,a65_69,f,ao_esao_Chinese
542550,933,a65_69,m,eo_bio_Scottish
275988,933,a65_69,f,eo_bio_English
513630,933,a85_,f,eo_eeo_Ukrainian
13555,933,a15_19,f,ao_sao_ei
172984,933,a55_59,m,ao_esao_Filipino
29736,933,a50_54,f,ao_esao_Chinese
209742,933,a20_24,m,eo_bio_Scottish
229299,933,a60_64,f,eo_weo_Dutch
416610,933,a30_34,f,ao_sao_ei
871340,933,a40_44,f,ao_sao_ei
103415,933,a50_54,m,ao_esao_Filipino
238642,933,a50_54,m,ao_wcameo
12788,933,a70_74,m,eo_weo_German
425293,933,a25_29,m,ao_sao_ei
392718,933,a55_59,m,eo_oseo
796099,933,a60_64,m,onao_Canadian
272755,933,a45_49,f,ao_esao_Filipino
576612,933,a10_14,f,ao_oesao
736235,933,a60_64,f,eo_bio_English
925646,933,a45_49,m,ao_sao_ei
780678,933,a20_24,m,onao_Canadian
137483,933,a30_34,f,ao_esao_Filipino
907389,933,a60_64,f,ao
430197,933,a55_59,f,ao_esao_Chinese
386499,933,a70_74,m,eo_bio_English
89610,933,a5_9,f,lcsao
709944,933,a35_39,f,ao_wcameo
392628,933,a60_64,f,eo_weo_Dutch
603130,933,a60_64,m,ao_esao_Chinese
806448,933,a25_29,f,ao_oesao
242731,933,a45_49,f,ao_esao_Chinese
784056,933,a25_29,f,ao_esao_Chinese
659323,933,a60_64,f,eo_neo
663775,933,a20_24,m,onao_Canadian
591935,933,a30_34,f,ao
61755,933,a35_39,m,ao_esao_Chinese
427401,933,a65_69,m,eo_obio
664303,933,a55_59,m,eo_obio
667380,933,a45_49,f,ao_oesao
648466,933,a25_29,f,ao_sao_ei
655271,933,a40_44,f,ao_esao_Chinese
697694,933,a30_34,f,ao_sao_ei
895440,933,a50_54,f,ao_esao_Chinese
493851,933,a45_49,m,eo_seo_Italian
69692,933,a30_34,m,ao_oesao
717587,933,a75_79,f,ao_esao_Chinese
485412,933,a5_9,m,eo_bio_English
732310,933,a25_29,f,ao_esao_Chinese
698304,933,a30_34,m,ao_esao_Chinese
417337,933,a50_54,f,eo_bio_English
496145,933,a40_44,m,onao_Canadian
753502,933,a25_29,f,ao_esao_Filipino
220590,933,a40_44,f,eo_weo_German
864039,933,a50_54,f,eo_neo
798849,933,a85_,m,ao_sao_ei
254095,933,a15_19,m,ao_sao_ei
68889,933,a30_34,f,ao_esao_Filipino
32668,933,a45_49,f,eo_seo_Italian
478906,933,a65_69,f,ao_sao_ei
38593,933,a0_4,f,ao_esao_Filipino
8297,933,a30_34,f,ao_oesao
78464,933,a0_4,m,onao_Canadian
86389,933,a5_9,f,ao_sao_ei
356745,933,a55_59,f,ao_esao_Chinese
39715,933,a75_79,f,eo_seo_Greek
572319,933,a50_54,m,eo_bio_English
838203,933,a50_54,m,onao_Canadian
222079,933,a45_49,m,ao_oesao
590239,933,a75_79,m,ao_esao_Chinese
571738,933,a40_44,f,ao_esao_Chinese
361564,933,a70_74,f,eo_obio
197108,933,a10_14,f,onao_Canadian
483593,933,a55_59,m,eo_bio_English
697861,933,a55_59,m,ao_sao_ei
749061,933,a30_34,m,ao_esao_Chinese
745632,933,a75_79,f,ao_esao_Chinese
316110,933,a40_44,f,ao_oesao
337986,933,a65_69,m,ao_esao_Chinese
434875,933,a35_39,f,eo_eeo_Ukrainian
564988,933,a75_79,f,eo_bio_Scottish
21685,933,a20_24,f,ao_esao_Chinese
867139,933,a0_4,m,ao_esao_Chinese
706963,933,a15_19,m,ao
180424,933,a55_59,m,ao_esao_Chinese
733648,933,a80_84,m,eo_bio_English
509377,933,a60_64,f,ao_sao_ei
827433,933,a75_79,f,eo_seo_Italian
536992,933,a50_54,m,ao_esao_Filipino
761007,933,a20_24,m,ao_sao_ei
577399,933,a20_24,f,eo_obio
246080,933,a70_74,m,onao_Canadian
112430,933,a25_29,m,ao_sao_ei
343724,933,a85_,f,ao_esao_Chinese
646640,933,a50_54,f,ao_esao_Chinese
402730,933,a50_54,m,ao_oesao
523969,933,a40_44,f,ao_esao_Filipino
532357,933,a0_4,f,ao_osao
752469,933,a35_39,f,onao_Canadian
71255,933,a55_59,f,ao_esao_Chinese
489797,933,a65_69,m,lcsao
598387,933,a70_74,f,eo_weo_German
437227,933,a30_34,m,ao_sao_ei
111276,933,a45_49,m,eo_oeeo
648110,933,a80_84,f,eo_bio_Scottish
479477,933,a45_49,f,ao_esao_Chinese
579951,933,a55_59,m,ao_sao_ei
101435,933,a25_29,f,ao_sao_ei
746097,933,a25_29,m,ao_sao_ei
690578,933,a60_64,m,ao_esao_Chinese
555472,933,a50_54,f,ao_esao_Chinese
523532,933,a80_84,f,ao_esao_Chinese
474288,933,a65_69,m,ao_esao_Chinese
31752,933,a80_84,f,ao_sao_ei
487401,933,a30_34,f,eo_obio
207577,933,a0_4,m,ao_esao_Chinese
721058,933,a30_34,f,eo_bio_Scottish
422983,933,a70_74,f,ao_esao_Filipino
738337,933,a35_39,m,onao_Canadian
473393,933,a45_49,m,ao_esao_Chinese
617581,933,a55_59,m,onao_Canadian
532050,933,a5_9,m,ao_oesao
278537,933,a60_64,f,ao_esao_Chinese
811738,933,a50_54,f,ao_esao_Chinese
77146,933,a65_69,f,ao_esao_Chinese
57999,933,a15_19,f,ao_esao_Chinese
684533,933,a25_29,f,onao_Canadian
145831,933,a55_59,f,ao_esao_Chinese
795047,933,a15_19,f,onao_Canadian
827486,933,a75_79,f,eo_seo_Italian
909001,933,a35_39,f,ao_esao_Filipino
631565,933,a45_49,f,ao_sao_ei
448251,933,a30_34,m,ao_oesao
460581,933,a30_34,m,ao_esao_Chinese
275537,933,a45_49,f,onao_Canadian
348548,933,a55_59,f,ao_esao_Chinese
638074,933,a15_19,f,ao_esao_Chinese
744265,933,a50_54,f,ao_esao_Chinese
342795,933,a35_39,f,ao_esao_Chinese
226673,933,a60_64,m,ao_sao_ei
276887,933,a35_39,f,ao_sao_ei
648715,933,a50_54,f,ao_esao_Filipino
212837,933,a55_59,m,ao_esao_Chinese
421669,933,a0_4,f,ao_oesao
