PPSORT,CMA,AGE,SEX,RACE
58533,933,a0_4,f,ao
787612,933,a35_39,f,ao_wcameo
212098,933,a40_44,m,naao
540812,933,a65_69,m,eo_seo_Italian
269930,933,a20_24,f,ao_oesao
383012,933,a20_24,f,onao_Canadian
763838,933,a35_39,m,eo_bio_Irish
300644,933,a35_39,m,ao_sao_ei
322154,933,a10_14,f,onao_Canadian
815348,933,a80_84,f,eo_weo_German
480028,933,a50_54,m,ao_esao_Chinese
311373,933,a25_29,f,ao
759549,933,a40_44,m,eo_eeo_Ukrainian
691893,933,a35_39,m,ao_oesao
642825,933,a60_64,f,eo_bio_English
562510,933,a85_,f,eo_weo_German
74290,933,a25_29,f,eo_obio
465274,933,a20_24,f,ao_esao_Chinese
861594,933,a20_24,f,naao
479159,933,a30_34,f,ao_sao_ei
749678,933,a25_29,f,onao_Canadian
647927,933,a30_34,m,eo_bio_English
99747,933,a70_74,f,eo_weo_German
262709,933,a40_44,m,eo_seo_Greek
251470,933,a65_69,f,ao_oesao
6720,933,a60_64,f,ao_sao_ei
83200,933,a40_44,f,eo_weo_German
135261,933,a50_54,f,ao_esao_Chinese
592748,933,a30_34,f,ao_oesao
431169,933,a50_54,f,onao_Canadian
333644,933,a30_34,m,ao_esao_Filipino
689472,933,a45_49,f,ao_osao
147510,933,a60_64,m,eo_fo
776271,933,a60_64,m,eo_oseo
734089,933,a85_,f,eo_bio_Irish
372955,933,a25_29,f,ao_esao_Chinese
687198,933,a60_64,m,onao_Canadian
468854,933,a35_39,f,eo_seo_Greek
771224,933,a55_59,f,eo_seo_Italian
156712,933,a50_54,m,ao_esao_Filipino
632271,933,a55_59,m,ao_esao_Chinese
526102,933,a30_34,m,eo_weo_Dutch
832863,933,a35_39,m,ao_oesao
144210,933,a10_14,f,eo_oeo
404983,933,a65_69,m,ao_esao_Chinese
35037,933,a30_34,f,ao_sao_ei
777565,933,a35_39,m,ao_osao
553411,933,a55_59,m,eo_weo_German
25806,933,a60_64,m,eo_bio_Scottish
560399,933,a70_74,f,eo_bio_English
793603,933,a45_49,f,ao_esao_Chinese
505766,933,a5_9,f,ao
55686,933,a45_49,f,onao_Canadian
658485,933,a45_49,f,ao_oesao
818239,933,a10_14,m,onao
238298,933,a50_54,f,ao_esao_Chinese
455865,933,a35_39,f,ao_esao_Chinese
669771,933,a45_49,f,ao_esao_Chinese
57168,933,a35_39,f,naao
592454,933,a20_24,m,onao_Canadian
146908,933,a60_64,m,eo_bio_English
328266,933,a55_59,f,ao_esao_Filipino
12448,933,a0_4,f,onao_Canadian
8047,933,a45_49,m,ao_sao_ei
550140,933,a20_24,m,ao_esao_Chinese
764227,933,a45_49,f,eo_seo_Spanish
206230,933,a10_14,m,ao_osao
420766,933,a25_29,m,eo_bio_Irish
300744,933,a40_44,m,onao_Canadian
580731,933,a75_79,m,onao_Canadian
706886,933,a0_4,f,ao_sao_ei
765633,933,a20_24,m,ao_oesao
875927,933,a5_9,m,naao
290216,933,a40_44,f,ao_esao_Chinese
63655,933,a20_24,m,ao_wcameo
129853,933,a40_44,f,eo_seo_Italian
361414,933,a15_19,m,onao_Canadian
268963,933,a35_39,f,ao_esao_Chinese
267337,933,a40_44,m,onao_Canadian
424515,933,a35_39,m,eo_weo_German
170498,933,a20_24,m,ao_esao_Chinese
217930,933,a35_39,f,ao_wcameo
563803,933,a30_34,m,ao_esao_Chinese
457551,933,a55_59,f,eo_weo_Dutch
669156,933,a30_34,m,ao_esao_Chinese
809941,933,a35_39,m,eo_weo_German
532665,933,a15_19,m,ao_esao_Chinese
548757,933,a50_54,f,ao_esao_Chinese
664921,933,a35_39,m,onao_Canadian
12257,933,a15_19,f,ao_sao_ei
497112,933,a85_,f,ao_oesao
490519,933,a30_34,m,eo_seo_Italian
805336,933,a80_84,m,ao_oesao
804001,933,a60_64,f,ao_oesao
290927,933,a45_49,m,onao_Canadian
170923,933,a70_74,f,ao_sao_ei
1504,933,a20_24,f,eo_neo
537284,933,a15_19,f,ao_sao_ei
369433,933,a60_64,m,ao_wcameo
123837,933,a5_9,f,ao_esao_Chinese
549905,933,a40_44,m,eo_bio_Scottish
818159,933,a40_44,f,eo_seo_Portuguese
124147,933,a75_79,f,ao_esao_Chinese
431768,933,a45_49,m,onao_Canadian
268530,933,a15_19,f,ao_oesao
210872,933,a10_14,f,ao_esao_Chinese
211153,933,a45_49,m,ao_esao_Filipino
682157,933,a20_24,m,ao_esao_Chinese
914946,933,a45_49,f,eo_seo_Italian
876917,933,a10_14,f,ao_osao
779032,933,a55_59,m,ao_esao_Chinese
806925,933,a30_34,f,ao_wcameo
708149,933,a30_34,f,ao_esao_Filipino
883,933,a40_44,f,ao_oesao
669416,933,a60_64,m,eo_seo_Italian
318008,933,a60_64,f,eo_weo_Dutch
408840,933,a60_64,m,ao_sao_ei
135264,933,a55_59,m,ao_osao
543423,933,a10_14,f,onao_Canadian
744102,933,a50_54,f,ao_esao_Chinese
51026,933,a40_44,f,ao_oesao
579799,933,a15_19,f,ao_esao_Chinese
921222,933,a30_34,f,eo_oeeo
570323,933,a15_19,m,ao_esao_Chinese
233957,933,a25_29,m,eo_oseo
671998,933,a40_44,m,eo_bio_English
40943,933,a15_19,f,ao_sao_ei
430398,933,a25_29,f,eo_eeo_Ukrainian
