PPSORT,CMA,AGE,SEX,RACE
906525,933,a20_24,f,ao_oesao
803395,933,a0_4,m,ao_sao_ei
673492,933,a0_4,f,eo_eeo_Hungarian
917429,933,a50_54,m,ao_sao_ei
238696,933,a65_69,m,eo_fo
174776,933,a35_39,m,ao_oesao
807831,933,a40_44,m,ao_esao_Chinese
744156,933,a25_29,f,ao_esao_Filipino
429774,933,a0_4,f,onao_Canadian
688388,933,a35_39,f,ao_oesao
259367,933,a40_44,f,ao_esao_Filipino
31645,933,a15_19,m,ao
548171,933,a0_4,f,naao
641683,933,a30_34,m,ao_oesao
825458,933,a20_24,f,eo_neo
766353,933,a80_84,m,ao_esao_Chinese
821883,933,a50_54,f,ao_esao_Chinese
135967,933,a30_34,f,eo_eeo_Polish
621737,933,a75_79,m,eo_bio_Scottish
155120,933,a75_79,m,eo_bio_Irish
141192,933,a15_19,f,lcsao
106412,933,a20_24,f,onao_Canadian
609163,933,a10_14,m,ao_sao_ei
177152,933,a50_54,f,onao_Canadian
867196,933,a25_29,f,ao_sao_ei
201664,933,a0_4,m,ao_esao_Chinese
463673,933,a70_74,f,ao_esao_Chinese
272379,933,a50_54,m,eo_weo_Dutch
123945,933,a40_44,f,ao_esao_Chinese
329930,933,a5_9,m,ao_oesao
875221,933,a55_59,f,ao_wcameo
520169,933,a10_14,m,onao_Canadian
428460,933,a80_84,m,eo_bio_Irish
67083,933,a55_59,f,ao_sao_ei
30369,933,a50_54,m,lcsao
796410,933,a5_9,f,lcsao
144151,933,a10_14,f,ao_wcameo
550028,933,a85_,m,eo_bio_Scottish
717978,933,a50_54,m,ao_esao_Filipino
828141,933,a0_4,f,ao_esao_Chinese
448657,933,a25_29,f,ao_esao_Filipino
825228,933,a40_44,m,onao_Canadian
341820,933,a60_64,m,ao_oesao
274101,933,a50_54,f,lcsao
310013,933,a80_84,f,eo_seo_Greek
427743,933,a10_14,f,eo_bio_English
336851,933,a60_64,f,ao_sao_ei
10586,933,a5_9,f,onao_Canadian
599104,933,a60_64,f,ao_esao_Chinese
18051,933,a55_59,m,eo_bio_English
539845,933,a40_44,m,ao_esao_Chinese
214267,933,a50_54,m,onao_Canadian
819450,933,a45_49,m,ao_sao_ei
216584,933,a75_79,f,ao_wcameo
256452,933,a85_,f,eo_bio_English
353264,933,a25_29,m,ao_oesao
736830,933,a25_29,f,ao_wcameo
9190,933,a60_64,f,lcsao
607164,933,a40_44,f,ao_esao_Filipino
385918,933,a35_39,f,ao_sao_ei
358988,933,a65_69,f,eo_seo_Spanish
582880,933,a15_19,m,ao_sao_ei
603054,933,a50_54,m,ao_oesao
396102,933,a40_44,f,onao_Canadian
83385,933,a15_19,m,ao_wcameo
595526,933,a45_49,m,eo_obio
15053,933,a5_9,f,eo_bio_Scottish
351835,933,a5_9,m,ao_esao_Chinese
378898,933,a25_29,f,ao_esao_Chinese
108372,933,a50_54,m,eo_bio_Irish
519352,933,a45_49,f,ao
689939,933,a0_4,m,ao_esao_Chinese
476042,933,a85_,f,ao_oesao
909273,933,a45_49,f,eo_bio_Irish
563539,933,a40_44,f,lcsao
312566,933,a75_79,f,ao_esao_Chinese
398649,933,a55_59,m,ao_oesao
804346,933,a40_44,f,eo_fo
313562,933,a40_44,m,eo_seo_Portuguese
813587,933,a70_74,m,eo_bio_English
129818,933,a30_34,f,lcsao
43521,933,a40_44,f,naao
697374,933,a15_19,m,ao_oesao
342439,933,a75_79,f,eo_weo_German
299252,933,a65_69,m,onao_Canadian
89335,933,a10_14,m,naao
868095,933,a45_49,f,ao_esao_Filipino
889934,933,a15_19,f,ao_oesao
767308,933,a75_79,m,eo_oseo
444993,933,a70_74,m,ao_esao_Chinese
714995,933,a5_9,m,ao_sao_ei
654067,933,a65_69,m,onao_Canadian
296985,933,a50_54,m,onao_Canadian
161119,933,a20_24,f,onao_Canadian
163234,933,a50_54,m,eo_bio_English
879324,933,a45_49,m,ao_esao_Chinese
874311,933,a25_29,f,ao_esao_Chinese
422432,933,a30_34,m,ao
165268,933,a25_29,f,ao_sao_ei
72028,933,a35_39,f,ao_esao_Chinese
186196,933,a50_54,m,ao_esao_Chinese
845379,933,a10_14,f,ao_esao_Chinese
660140,933,a60_64,m,ao
273513,933,a20_24,m,ao_sao_ei
30202,933,a40_44,m,eo_weo_German
296266,933,a65_69,f,onao_Canadian
