PPSORT,CMA,AGE,SEX,RACE
736610,933,a40_44,m,onao_Canadian
78016,933,a65_69,m,eo_bio_Irish
670862,933,a30_34,f,ao_esao_Chinese
923777,933,a60_64,m,ao_esao_Chinese
26278,933,a35_39,f,ao_sao_ei
642279,933,a85_,m,eo_bio_English
926973,933,a35_39,m,onao_Canadian
634907,933,a10_14,f,eo_eeo_Russian
383032,933,a45_49,m,eo_seo_Italian
910025,933,a5_9,m,ao_sao_ei
514100,933,a60_64,f,ao_esao_Filipino
729163,933,a30_34,f,ao_sao_ei
778057,933,a80_84,f,eo_bio_Scottish
917625,933,a5_9,f,eo_weo_Dutch
37971,933,a35_39,m,ao_esao_Filipino
718489,933,a15_19,m,ao_oesao
230418,933,a35_39,f,ao_sao_ei
865048,933,a45_49,f,eo_weo_German
572029,933,a20_24,m,onao_Canadian
875368,933,a0_4,m,ao_esao_Chinese
64030,933,a5_9,m,ao_esao_Chinese
356662,933,a65_69,f,eo_weo_German
797474,933,a10_14,m,onao
405084,933,a25_29,m,ao_esao_Chinese
823473,933,a65_69,m,eo_bio_English
533778,933,a15_19,f,ao_osao
514988,933,a0_4,f,ao_sao_ei
911334,933,a65_69,f,ao_osao
203200,933,a0_4,m,eo_bio_English
80541,933,a45_49,f,ao_esao_Chinese
583877,933,a25_29,m,ao_esao_Chinese
618795,933,a40_44,f,ao_sao_ei
167023,933,a85_,m,eo_bio_Scottish
265448,933,a80_84,m,eo_bio_Scottish
151950,933,a55_59,f,ao_esao_Chinese
352999,933,a10_14,m,ao_sao_ei
98717,933,a0_4,f,ao_sao_ei
457379,933,a5_9,f,onao_Canadian
596061,933,a40_44,m,ao_esao_Chinese
149736,933,a85_,f,ao_esao_Chinese
644020,933,a65_69,f,eo_bio_English
194118,933,a70_74,f,eo_neo
498270,933,a75_79,m,ao_esao_Chinese
622850,933,a45_49,m,eo_oseo
19456,933,a30_34,m,onao_Canadian
184045,933,a65_69,f,eo_weo_German
103444,933,a20_24,f,ao_esao_Chinese
862713,933,a75_79,m,eo_obio
692988,933,a5_9,f,ao_esao_Chinese
431932,933,a45_49,f,ao_esao_Chinese
