PPSORT,CMA,AGE,SEX,RACE
529723,933,a15_19,f,onao_Canadian
231609,933,a75_79,m,ao_sao_ei
273959,933,a15_19,f,ao
545451,933,a20_24,m,ao_esao_Filipino
143093,933,a30_34,m,onao_Canadian
740579,933,a10_14,m,ao_esao_Chinese
605459,933,a55_59,f,eo_bio_English
926191,933,a60_64,f,eo_neo
794061,933,a45_49,f,ao_sao_ei
21625,933,a50_54,m,ao_esao_Filipino
85560,933,a45_49,m,onao_Canadian
267215,933,a15_19,f,ao_sao_ei
508485,933,a15_19,f,naao
397856,933,a65_69,f,ao_esao_Chinese
551607,933,a50_54,m,ao_oesao
229609,933,a40_44,m,eo_weo_German
333706,933,a65_69,m,ao_esao_Chinese
328235,933,a60_64,m,naao
920363,933,a30_34,f,ao_esao_Chinese
3099,933,a65_69,f,ao_sao_ei
751601,933,a25_29,m,ao_sao_ei
541233,933,a20_24,m,naao
135236,933,a30_34,m,ao_esao_Chinese
484416,933,a40_44,m,ao_oesao
318711,933,a25_29,f,ao_esao_Chinese
416780,933,a10_14,m,ao_esao_Filipino
300024,933,a45_49,f,ao_esao_Filipino
563916,933,a55_59,m,eo_oeeo
678782,933,a75_79,f,eo_weo_Dutch
896539,933,a20_24,f,ao_sao_ei
397219,933,a30_34,m,onao_Canadian
150332,933,a45_49,f,eo_seo_Greek
602896,933,a0_4,m,ao_esao_Chinese
605623,933,a25_29,m,eo_seo_Spanish
18886,933,a70_74,f,onao_Canadian
185799,933,a75_79,f,ao_sao_ei
794259,933,a55_59,m,eo_bio_Irish
536639,933,a0_4,m,ao_esao_Chinese
239448,933,a45_49,m,onao_Canadian
30207,933,a5_9,m,ao_sao_ei
620147,933,a0_4,f,onao_Canadian
684792,933,a20_24,f,ao_esao_Chinese
285364,933,a60_64,m,onao_Canadian
837206,933,a75_79,f,eo_oweo
724361,933,a35_39,f,ao_sao_ei
523965,933,a85_,f,eo_bio_English
420065,933,a10_14,f,ao_sao_ei
889750,933,a55_59,m,eo_bio_Irish
682514,933,a40_44,f,eo_oseo
351120,933,a30_34,m,eo_eeo_Ukrainian
234393,933,a35_39,m,ao_esao_Chinese
373860,933,a85_,f,eo_weo_German
193542,933,a60_64,f,ao_esao_Filipino
882466,933,a20_24,m,onao_Canadian
139062,933,a15_19,f,ao_esao_Chinese
874500,933,a5_9,m,ao_oesao
82089,933,a50_54,f,lcsao
620785,933,a5_9,m,eo_bio_Scottish
350911,933,a25_29,f,onao_Canadian
182736,933,a40_44,f,ao_esao_Chinese
677606,933,a40_44,f,ao_oesao
408423,933,a15_19,f,ao_esao_Chinese
623122,933,a50_54,m,eo_oweo
736758,933,a45_49,f,ao_osao
927161,933,a80_84,f,ao_esao_Chinese
58249,933,a15_19,m,ao_esao_Chinese
119038,933,a35_39,m,eo_bio_English
869808,933,a5_9,f,ao_esao_Chinese
707784,933,a15_19,m,ao_esao_Chinese
36677,933,a0_4,m,ao_esao_Chinese
768112,933,a55_59,m,eo_obio
92546,933,a50_54,f,onao_Canadian
374816,933,a0_4,m,ao_sao_ei
308878,933,a15_19,f,ao_esao_Chinese
355878,933,a45_49,f,ao_esao_Filipino
387041,933,a15_19,m,ao_esao_Chinese
1297,933,a75_79,f,eo_seo_Italian
402031,933,a20_24,m,eo_oeeo
