PPSORT,CMA,AGE,SEX,RACE
359002,933,f,a15_19,eo_bio_English
718549,933,m,a55_59,onao_Canadian
556933,933,f,a35_39,onao_Canadian
155043,933,f,a15_19,onao_Canadian
125653,933,m,a45_49,eo_fo
90993,933,m,a25_29,eo_bio_Irish
260215,933,f,a15_19,eo_bio_Scottish
373339,933,m,a85_,eo_bio_English
428185,933,m,a55_59,onao_Canadian
878907,933,f,a85_,eo_bio_Scottish
181442,933,m,a25_29,eo_bio_English
623049,933,m,a50_54,eo_fo
175126,933,f,a30_34,onao_Canadian
829364,933,m,a15_19,eo_bio_Irish
85071,933,f,a55_59,eo_bio_English
396811,933,f,a60_64,eo_bio_Scottish
464446,933,m,a55_59,onao_Canadian
682514,933,f,a65_69,eo_bio_Scottish
557859,933,f,a60_64,onao_Canadian
802543,933,f,a15_19,onao_Canadian
342545,933,f,a50_54,onao_Canadian
430921,933,m,a50_54,onao_Canadian
365301,933,f,a0_4,eo_weo_Dutch
704618,933,f,a60_64,eo_fo
318740,933,m,a10_14,onao_Canadian
847778,933,m,a55_59,onao_Canadian
881135,933,m,a60_64,onao_Canadian
772261,933,m,a15_19,onao_Canadian
633401,933,f,a80_84,eo_bio_Irish
697314,933,f,a5_9,onao_Canadian
560479,933,m,a5_9,eo_bio_Irish
163552,933,f,a50_54,eo_bio_Irish
668097,933,f,a35_39,naao
6426,933,f,a50_54,naao
883785,933,f,a15_19,onao_Canadian
647003,933,f,a65_69,onao_Canadian
532137,933,f,a55_59,onao_Canadian
334403,933,f,a15_19,onao_Canadian
807730,933,m,a0_4,naao
587576,933,m,a60_64,eo_bio_Irish
462142,933,f,a60_64,eo_fo
107584,933,f,a10_14,naao
188363,933,m,a50_54,naao
497112,933,f,a50_54,eo_bio_Scottish
450913,933,f,a15_19,onao_Canadian
316704,933,m,a0_4,onao_Canadian
804962,933,f,a65_69,eo_bio_Scottish
345497,933,f,a50_54,eo_obio
446368,933,m,a45_49,eo_bio_Irish
300158,933,m,a30_34,onao_Canadian
179862,933,m,a0_4,onao_Canadian
861817,933,f,a15_19,eo_bio_English
200980,933,f,a50_54,naao
351882,933,f,a15_19,onao_Canadian
217532,933,m,a75_79,onao_Canadian
779142,933,m,a50_54,eo_bio_English
804686,933,m,a15_19,eo_bio_English
25756,933,f,a35_39,eo_fo
16355,933,f,a45_49,eo_fo
828141,933,m,a55_59,eo_bio_Irish
734098,933,m,a55_59,eo_bio_English
686521,933,m,a0_4,onao_Canadian
17850,933,m,a0_4,eo_bio_Irish
77421,933,f,a65_69,eo_fo
451735,933,f,a0_4,eo_fo
884090,933,m,a60_64,naao
390505,933,f,a35_39,onao_Canadian
770820,933,f,a60_64,onao_Canadian
214684,933,f,a25_29,onao_Canadian
651560,933,m,a5_9,onao_Canadian
6552,933,f,a45_49,eo_bio_English
259467,933,f,a60_64,onao_Canadian
781175,933,m,a60_64,eo_bio_English
864385,933,f,a35_39,eo_bio_Scottish
348030,933,m,a25_29,onao_Canadian
375515,933,m,a50_54,eo_bio_English
268137,933,m,a60_64,eo_bio_Scottish
738877,933,m,a40_44,onao_Canadian
281331,933,m,a65_69,onao_Canadian
273939,933,f,a75_79,eo_weo_German
350651,933,m,a30_34,eo_eeo_Ukrainian
626766,933,f,a35_39,naao
415317,933,m,a60_64,eo_bio_Irish
458720,933,m,a45_49,onao_Canadian
55259,933,f,a45_49,eo_fo
144928,933,f,a45_49,onao_Canadian
707828,933,f,a70_74,eo_fo
326350,933,f,a50_54,onao_Canadian
396028,933,f,a60_64,onao_Canadian
668680,933,m,a50_54,onao_Canadian
106590,933,m,a25_29,eo_bio_Scottish
206492,933,m,a35_39,eo_fo
677523,933,f,a15_19,eo_weo_German
569424,933,f,a30_34,onao_Canadian
367698,933,f,a30_34,eo_bio_Irish
494422,933,f,a65_69,eo_fo
613604,933,f,a25_29,eo_bio_English
348812,933,f,a45_49,onao_Canadian
98345,933,m,a0_4,onao_Canadian
718342,933,m,a35_39,eo_bio_Scottish
55373,933,m,a45_49,onao_Canadian
59440,933,m,a35_39,eo_bio_English
529791,933,m,a15_19,onao_Canadian
219097,933,m,a85_,onao_Canadian
453315,933,m,a5_9,onao_Canadian
383255,933,f,a35_39,onao_Canadian
762693,933,f,a0_4,onao_Canadian
645007,933,m,a20_24,eo_fo
73275,933,f,a25_29,eo_fo
758873,933,f,a80_84,eo_fo
487006,933,m,a55_59,eo_bio_English
143154,933,f,a15_19,onao_Canadian
683986,933,f,a10_14,eo_bio_Irish
476141,933,m,a50_54,onao_Canadian
329546,933,f,a10_14,onao_Canadian
39593,933,m,a50_54,onao_Canadian
434798,933,m,a10_14,eo_bio_English
59728,933,f,a35_39,eo_fo
722752,933,m,a85_,onao_Canadian
9107,933,f,a75_79,eo_seo_Portuguese
909635,933,m,a35_39,eo_bio_English
864065,933,f,a55_59,onao_Canadian
693507,933,f,a0_4,onao_Canadian
193210,933,m,a50_54,onao_Canadian
850821,933,m,a35_39,eo_bio_English
929787,933,m,a10_14,eo_obio
34352,933,f,a25_29,eo_weo_German
813527,933,f,a40_44,onao_Canadian
547175,933,m,a15_19,onao_Canadian
730604,933,m,a45_49,eo_bio_English
927663,933,m,a5_9,eo_bio_English
730857,933,f,a30_34,onao_Canadian
141385,933,f,a60_64,onao_Canadian
365816,933,m,a15_19,onao_Canadian
355562,933,m,a35_39,onao
564270,933,f,a15_19,onao_Canadian
78784,933,m,a30_34,onao_Canadian
816912,933,m,a65_69,onao_Canadian
631286,933,f,a45_49,eo_fo
449056,933,m,a70_74,onao_Canadian
201812,933,f,a35_39,onao_Canadian
35716,933,f,a55_59,onao_Canadian
512756,933,f,a50_54,naao
52279,933,f,a65_69,onao_Canadian
373080,933,f,a5_9,eo_bio_Irish
319440,933,f,a75_79,onao_Canadian
465469,933,f,a25_29,eo_bio_Irish
469083,933,m,a35_39,eo_weo_Dutch
221809,933,m,a40_44,onao_Canadian
735412,933,m,a55_59,onao_Canadian
145965,933,m,a5_9,eo_seo_Portuguese
306442,933,f,a60_64,onao_Canadian
882740,933,m,a45_49,onao_Canadian
487914,933,f,a55_59,eo_seo_Italian
181631,933,m,a15_19,naao
311990,933,f,a35_39,eo_fo
580474,933,f,a60_64,onao_Canadian
738107,933,f,a55_59,eo_bio_English
652015,933,m,a10_14,eo_bio_English
515615,933,f,a20_24,onao_Canadian
5498,933,f,a45_49,eo_bio_English
724034,933,m,a65_69,onao_Canadian
210694,933,m,a50_54,eo_bio_Irish
778485,933,m,a75_79,onao_Canadian
217686,933,m,a65_69,onao_Canadian
445698,933,f,a35_39,eo_fo
750709,933,f,a0_4,eo_bio_English
383684,933,f,a35_39,onao_Canadian
4539,933,m,a5_9,eo_bio_English
722359,933,f,a15_19,onao_Canadian
481160,933,f,a20_24,eo_bio_English
535593,933,f,a60_64,eo_bio_Irish
414298,933,f,a25_29,eo_fo
288676,933,f,a20_24,onao_Canadian
364781,933,m,a10_14,eo_bio_Scottish
85700,933,f,a35_39,eo_bio_English
863158,933,f,a65_69,eo_fo
246298,933,f,a10_14,eo_bio_Irish
4289,933,f,a45_49,eo_bio_English
111145,933,f,a75_79,onao_Canadian
48156,933,f,a15_19,onao_Canadian
402957,933,m,a65_69,eo_bio_Irish
293655,933,f,a30_34,eo_bio_English
545174,933,m,a75_79,eo_bio_Irish
109232,933,f,a35_39,eo_weo_Dutch
235377,933,m,a15_19,eo_bio_English
867095,933,m,a10_14,eo_bio_English
541523,933,m,a50_54,onao_Canadian
569787,933,f,a60_64,naao
739023,933,m,a80_84,onao_Canadian
659920,933,m,a35_39,onao_Canadian
140026,933,f,a30_34,ao
586140,933,m,a60_64,eo_fo
285818,933,m,a10_14,eo_bio_English
760661,933,f,a50_54,eo_fo
11352,933,f,a20_24,eo_bio_Irish
189726,933,m,a55_59,onao_Canadian
273483,933,m,a5_9,onao_Canadian
742935,933,m,a80_84,ao
123192,933,m,a50_54,eo_bio_English
813344,933,m,a35_39,onao_Canadian
118636,933,f,a35_39,onao_Canadian
289474,933,m,a30_34,onao_Canadian
360480,933,m,a25_29,onao_Canadian
559900,933,m,a55_59,eo_bio_English
555181,933,m,a50_54,naao
656302,933,m,a30_34,onao
438144,933,f,a10_14,onao_Canadian
214046,933,f,a20_24,onao_Canadian
42568,933,m,a35_39,eo_fo
698023,933,f,a0_4,eo_bio_Scottish
435182,933,m,a55_59,onao_Canadian
869144,933,f,a25_29,eo_fo
267904,933,m,a40_44,onao_Canadian
295922,933,m,a15_19,eo_bio_Scottish
72963,933,m,a35_39,eo_fo
414076,933,m,a40_44,onao_Canadian
446722,933,m,a60_64,eo_bio_Irish
802196,933,m,a35_39,eo_bio_English
684461,933,f,a15_19,onao_Canadian
736132,933,f,a15_19,eo_bio_English
371277,933,f,a70_74,onao_Canadian
852678,933,m,a50_54,onao_Canadian
753695,933,m,a10_14,eo_bio_English
848112,933,m,a30_34,eo_weo_Dutch
183439,933,m,a10_14,eo_weo_German
690101,933,f,a30_34,eo_weo_German
172501,933,f,a35_39,onao_Canadian
596922,933,m,a45_49,onao_Canadian
865821,933,m,a45_49,eo_weo_Dutch
224683,933,f,a75_79,onao_Canadian
307599,933,f,a50_54,onao_Canadian
594819,933,m,a35_39,onao_Canadian
364619,933,m,a70_74,onao_Canadian
567377,933,f,a20_24,eo_fo
318182,933,m,a55_59,onao_Canadian
88684,933,m,a45_49,eo_bio_Irish
872190,933,f,a5_9,eo_bio_Irish
451116,933,f,a30_34,eo_bio_Irish
721914,933,f,a10_14,onao_Canadian
477686,933,f,a40_44,onao_Canadian
274004,933,m,a55_59,onao_Canadian
307596,933,f,a5_9,onao_Canadian
905400,933,f,a5_9,onao_Canadian
285456,933,m,a65_69,eo_bio_Irish
172357,933,m,a5_9,onao_Canadian
249668,933,f,a5_9,eo_fo
221769,933,f,a5_9,onao_Canadian
538019,933,f,a60_64,eo_bio_English
202826,933,m,a40_44,onao_Canadian
79017,933,f,a0_4,onao_Canadian
345849,933,m,a10_14,eo_fo
632446,933,f,a0_4,eo_bio_Irish
353305,933,m,a70_74,onao_Canadian
304097,933,f,a25_29,eo_fo
817019,933,f,a20_24,eo_bio_Scottish
115722,933,f,a85_,ao_sao_ei
917903,933,m,a50_54,naao
678606,933,m,a60_64,onao_Canadian
294161,933,f,a40_44,eo_seo_Italian
28612,933,f,a10_14,eo_bio_English
223651,933,m,a15_19,eo_seo_Italian
189625,933,f,a0_4,eo_bio_English
781221,933,m,a40_44,eo_weo_Dutch
473574,933,m,a70_74,onao_Canadian
599801,933,f,a10_14,eo_bio_English
137835,933,m,a50_54,onao_Canadian
358891,933,m,a25_29,eo_bio_Irish
630018,933,m,a40_44,eo_bio_English
794596,933,m,a20_24,ao_wcameo
127786,933,f,a30_34,onao_Canadian
305098,933,m,a10_14,eo_bio_Irish
689662,933,f,a50_54,eo_fo
763502,933,m,a55_59,naao
716308,933,f,a5_9,onao_Canadian
558734,933,f,a50_54,onao_Canadian
387738,933,f,a15_19,eo_bio_Irish
864791,933,f,a60_64,eo_fo
250230,933,f,a40_44,eo_fo
67809,933,f,a55_59,onao_Canadian
420772,933,m,a45_49,onao_Canadian
52958,933,m,a10_14,eo_bio_Irish
547424,933,m,a55_59,eo_bio_Scottish
301404,933,f,a25_29,eo_fo
633886,933,f,a0_4,naao
74744,933,f,a65_69,eo_fo
597246,933,f,a25_29,onao_Canadian
217134,933,f,a80_84,onao_Canadian
