PPSORT,CMA,AGE,SEX,RACE
359002,933,f,a30_34,eo_fo
718549,933,m,a50_54,onao_Canadian
556933,933,f,a35_39,onao_Canadian
155043,933,f,a80_84,onao_Canadian
125653,933,m,a5_9,onao_Canadian
90993,933,m,a5_9,onao_Canadian
260215,933,f,a5_9,eo_eeo_Polish
373339,933,f,a55_59,eo_fo
428185,933,m,a10_14,eo_fo
878907,933,m,a30_34,eo_fo
181442,933,f,a60_64,eo_fo
623049,933,m,a55_59,onao_Canadian
175126,933,f,a55_59,eo_bio_English
829364,933,m,a15_19,onao_Canadian
85071,933,m,a50_54,eo_fo
396811,933,f,a45_49,onao_Canadian
464446,933,f,a25_29,eo_fo
682514,933,m,a0_4,onao_Canadian
557859,933,m,a20_24,onao_Canadian
802543,933,m,a45_49,onao_Canadian
342545,933,f,a5_9,eo_bio_English
430921,933,f,a30_34,eo_fo
365301,933,m,a15_19,ao_oesao
704618,933,f,a40_44,eo_fo
318740,933,f,a45_49,onao_Canadian
847778,933,f,a85_,onao_Canadian
881135,933,f,a35_39,naao
772261,933,m,a5_9,onao_Canadian
633401,933,f,a50_54,onao_Canadian
697314,933,f,a45_49,onao_Canadian
560479,933,f,a60_64,onao_Canadian
163552,933,f,a35_39,onao_Canadian
668097,933,f,a60_64,onao_Canadian
6426,933,m,a25_29,eo_fo
883785,933,f,a30_34,eo_eeo_Polish
647003,933,m,a65_69,onao_Canadian
532137,933,m,a35_39,eo_fo
334403,933,m,a55_59,onao_Canadian
807730,933,f,a5_9,onao_Canadian
587576,933,m,a35_39,eo_fo
462142,933,m,a0_4,onao_Canadian
107584,933,m,a20_24,onao_Canadian
188363,933,f,a85_,eo_fo
497112,933,m,a35_39,eo_seo_Italian
450913,933,f,a20_24,onao_Canadian
316704,933,m,a25_29,onao_Canadian
804962,933,m,a60_64,eo_weo_German
345497,933,m,a40_44,eo_fo
446368,933,f,a80_84,eo_bio_Irish
300158,933,m,a15_19,onao_Canadian
179862,933,f,a55_59,onao_Canadian
861817,933,f,a35_39,onao_Canadian
200980,933,f,a45_49,onao_Canadian
351882,933,m,a40_44,eo_seo_Italian
217532,933,f,a25_29,onao_Canadian
779142,933,m,a35_39,onao_Canadian
804686,933,m,a25_29,onao_Canadian
25756,933,f,a20_24,onao_Canadian
16355,933,f,a60_64,naao
828141,933,f,a65_69,eo_fo
734098,933,f,a30_34,eo_fo
686521,933,f,a60_64,onao_Canadian
17850,933,f,a25_29,onao_Canadian
77421,933,m,a35_39,onao_Canadian
451735,933,m,a70_74,eo_fo
884090,933,f,a75_79,onao_Canadian
390505,933,f,a15_19,eo_seo_Italian
770820,933,m,a45_49,eo_fo
214684,933,f,a15_19,ao
651560,933,m,a30_34,eo_fo
6552,933,m,a35_39,eo_fo
259467,933,f,a60_64,onao_Canadian
781175,933,f,a15_19,onao_Canadian
864385,933,m,a45_49,onao_Canadian
348030,933,m,a20_24,eo_eeo_Polish
375515,933,f,a85_,onao_Canadian
268137,933,f,a15_19,onao_Canadian
738877,933,m,a25_29,onao_Canadian
281331,933,m,a30_34,onao_Canadian
273939,933,m,a85_,onao_Canadian
350651,933,m,a80_84,onao_Canadian
626766,933,m,a65_69,onao
415317,933,m,a75_79,eo_weo_German
458720,933,m,a15_19,onao_Canadian
55259,933,m,a30_34,onao_Canadian
144928,933,f,a20_24,onao_Canadian
707828,933,m,a40_44,eo_weo_German
326350,933,m,a70_74,eo_fo
396028,933,f,a55_59,eo_oeeo
668680,933,m,a60_64,onao_Canadian
106590,933,f,a45_49,eo_fo
206492,933,m,a70_74,eo_fo
677523,933,m,a5_9,eo_fo
569424,933,f,a70_74,onao_Canadian
367698,933,m,a15_19,onao_Canadian
494422,933,m,a5_9,onao_Canadian
613604,933,m,a85_,eo_fo
348812,933,f,a50_54,ao_esao_Chinese
98345,933,m,a25_29,onao_Canadian
718342,933,m,a20_24,eo_fo
55373,933,m,a5_9,onao_Canadian
59440,933,f,a55_59,onao_Canadian
529791,933,m,a10_14,onao_Canadian
219097,933,m,a50_54,onao_Canadian
453315,933,f,a50_54,onao_Canadian
383255,933,f,a60_64,onao_Canadian
762693,933,m,a15_19,eo_seo_Italian
645007,933,m,a35_39,onao_Canadian
73275,933,f,a50_54,onao_Canadian
758873,933,m,a50_54,onao
487006,933,f,a5_9,onao_Canadian
143154,933,m,a25_29,onao_Canadian
683986,933,f,a20_24,eo_fo
476141,933,m,a40_44,eo_fo
329546,933,f,a60_64,onao
39593,933,m,a10_14,onao_Canadian
434798,933,m,a35_39,eo_fo
59728,933,f,a15_19,eo_fo
722752,933,m,a40_44,onao_Canadian
9107,933,f,a20_24,eo_fo
909635,933,m,a30_34,ao_oesao
864065,933,m,a75_79,onao_Canadian
693507,933,m,a45_49,onao_Canadian
193210,933,f,a30_34,eo_fo
850821,933,m,a70_74,onao_Canadian
929787,933,m,a40_44,eo_eeo_Polish
34352,933,f,a80_84,eo_bio_English
813527,933,m,a25_29,onao_Canadian
547175,933,f,a5_9,eo_fo
730604,933,f,a65_69,eo_fo
927663,933,m,a60_64,onao_Canadian
730857,933,f,a60_64,eo_fo
141385,933,f,a60_64,onao
365816,933,m,a10_14,onao_Canadian
355562,933,m,a30_34,eo_fo
564270,933,f,a15_19,onao_Canadian
78784,933,m,a30_34,onao_Canadian
816912,933,m,a60_64,naao
631286,933,m,a20_24,ao
449056,933,m,a0_4,onao_Canadian
201812,933,f,a30_34,eo_fo
35716,933,m,a50_54,onao_Canadian
512756,933,m,a30_34,eo_fo
52279,933,f,a45_49,eo_bio_English
373080,933,f,a80_84,eo_fo
319440,933,m,a45_49,eo_oeeo
465469,933,f,a85_,ao
469083,933,f,a20_24,eo_fo
221809,933,f,a40_44,onao_Canadian
735412,933,m,a65_69,onao_Canadian
145965,933,f,a50_54,onao_Canadian
306442,933,f,a45_49,onao_Canadian
882740,933,m,a5_9,onao_Canadian
487914,933,m,a60_64,eo_seo_Italian
181631,933,f,a35_39,onao_Canadian
311990,933,m,a30_34,eo_fo
580474,933,f,a80_84,eo_eeo_Polish
738107,933,m,a30_34,onao_Canadian
652015,933,m,a30_34,onao_Canadian
515615,933,f,a35_39,onao_Canadian
