PPSORT,CMA,AGE,SEX,RACE
359002,933,m,a10_14,ao_oesao
718549,933,m,a30_34,eo_bio_Scottish
556933,933,f,a30_34,ao_esao_Chinese
155043,933,m,a55_59,ao_wcameo
125653,933,m,a45_49,onao_Canadian
90993,933,m,a55_59,ao_esao_Chinese
260215,933,m,a50_54,onao_Canadian
373339,933,f,a15_19,onao_Canadian
428185,933,f,a60_64,onao_Canadian
878907,933,f,a10_14,onao_Canadian
181442,933,f,a30_34,ao_esao_Chinese
623049,933,f,a5_9,eo_bio_English
175126,933,f,a35_39,eo_fo
829364,933,f,a35_39,ao_esao_Chinese
85071,933,m,a0_4,eo_bio_English
396811,933,m,a20_24,ao_wcameo
464446,933,f,a10_14,ao_sao_ei
682514,933,f,a20_24,eo_weo_German
557859,933,m,a35_39,eo_fo
802543,933,m,a30_34,eo_bio_English
342545,933,m,a70_74,eo_weo_German
430921,933,m,a35_39,eo_neo
365301,933,m,a85_,ao_sao_ei
704618,933,m,a55_59,onao_Canadian
318740,933,f,a60_64,oo
847778,933,m,a5_9,onao_Canadian
881135,933,m,a40_44,onao_Canadian
772261,933,f,a40_44,eo_bio_Scottish
633401,933,m,a70_74,eo_fo
697314,933,m,a20_24,eo_seo_Spanish
560479,933,f,a20_24,ao
163552,933,m,a40_44,eo_seo_Spanish
668097,933,f,a45_49,onao_Canadian
6426,933,m,a45_49,ao_wcameo
883785,933,f,a0_4,eo_bio_Scottish
647003,933,m,a10_14,ao
532137,933,m,a30_34,eo_bio_Irish
334403,933,f,a0_4,eo_weo_German
807730,933,f,a10_14,ao_wcameo
587576,933,m,a60_64,onao_Canadian
462142,933,m,a35_39,ao_esao_Chinese
107584,933,f,a30_34,ao_wcameo
188363,933,f,a30_34,eo_bio_English
497112,933,f,a15_19,eo_bio_English
450913,933,m,a50_54,onao_Canadian
316704,933,f,a25_29,eo_bio_English
804962,933,m,a60_64,ao_oesao
345497,933,f,a50_54,eo_weo_German
446368,933,f,a40_44,eo_bio_Irish
300158,933,f,a35_39,ao_esao_Chinese
179862,933,f,a55_59,ao_esao_Chinese
861817,933,m,a45_49,eo_weo_Dutch
200980,933,m,a20_24,ao_esao_Chinese
351882,933,f,a50_54,ao_oesao
217532,933,m,a65_69,eo_fo
779142,933,f,a55_59,onao
804686,933,f,a40_44,ao_oesao
25756,933,f,a10_14,ao_wcameo
16355,933,m,a25_29,eo_bio_Irish
828141,933,m,a10_14,eo_bio_Scottish
734098,933,f,a65_69,ao_esao_Chinese
686521,933,m,a40_44,onao
17850,933,f,a55_59,eo_bio_Irish
77421,933,f,a40_44,onao_Canadian
451735,933,m,a30_34,eo_bio_Scottish
