SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0233115,5,3,59301,3,20_29,m,not.hisp.latino,white,113
2018HU0589394,5,4,59303,3,0_9,m,not.hisp.latino,white,93
2018HU0870964,5,1,59305,3,60_69,m,not.hisp.latino,white,19
2018HU0944832,5,4,59302,3,10_19,m,hisp.latino,white,73
2018HU0109111,5,1,59305,3,40_49,f,not.hisp.latino,black.aa,67
2018HU1295938,5,5,59304,3,10_19,m,not.hisp.latino,white,29
2018HU1200161,5,1,59302,3,50_59,m,not.hisp.latino,white,98
2018HU0935560,5,4,59305,3,50_59,m,not.hisp.latino,white,66
2018HU0269701,5,1,59303,3,60_69,m,not.hisp.latino,white,65
2018HU1001310,5,1,59301,3,30_39,f,not.hisp.latino,white,42
2018HU0406160,5,5,59304,3,10_19,f,not.hisp.latino,white,49
2018HU1209512,5,2,59302,3,50_59,f,not.hisp.latino,white,14
2018HU0390109,5,2,59304,3,40_49,f,not.hisp.latino,white,158
2018HU0513627,5,5,59308,3,0_9,f,not.hisp.latino,white,101
2018HU0604408,5,3,59302,3,30_39,m,not.hisp.latino,white,15
2018HU0201372,5,1,59308,3,50_59,m,not.hisp.latino,white,39
2018HU0838167,5,1,59307,3,60_69,m,not.hisp.latino,white,104
2018HU1111115,5,2,59303,3,30_39,m,not.hisp.latino,white,28
2018HU0860481,5,2,59302,3,70_79,f,not.hisp.latino,white,100
2018HU0997873,5,1,59302,3,70_79,m,hisp.latino,white,104
2018HU0961192,5,1,59303,3,50_59,f,not.hisp.latino,white,16
2018HU0911122,5,1,59305,3,30_39,f,not.hisp.latino,white,63
2018HU0524330,5,2,59307,3,40_49,f,not.hisp.latino,white,55
2018HU1019629,5,1,59306,3,50_59,m,not.hisp.latino,white,54
2018HU0270439,5,2,59302,3,40_49,m,not.hisp.latino,white,221
2018HU0065577,5,1,59309,3,70_79,m,not.hisp.latino,white,59
2018HU1060415,5,2,59302,3,10_19,m,not.hisp.latino,white,21
2018HU1059892,5,4,59308,3,0_9,m,not.hisp.latino,white,43
2018GQ0051978,5,1,59303,3,10_19,f,not.hisp.latino,white,4
2018HU0002401,5,3,59308,3,10_19,f,not.hisp.latino,white,9
2018HU0142867,5,1,59308,3,60_69,m,not.hisp.latino,white,78
2018HU0407741,5,2,59303,3,50_59,f,not.hisp.latino,white,54
2018HU0350596,5,5,59303,3,10_19,m,not.hisp.latino,white,66
2018HU0676408,5,2,59309,3,60_69,m,not.hisp.latino,white,105
2018HU0700683,5,2,59306,3,0_9,m,not.hisp.latino,white,21
2018HU0039434,5,3,59308,3,30_39,f,not.hisp.latino,white,48
2018HU0027344,5,1,59302,3,20_29,f,not.hisp.latino,white,101
2018HU0094915,5,1,59307,3,60_69,m,not.hisp.latino,white,60
2018HU0226473,5,3,59302,3,10_19,f,not.hisp.latino,white,60
2018HU0003375,5,1,59307,3,40_49,f,not.hisp.latino,white,70
2018HU0972947,5,1,59303,3,20_29,f,not.hisp.latino,white,45
2018HU0762802,5,2,59308,3,70_79,m,not.hisp.latino,white,124
2018HU0792349,5,1,59309,3,50_59,f,not.hisp.latino,white,156
2018HU0544009,5,3,59305,3,10_19,m,not.hisp.latino,white,80
2018HU0076564,5,1,59302,3,50_59,f,not.hisp.latino,white,52
2018HU1297260,5,4,59308,3,10_19,m,not.hisp.latino,white,69
2018HU0714908,5,2,59309,3,30_39,m,not.hisp.latino,white,56
2018HU0162047,5,1,59305,3,40_49,f,not.hisp.latino,white,15
2018HU0892503,5,1,59302,3,30_39,m,not.hisp.latino,white,148
2018HU1392733,5,1,59307,3,30_39,f,not.hisp.latino,white,95
