SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0267070,5,4,59302,3,30_39,f,not.hisp.latino,white,162
2018HU0908745,5,1,59301,3,70_79,m,hisp.latino,white,68
2018HU0962689,5,2,59303,3,30_39,f,not.hisp.latino,white,76
2018HU0988145,5,3,59306,3,0_9,f,not.hisp.latino,white,116
2018HU1120352,5,1,59305,3,50_59,f,not.hisp.latino,white,30
2018HU0257653,5,1,59308,3,40_49,m,not.hisp.latino,white,103
2018HU0177090,5,1,59302,3,30_39,m,not.hisp.latino,asian,110
2018HU1125547,5,2,59309,3,20_29,m,hisp.latino,white,119
2018HU0968314,5,1,59305,3,20_29,m,not.hisp.latino,white,221
2018HU0049074,5,1,59303,3,50_59,m,not.hisp.latino,asian,16
2018HU1120541,5,1,59302,3,40_49,f,not.hisp.latino,asian,63
2018HU0334476,5,3,59305,3,30_39,m,not.hisp.latino,white,17
2018HU0637052,5,2,59303,3,50_59,m,not.hisp.latino,white,10
2018HU0917166,5,2,59308,3,20_29,f,not.hisp.latino,white,106
2018HU1038777,5,2,59302,3,30_39,f,hisp.latino,white,72
2018GQ0107003,5,1,59303,3,20_29,m,hisp.latino,white,155
2018HU0513936,5,1,59303,3,70_79,f,not.hisp.latino,white,16
2018HU0469614,5,2,59302,3,50_59,f,not.hisp.latino,white,47
2018HU0557016,5,1,59301,3,20_29,f,hisp.latino,two.,37
2018HU0920705,5,1,59307,3,50_59,m,not.hisp.latino,white,68
2018HU0115047,5,5,59308,3,0_9,f,not.hisp.latino,white,93
2018HU0546916,5,4,59301,3,0_9,m,not.hisp.latino,white,10
2018HU1017133,5,2,59307,3,60_69,f,not.hisp.latino,asian,136
2018HU0420888,5,3,59302,3,10_19,f,hisp.latino,white,620
2018HU0648932,5,2,59302,3,60_69,f,not.hisp.latino,white,64
2018HU1129257,5,2,59305,3,70_79,m,not.hisp.latino,white,109
2018HU0811818,5,2,59307,3,30_39,m,not.hisp.latino,asian,114
2018HU0506904,5,2,59308,3,30_39,f,not.hisp.latino,white,38
2018HU0919660,5,1,59302,3,60_69,f,not.hisp.latino,white,76
2018HU0379858,5,1,59307,3,40_49,f,not.hisp.latino,white,111
2018HU0775042,5,2,59308,3,40_49,f,not.hisp.latino,white,99
2018HU0216131,5,2,59306,3,70_79,m,not.hisp.latino,white,36
2018HU0882865,5,7,59306,3,10_19,m,not.hisp.latino,asian,108
2018HU0316509,5,1,59306,3,30_39,m,not.hisp.latino,white,184
2018HU0179323,5,3,59302,3,0_9,m,not.hisp.latino,white,77
2018HU0378216,5,3,59307,3,0_9,f,not.hisp.latino,asian,63
2018HU1200033,5,1,59303,3,50_59,f,not.hisp.latino,white,84
2018HU0154688,5,2,59302,3,0_9,m,hisp.latino,white,360
2018HU0275133,5,1,59308,3,40_49,m,not.hisp.latino,white,22
2018HU1246479,5,1,59302,3,70_79,m,not.hisp.latino,white,103
2018HU1037892,5,1,59304,3,50_59,f,not.hisp.latino,white,39
2018HU0650296,5,4,59302,3,40_49,m,not.hisp.latino,asian,124
2018HU0042398,5,4,59305,3,0_9,f,not.hisp.latino,asian,142
2018HU0069523,5,2,59303,3,30_39,f,not.hisp.latino,white,24
2018HU0125778,5,4,59302,3,20_29,f,not.hisp.latino,white,162
2018HU0230836,5,1,59304,3,60_69,m,not.hisp.latino,black.aa,380
2018HU0891115,5,2,59307,3,80_89,f,not.hisp.latino,white,17
2018HU0591575,5,3,59302,3,10_19,f,hisp.latino,white,13
2018HU0754097,5,1,59307,3,80_89,m,not.hisp.latino,white,80
2018HU0329231,5,1,59301,3,60_69,m,not.hisp.latino,white,167
2018HU0750872,5,3,59307,3,30_39,f,hisp.latino,white,69
2018HU1142639,5,2,59307,3,60_69,f,not.hisp.latino,white,55
2018HU1178518,5,1,59307,3,40_49,m,not.hisp.latino,white,76
2018GQ0077448,5,1,59303,3,20_29,m,not.hisp.latino,white,164
2018HU0215899,5,3,59307,3,0_9,m,not.hisp.latino,white,58
2018HU1097592,5,1,59307,3,40_49,m,not.hisp.latino,white,64
2018HU0820901,5,2,59304,3,70_79,f,not.hisp.latino,white,93
2018HU1239420,5,1,59306,3,60_69,m,not.hisp.latino,white,56
2018HU0866740,5,2,59303,3,40_49,m,not.hisp.latino,white,20
2018HU0098299,5,1,59304,3,60_69,f,not.hisp.latino,white,52
2018HU1355305,5,2,59302,3,30_39,m,not.hisp.latino,white,23
2018HU0267981,5,1,59307,3,20_29,f,hisp.latino,white,26
2018HU0660409,5,1,59307,3,30_39,f,hisp.latino,white,136
2018HU1224357,5,2,59306,3,60_69,f,not.hisp.latino,white,98
2018HU0433375,5,1,59303,3,40_49,f,not.hisp.latino,white,21
2018HU0210165,5,2,59305,3,10_19,m,not.hisp.latino,white,175
2018HU0055252,5,1,59305,3,60_69,m,not.hisp.latino,white,62
2018HU0573026,5,3,59306,3,60_69,f,hisp.latino,white,8
2018HU0883113,5,1,59308,3,60_69,f,not.hisp.latino,white,40
2018HU0880254,5,2,59304,3,40_49,m,not.hisp.latino,white,241
2018HU0290641,5,5,59307,3,10_19,m,hisp.latino,other,66
2018HU0312766,5,2,59306,3,20_29,f,not.hisp.latino,white,20
2018HU0076564,5,2,59302,3,50_59,m,not.hisp.latino,white,70
2018HU0648755,5,2,59309,3,60_69,f,not.hisp.latino,asian,71
2018HU0074475,5,1,59308,3,50_59,f,not.hisp.latino,white,52
2018HU0131006,5,4,59309,3,10_19,m,hisp.latino,white,60
2018HU1192888,5,1,59304,3,50_59,f,not.hisp.latino,white,14
2018HU1118799,5,1,59307,3,30_39,f,not.hisp.latino,white,91
2018HU0188291,5,3,59303,3,10_19,f,not.hisp.latino,white,65
2018HU1363985,5,1,59308,3,70_79,f,not.hisp.latino,white,125
2018HU1098550,5,4,59307,3,30_39,m,not.hisp.latino,white,71
2018HU0377243,5,1,59309,3,50_59,f,not.hisp.latino,white,144
2018HU0320374,5,2,59303,3,50_59,m,not.hisp.latino,white,57
2018HU0152285,5,3,59305,3,60_69,m,not.hisp.latino,white,56
2018HU0109565,5,3,59307,3,0_9,m,not.hisp.latino,two.,99
2018HU0865283,5,1,59306,3,60_69,f,not.hisp.latino,white,54
2018HU0620635,5,1,59307,3,20_29,m,not.hisp.latino,white,28
2018HU0838198,5,2,59302,3,40_49,f,not.hisp.latino,white,307
2018HU1150616,5,1,59301,3,50_59,m,not.hisp.latino,white,118
2018HU1062679,5,4,59302,3,10_19,f,hisp.latino,white,52
2018HU1293586,5,2,59306,3,30_39,m,not.hisp.latino,asian,139
