SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU1106058,5,2,59307,3,60_69,f,not.hisp.latino,white,164
2018HU0945760,5,2,59305,3,60_69,m,not.hisp.latino,white,54
2018GQ0131867,5,1,59308,3,40_49,m,not.hisp.latino,white,15
2018HU0446563,5,2,59308,3,40_49,f,not.hisp.latino,white,42
2018HU1212382,5,1,59301,3,20_29,m,not.hisp.latino,black.aa,312
2018HU0279285,5,1,59302,3,60_69,f,not.hisp.latino,black.aa,99
2018HU1232040,5,3,59306,3,20_29,f,hisp.latino,white,72
2018HU0111119,5,3,59306,3,50_59,f,not.hisp.latino,white,15
2018HU0249632,5,2,59301,3,40_49,f,not.hisp.latino,asian,100
2018HU0638403,5,2,59308,3,50_59,f,not.hisp.latino,white,20
2018HU0209418,5,3,59301,3,0_9,m,not.hisp.latino,black.aa,91
2018HU0989760,5,3,59307,3,40_49,f,hisp.latino,other,109
2018HU0716361,5,1,59307,3,60_69,m,not.hisp.latino,white,60
2018HU0360156,5,1,59307,3,80_89,f,not.hisp.latino,asian,105
2018HU0191899,5,3,59308,3,10_19,m,not.hisp.latino,white,18
2018HU1047775,5,5,59303,3,10_19,f,hisp.latino,white,127
2018HU1343650,5,2,59303,3,30_39,m,not.hisp.latino,white,64
2018HU1184128,5,3,59307,3,30_39,m,not.hisp.latino,black.aa,95
2018GQ0044564,5,1,59303,3,10_19,m,hisp.latino,other,93
2018HU1102790,5,3,59303,3,10_19,f,not.hisp.latino,other,55
2018HU1069749,5,3,59307,3,0_9,m,not.hisp.latino,other,25
2018HU0257850,5,3,59307,3,10_19,f,not.hisp.latino,asian,79
2018HU0727415,5,2,59307,3,60_69,m,not.hisp.latino,white,107
2018HU0537109,5,1,59306,3,70_79,f,hisp.latino,other,20
2018HU0816668,5,4,59304,3,10_19,m,not.hisp.latino,asian,65
2018HU0010205,5,3,59305,3,10_19,f,not.hisp.latino,white,46
2018HU0318764,5,2,59304,3,60_69,f,not.hisp.latino,white,32
2018HU1005229,5,1,59304,3,40_49,m,not.hisp.latino,white,42
2018HU0167249,5,3,59303,3,40_49,f,not.hisp.latino,asian,30
2018HU0837764,5,1,59303,3,40_49,f,hisp.latino,other,16
2018HU0221591,5,2,59309,3,50_59,f,not.hisp.latino,black.aa,23
2018HU1173098,5,4,59306,3,10_19,m,not.hisp.latino,two.,80
2018HU1037114,5,4,59302,3,0_9,f,not.hisp.latino,black.aa,61
2018HU0750872,5,3,59307,3,30_39,f,hisp.latino,white,69
2018HU0249978,5,1,59302,3,40_49,m,not.hisp.latino,black.aa,144
2018GQ0044564,5,1,59303,3,10_19,m,hisp.latino,other,93
2018HU1084091,5,2,59308,3,30_39,f,not.hisp.latino,asian,76
2018HU0887557,5,4,59307,3,10_19,f,not.hisp.latino,white,60
2018HU0400155,5,3,59309,3,10_19,m,not.hisp.latino,asian,476
2018HU0582293,5,2,59306,3,0_9,m,not.hisp.latino,black.aa,493
2018HU0013484,5,3,59303,3,40_49,m,hisp.latino,white,99
2018HU0422605,5,1,59306,3,60_69,m,not.hisp.latino,white,18
2018HU0013484,5,1,59303,3,70_79,f,hisp.latino,white,34
2018HU1034084,5,2,59304,3,50_59,f,not.hisp.latino,white,102
2018HU0528804,5,4,59306,3,80_89,f,hisp.latino,white,562
2018HU0317519,5,1,59304,3,30_39,f,not.hisp.latino,two.,71
2018HU0839202,5,2,59304,3,50_59,f,not.hisp.latino,white,81
2018GQ0114808,5,1,59303,3,10_19,m,hisp.latino,other,33
2018HU0215921,5,2,59308,3,30_39,f,not.hisp.latino,white,143
2018HU0968719,5,2,59307,3,50_59,m,not.hisp.latino,black.aa,80
2018HU1325165,5,3,59302,3,20_29,m,not.hisp.latino,black.aa,182
2018HU0365999,5,1,59306,3,30_39,f,not.hisp.latino,black.aa,91
2018HU0305627,5,5,59306,3,10_19,m,not.hisp.latino,black.aa,142
2018HU0311237,5,3,59309,3,20_29,f,hisp.latino,asian,32
2018HU0358643,5,1,59303,3,30_39,m,not.hisp.latino,black.aa,30
2018HU0421554,5,2,59301,3,40_49,f,not.hisp.latino,white,47
2018GQ0057079,5,1,59303,3,20_29,f,not.hisp.latino,white,4
2018HU0582293,5,2,59306,3,0_9,m,not.hisp.latino,black.aa,493
2018HU0283512,5,2,59303,3,60_69,f,not.hisp.latino,asian,71
2018HU0102470,5,3,59304,3,20_29,f,hisp.latino,white,75
2018HU0247863,5,2,59302,3,10_19,m,not.hisp.latino,black.aa,18
2018HU1073361,5,2,59303,3,50_59,m,hisp.latino,white,84
2018HU1206635,5,2,59301,3,20_29,m,hisp.latino,two.,55
2018HU0851979,5,1,59307,3,40_49,m,hisp.latino,white,110
2018HU0192347,5,4,59301,3,30_39,m,not.hisp.latino,black.aa,357
2018HU0219825,5,2,59301,3,10_19,f,not.hisp.latino,black.aa,176
2018HU0167362,5,1,59306,3,30_39,m,hisp.latino,other,88
2018HU1391328,5,2,59303,3,30_39,f,not.hisp.latino,white,20
2018HU0222554,5,6,59301,3,0_9,f,not.hisp.latino,two.,91
2018HU1215805,5,1,59307,3,40_49,m,hisp.latino,other,307
2018HU0750872,5,2,59307,3,30_39,m,hisp.latino,white,105
2018HU1243545,5,3,59307,3,0_9,m,not.hisp.latino,asian,72
2018HU0631367,5,2,59303,3,60_69,m,not.hisp.latino,black.aa,79
2018HU0951222,5,3,59307,3,0_9,f,not.hisp.latino,white,46
2018HU0608987,5,1,59305,3,50_59,m,not.hisp.latino,white,54
2018HU0144252,5,4,59304,3,10_19,f,not.hisp.latino,black.aa,73
2018HU0437828,5,3,59302,3,0_9,f,not.hisp.latino,black.aa,77
2018HU0047271,5,3,59301,3,10_19,f,hisp.latino,other,464
2018HU1300386,5,1,59302,3,60_69,f,not.hisp.latino,white,46
2018HU0329517,5,3,59302,3,20_29,f,not.hisp.latino,white,149
2018HU0878649,5,3,59303,3,30_39,m,not.hisp.latino,black.aa,25
2018HU0971347,5,1,59308,3,30_39,m,not.hisp.latino,other,87
2018HU0690637,5,6,59309,3,0_9,f,not.hisp.latino,white,116
2018HU0824307,5,1,59302,3,30_39,f,not.hisp.latino,black.aa,406
2018HU0292562,5,3,59309,3,30_39,f,not.hisp.latino,black.aa,126
2018HU0648882,5,1,59302,3,40_49,m,not.hisp.latino,white,25
2018HU0375093,5,3,59307,3,0_9,f,not.hisp.latino,white,90
