SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU1192683,5,4,59302,3,0_9,f,hisp.latino,white,173
2018HU0258731,5,3,59303,3,40_49,m,hisp.latino,white,223
2018HU1085325,5,2,59307,3,50_59,m,not.hisp.latino,white,63
2018HU0066366,5,2,59309,3,70_79,f,not.hisp.latino,asian,34
2018HU0427030,5,1,59303,3,40_49,m,hisp.latino,white,77
2018HU0253786,5,2,59307,3,30_39,m,not.hisp.latino,white,56
2018HU0134838,5,1,59307,3,40_49,m,hisp.latino,other,33
2018HU0233446,5,1,59302,3,60_69,f,not.hisp.latino,black.aa,252
2018HU0870322,5,1,59307,3,70_79,m,hisp.latino,other,136
2018HU0215921,5,6,59308,3,0_9,m,not.hisp.latino,white,143
2018HU0531717,5,3,59307,3,10_19,f,hisp.latino,other,117
2018HU1054916,5,2,59304,3,60_69,m,not.hisp.latino,white,180
2018HU0113282,5,4,59303,3,20_29,m,not.hisp.latino,black.aa,404
2018HU0526506,5,1,59309,3,40_49,f,hisp.latino,white,181
2018HU0181521,5,3,59302,3,10_19,m,not.hisp.latino,white,19
2018HU1213800,5,1,59306,3,40_49,f,hisp.latino,other,32
2018HU1175248,5,1,59305,3,20_29,m,not.hisp.latino,white,256
2018HU1077347,5,4,59307,3,10_19,m,not.hisp.latino,white,146
2018HU0565908,5,2,59303,3,60_69,m,not.hisp.latino,white,41
2018HU1270800,5,1,59304,3,50_59,m,not.hisp.latino,white,73
2018HU1237652,5,1,59307,3,60_69,f,hisp.latino,white,35
2018HU0626970,5,2,59301,3,40_49,f,not.hisp.latino,asian,60
2018HU0265847,5,1,59305,3,30_39,m,not.hisp.latino,white,179
2018HU1173098,5,4,59306,3,10_19,m,not.hisp.latino,two.,80
2018HU0589450,5,2,59305,3,50_59,f,not.hisp.latino,asian,112
2018HU1392957,5,3,59301,3,0_9,m,not.hisp.latino,black.aa,211
2018HU0167362,5,2,59306,3,30_39,f,hisp.latino,other,79
2018HU0507343,5,5,59306,3,20_29,m,not.hisp.latino,black.aa,152
2018HU1012243,5,2,59309,3,50_59,f,not.hisp.latino,white,93
2018HU0400155,5,3,59309,3,10_19,m,not.hisp.latino,asian,476
2018HU0381717,5,3,59301,3,20_29,f,not.hisp.latino,asian,221
2018HU0708512,5,1,59308,3,30_39,f,not.hisp.latino,black.aa,141
2018HU0820957,5,6,59305,3,10_19,m,hisp.latino,white,47
2018HU0944832,5,1,59302,3,40_49,f,hisp.latino,white,58
2018HU0785914,5,2,59303,3,30_39,f,not.hisp.latino,asian,16
2018HU0160891,5,2,59309,3,40_49,m,not.hisp.latino,black.aa,52
