SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0747741,5,2,59303,3,10_19,f,not.hisp.latino,white,64
2018HU1341523,5,1,59308,3,30_39,m,not.hisp.latino,asian,12
2018HU0144293,5,5,59301,3,30_39,f,hisp.latino,other,202
2018HU0054079,5,2,59301,3,70_79,f,not.hisp.latino,white,16
2018HU0854414,5,1,59302,3,30_39,f,not.hisp.latino,white,22
2018HU1198885,5,1,59307,3,60_69,m,not.hisp.latino,white,107
2018HU0381783,5,1,59309,3,50_59,f,not.hisp.latino,white,79
2018HU0580467,5,1,59308,3,50_59,m,not.hisp.latino,white,64
2018HU0840878,5,3,59302,3,0_9,f,not.hisp.latino,asian,22
2018HU0662277,5,4,59302,3,40_49,m,hisp.latino,other,112
2018HU0024653,5,1,59309,3,30_39,f,not.hisp.latino,two.,361
2018HU0835624,5,3,59308,3,20_29,f,not.hisp.latino,asian,169
2018HU0581267,5,1,59305,3,30_39,m,not.hisp.latino,asian,248
2018HU0452080,5,1,59306,3,60_69,m,not.hisp.latino,asian,104
2018HU0434485,5,3,59306,3,10_19,m,hisp.latino,white,467
2018GQ0150062,5,1,59308,3,10_19,f,not.hisp.latino,black.aa,8
2018HU0639795,5,2,59307,3,0_9,m,not.hisp.latino,white,64
2018HU1162580,5,1,59301,3,60_69,m,not.hisp.latino,white,110
2018HU0173955,5,1,59306,3,70_79,f,not.hisp.latino,white,65
2018HU0955203,5,4,59302,3,60_69,m,not.hisp.latino,white,98
2018HU1139878,5,1,59301,3,50_59,f,not.hisp.latino,white,7
2018HU0710496,5,2,59301,3,20_29,m,hisp.latino,other,37
2018HU0095431,5,1,59303,3,70_79,m,not.hisp.latino,white,115
2018HU0244027,5,3,59303,3,30_39,m,not.hisp.latino,other,171
2018HU1127344,5,2,59301,3,40_49,m,not.hisp.latino,white,17
2018HU1073361,5,4,59303,3,10_19,f,hisp.latino,white,56
2018HU0325877,5,2,59303,3,10_19,m,not.hisp.latino,asian,48
2018HU0606536,5,1,59307,3,20_29,m,hisp.latino,other,282
2018HU1205576,5,4,59303,3,30_39,m,hisp.latino,white,22
2018HU0886543,5,2,59306,3,40_49,f,not.hisp.latino,white,96
2018HU1213136,5,1,59303,3,70_79,m,not.hisp.latino,white,103
2018HU0082549,5,3,59308,3,10_19,f,not.hisp.latino,white,61
2018HU0847549,5,1,59308,3,50_59,f,not.hisp.latino,white,56
2018HU1283669,5,8,59302,3,40_49,f,hisp.latino,other,88
