"PPSORT","CMA","AGE","SEX","RACE","KOL","WORKLANG","MARST","DWEL","MOBL"
260215,933,"a5_9","m","naao","official_lang","work.no.official_lang","no.married","other.attached","non.movers"
179862,933,"a45_49","f","ao_esao_Chinese","official_lang","work.no.official_lang","living.common.law","apartment","non.movers"
351882,933,"a35_39","f","ao_esao_Chinese","official_lang","work.no.official_lang","married","apartment","non.movers"
781175,933,"a25_29","f","ao_esao_Chinese","official_lang","work.official_lang","living.common.law","apartment","nonmigrants.movers"
494422,933,"a30_34","f","ao_esao_Chinese","official_lang","work.official_lang","married","apartment","non.movers"
55373,933,"a35_39","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","married","apartment","non.movers"
219097,933,"a75_79","f","ao_esao_Chinese","no.official_lang","work.no.official_lang","no.married","apartment","non.movers"
477686,933,"a25_29","m","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","other.attached","other.movers"
239988,933,"a25_29","f","ao_esao_Chinese","official_lang","work.official_lang","living.common.law","other.attached","non.movers"
113594,933,"a0_4","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","no.married","apartment","other.movers"
21164,933,"a25_29","m","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","apartment","external.movers"
305575,933,"a65_69","f","ao_esao_Chinese","official_lang","work.no.official_lang","married","apartment","non.movers"
28899,933,"a50_54","f","ao_esao_Chinese","official_lang","work.official_lang","separated","other.attached","non.movers"
501637,933,"a30_34","f","ao_esao_Chinese","official_lang","work.official_lang","married","other.attached","nonmigrants.movers"
675704,933,"a40_44","m","ao_esao_Chinese","official_lang","work.no.official_lang","married","other.attached","nonmigrants.movers"
194553,933,"a55_59","m","ao_esao_Chinese","official_lang","work.official_lang","married","apartment","non.movers"
159198,933,"a20_24","f","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","apartment","non.movers"
391556,933,"a55_59","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","married","apartment","non.movers"
307179,933,"a65_69","f","ao_esao_Chinese","official_lang","work.no.official_lang","divorced","apartment","non.movers"
231399,933,"a65_69","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","married","apartment","non.movers"
833441,933,"a60_64","m","ao_esao_Chinese","official_lang","work.official_lang","married","apartment","non.movers"
541781,933,"a55_59","f","ao_esao_Chinese","official_lang","work.no.official_lang","married","other.attached","nonmigrants.movers"
794535,933,"a30_34","f","ao_oesao","official_lang","work.official_lang","married","apartment","non.movers"
745343,933,"a25_29","m","ao_esao_Chinese","official_lang","work.official_lang","no.married","other.attached","non.movers"
366661,933,"a65_69","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","married","other.attached","non.movers"
391629,933,"a25_29","m","ao_esao_Chinese","official_lang","work.official_lang","no.married","other.attached","non.movers"
466268,933,"a25_29","f","ao_esao_Chinese","official_lang","work.no.official_lang","married","apartment","other.movers"
258686,933,"a60_64","f","ao_oesao","no.official_lang","work.no.official_lang","married","apartment","non.movers"
413009,933,"a30_34","m","ao_esao_Chinese","official_lang","work.official_lang","married","other.attached","non.movers"
403502,933,"a45_49","f","ao_wcameo","official_lang","work.official_lang","no.married","other.attached","nonmigrants.movers"
445984,933,"a35_39","m","ao_esao_Chinese","official_lang","work.no.official_lang","married","apartment","other.movers"
403117,933,"a35_39","f","ao_esao_Chinese","official_lang","work.no.official_lang","married","apartment","non.movers"
406147,933,"a35_39","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","no.married","apartment","nonmigrants.movers"
802545,933,"a40_44","f","ao_oesao","no.official_lang","work.no.official_lang","married","other.attached","non.movers"
34248,933,"a55_59","m","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","other.attached","non.movers"
448321,933,"a35_39","f","ao_esao_Chinese","official_lang","work.official_lang","married","other.attached","non.movers"
751257,933,"a25_29","f","ao_esao_Chinese","official_lang","work.no.official_lang","married","apartment","nonmigrants.movers"
158068,933,"a20_24","f","ao_esao_Chinese","official_lang","work.official_lang","living.common.law","other.attached","non.movers"
490429,933,"a20_24","f","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","other.attached","non.movers"
604194,933,"a30_34","f","ao_esao_Chinese","official_lang","work.official_lang","married","apartment","non.movers"
531116,933,"a55_59","m","ao_esao_Chinese","no.official_lang","work.no.official_lang","married","other.attached","non.movers"
368582,933,"a55_59","f","ao_esao_Chinese","no.official_lang","work.no.official_lang","married","other.attached","non.movers"
828871,933,"a20_24","m","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","other.attached","non.movers"
396431,933,"a20_24","f","ao_esao_Chinese","official_lang","work.no.official_lang","no.married","apartment","non.movers"
