SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,EMP,MOB,INC,CIT,MAR,SCH,DIS,WRK,INS,RACE
2018GQ0010588,5,1,51044,3,10_19,f,civilian.employed,same.house,i.50000.64999,us.born,never,public,without.disability,local,with.insurance,other
2018GQ0031918,5,1,51225,3,10_19,m,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,asian
2018GQ0036596,5,1,51135,3,30_39,m,civilian.employed,same.house,i.0.9999,naturalization,never,no.schooling,without.disability,private.profit,without.insurance,black
2018GQ0040678,5,1,51125,3,50_59,m,not.in.labor.force,same.house,i.50000.64999,us.born,never,no.schooling,without.disability,not.working,with.insurance,white
2018GQ0059632,5,1,55002,3,0_9,f,civilian.employed,same.house,i.75000.99999,us.born,never,no.schooling,without.disability,federal,with.insurance,white
2018GQ0072982,5,1,51215,3,60_69,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,not.working,with.insurance,white
2018GQ0075016,5,1,51125,3,30_39,f,not.in.labor.force,same.house,i.25000.34999,naturalization,never,public,without.disability,not.working,with.insurance,white
2018GQ0081037,5,1,51045,3,0_9,f,not.in.labor.force,same.house,i.0.9999,naturalization,never,no.schooling,without.disability,federal,with.insurance,asian
2018GQ0081408,5,1,51020,3,10_19,m,not.in.labor.force,same.house,i.35000.49999,not.citizen,never,no.schooling,without.disability,private.profit,without.insurance,white
2018GQ0087332,5,1,4103,3,50_59,m,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,federal,with.insurance,white
2018GQ0101563,5,1,51044,3,50_59,m,not.in.labor.force,same.house,i.25000.34999,naturalization,never,no.schooling,without.disability,private.profit,with.insurance,white
2018GQ0105375,5,1,51045,3,40_49,f,not.in.labor.force,same.house,i.0.9999,not.citizen,married,private,without.disability,not.working,with.insurance,white
2018GQ0110853,5,1,51110,3,30_39,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
