PPSORT,CMA,AGE,SEX,RACE
521065,933,a55_59,f,eo_bio_English
368350,933,a60_64,f,eo_oeeo
41185,933,a15_19,m,ao_wcameo
699980,933,a15_19,f,ao_oesao
474268,933,a50_54,f,eo_bio_Irish
180794,933,a65_69,f,eo_weo_Dutch
267352,933,a45_49,m,ao_oesao
738069,933,a5_9,f,ao_sao_ei
476696,933,a25_29,f,ao_oesao
792133,933,a0_4,m,eo_eeo_Polish
219974,933,a0_4,m,ao_esao_Chinese
488835,933,a55_59,f,ao_esao_Chinese
14568,933,a85_,m,eo_eeo_Polish
127186,933,a60_64,m,eo_bio_English
649543,933,a0_4,m,ao_esao_Chinese
464218,933,a50_54,m,ao_esao_Chinese
333253,933,a35_39,m,eo_neo
734229,933,a30_34,m,eo_weo_Dutch
658436,933,a70_74,m,ao_sao_ei
546790,933,a30_34,m,ao
255576,933,a20_24,f,onao_Canadian
844286,933,a0_4,m,ao_sao_ei
688448,933,a70_74,f,ao_osao
881231,933,a45_49,f,ao_osao
380234,933,a35_39,m,ao_esao_Chinese
175177,933,a55_59,f,eo_bio_Scottish
791292,933,a25_29,m,eo_fo
483671,933,a15_19,f,eo_eeo_Russian
809207,933,a50_54,f,ao_sao_ei
833210,933,a40_44,m,onao_Canadian
892795,933,a15_19,f,ao_sao_ei
311364,933,a25_29,m,eo_bio_English
817223,933,a40_44,m,eo_bio_Irish
19928,933,a75_79,f,ao_esao_Chinese
856252,933,a75_79,m,eo_bio_English
425052,933,a20_24,f,ao_esao_Chinese
384319,933,a50_54,m,ao_sao_ei
919680,933,a50_54,f,ao_esao_Chinese
672763,933,a25_29,f,ao_oesao
859020,933,a25_29,f,eo_bio_Irish
791812,933,a75_79,m,ao_esao_Chinese
664928,933,a40_44,m,ao_sao_ei
497300,933,a10_14,m,onao_Canadian
177264,933,a65_69,m,ao_esao_Chinese
880562,933,a25_29,f,eo_eeo_Russian
872390,933,a75_79,f,ao_esao_Chinese
788947,933,a5_9,f,ao_esao_Filipino
847432,933,a55_59,m,onao_Canadian
654429,933,a20_24,f,ao_wcameo
151485,933,a55_59,m,ao_esao_Chinese
132232,933,a20_24,f,ao_sao_ei
43370,933,a20_24,f,ao_esao_Chinese
702113,933,a70_74,m,eo_bio_English
444789,933,a15_19,m,ao_oesao
482502,933,a10_14,f,ao_oesao
114073,933,a20_24,f,eo_fo
641353,933,a35_39,m,ao_esao_Chinese
725680,933,a45_49,f,eo_seo_Greek
256719,933,a30_34,f,onao_Canadian
796864,933,a50_54,m,eo_bio_English
817644,933,a5_9,m,ao_esao_Chinese
232423,933,a20_24,f,ao_esao_Chinese
576666,933,a25_29,f,ao_wcameo
684603,933,a30_34,f,onao_Canadian
209507,933,a70_74,m,eo_bio_English
253306,933,a10_14,m,ao_esao_Filipino
734492,933,a60_64,f,eo_obio
709240,933,a35_39,f,eo_seo_Italian
643461,933,a35_39,f,ao_sao_ei
380080,933,a45_49,m,ao
204557,933,a35_39,f,ao_oesao
788893,933,a70_74,m,eo_bio_English
130964,933,a65_69,m,ao_esao_Filipino
859609,933,a15_19,m,onao_Canadian
264011,933,a65_69,m,eo_obio
72066,933,a70_74,f,eo_eeo_Ukrainian
348931,933,a60_64,f,naao
619489,933,a5_9,m,onao_Canadian
718570,933,a35_39,m,ao_oesao
846988,933,a55_59,m,ao_esao_Chinese
620355,933,a60_64,m,ao_sao_ei
857614,933,a35_39,f,eo_weo_German
757756,933,a65_69,f,eo_oeo
6740,933,a55_59,f,ao_esao_Chinese
114813,933,a30_34,m,eo_bio_English
310557,933,a55_59,f,ao_esao_Chinese
232111,933,a45_49,f,lcsao
496107,933,a40_44,m,eo_seo_Portuguese
737266,933,a50_54,f,ao_esao_Chinese
76366,933,a85_,f,eo_fo
148822,933,a25_29,f,ao_sao_ei
589602,933,a60_64,m,ao_sao_ei
331895,933,a10_14,f,ao
488094,933,a30_34,f,eo_neo
156695,933,a75_79,m,eo_weo_German
506189,933,a15_19,m,ao_esao_Filipino
630248,933,a25_29,m,eo_bio_English
606659,933,a55_59,m,ao
466050,933,a60_64,f,eo_weo_German
110421,933,a55_59,f,eo_bio_English
629175,933,a15_19,f,onao_Canadian
285376,933,a35_39,f,ao_oesao
372495,933,a0_4,f,ao_oesao
622651,933,a50_54,m,eo_fo
180624,933,a65_69,m,eo_oeeo
911232,933,a40_44,m,lcsao
482482,933,a30_34,m,ao_sao_ei
860895,933,a0_4,f,ao_esao_Chinese
659764,933,a25_29,f,lcsao
840281,933,a40_44,m,eo_weo_German
508761,933,a75_79,f,ao_oesao
425803,933,a35_39,f,ao_osao
563521,933,a0_4,f,eo_oseo
834855,933,a0_4,m,ao_esao_Chinese
51995,933,a35_39,f,eo_eeo_Russian
473636,933,a25_29,f,ao_oesao
903982,933,a30_34,f,onao_Canadian
32038,933,a65_69,m,onao_Canadian
377852,933,a45_49,m,eo_obio
431264,933,a35_39,m,eo_oeo
98631,933,a40_44,m,ao_esao_Chinese
338244,933,a50_54,f,eo_eeo_Ukrainian
506188,933,a75_79,m,ao_esao_Chinese
57601,933,a40_44,f,ao_esao_Chinese
829962,933,a55_59,f,eo_bio_Scottish
97779,933,a5_9,f,oo
576548,933,a45_49,m,ao_sao_ei
89918,933,a50_54,m,ao_sao_ei
341781,933,a80_84,m,onao_Canadian
402777,933,a60_64,f,ao_esao_Chinese
694172,933,a60_64,m,ao_oesao
648429,933,a80_84,f,ao_esao_Chinese
753774,933,a55_59,f,eo_bio_Scottish
457051,933,a20_24,f,ao_sao_ei
344253,933,a40_44,f,ao_esao_Chinese
119695,933,a60_64,m,eo_eeo_Ukrainian
520671,933,a70_74,m,eo_bio_English
145468,933,a15_19,f,ao_sao_ei
740807,933,a15_19,f,ao_esao_Filipino
103871,933,a40_44,f,onao_Canadian
27292,933,a50_54,m,eo_weo_German
298815,933,a60_64,f,ao_esao_Chinese
577001,933,a15_19,f,ao_sao_ei
79017,933,a40_44,f,eo_bio_English
427218,933,a75_79,m,ao_sao_ei
567149,933,a60_64,m,ao_esao_Chinese
339150,933,a70_74,f,eo_eeo_Ukrainian
826879,933,a40_44,m,onao_Canadian
284512,933,a55_59,m,eo_seo_Italian
341114,933,a20_24,f,onao_Canadian
919421,933,a55_59,m,onao_Canadian
368534,933,a20_24,f,ao_esao_Filipino
38432,933,a35_39,f,ao_wcameo
160618,933,a65_69,m,eo_bio_English
175452,933,a30_34,f,eo_bio_English
193324,933,a70_74,f,eo_bio_Scottish
38158,933,a35_39,f,ao_esao_Filipino
543396,933,a15_19,m,ao_esao_Chinese
480033,933,a50_54,m,eo_bio_Irish
723335,933,a50_54,f,ao_esao_Chinese
388466,933,a45_49,m,ao_wcameo
928187,933,a5_9,m,ao_sao_ei
709956,933,a65_69,m,eo_bio_Irish
391845,933,a45_49,f,ao_esao_Chinese
314762,933,a30_34,f,onao_Canadian
612068,933,a30_34,f,ao_esao_Chinese
824368,933,a20_24,f,eo_weo_German
641309,933,a15_19,f,ao_esao_Chinese
627761,933,a60_64,f,ao_sao_ei
270316,933,a15_19,m,ao_esao_Chinese
822457,933,a30_34,m,ao_sao_ei
371389,933,a45_49,f,ao_sao_ei
351420,933,a25_29,f,ao_esao_Chinese
296902,933,a65_69,m,eo_bio_English
562165,933,a10_14,f,eo_oseo
290106,933,a15_19,m,ao_sao_ei
557013,933,a25_29,f,ao_esao_Filipino
821411,933,a20_24,f,ao_esao_Filipino
419162,933,a35_39,m,ao_sao_ei
638482,933,a15_19,f,ao_esao_Filipino
664323,933,a0_4,m,ao_esao_Chinese
334988,933,a60_64,m,ao_sao_ei
865958,933,a45_49,m,eo_bio_English
574810,933,a60_64,f,eo_bio_English
802039,933,a70_74,f,ao_esao_Chinese
592133,933,a5_9,f,ao_sao_ei
846181,933,a0_4,f,ao_esao_Chinese
150677,933,a40_44,f,onao_Canadian
254182,933,a45_49,m,ao_esao_Chinese
86572,933,a0_4,f,ao
610068,933,a25_29,f,ao_sao_ei
191007,933,a10_14,f,ao_esao_Filipino
550885,933,a45_49,m,ao_sao_ei
471923,933,a55_59,f,eo_eeo_Polish
439739,933,a65_69,f,eo_bio_English
520019,933,a50_54,f,eo_seo_Greek
441828,933,a35_39,m,ao_esao_Chinese
908515,933,a60_64,f,eo_weo_German
189448,933,a60_64,m,ao_esao_Chinese
132729,933,a0_4,f,ao_wcameo
516827,933,a30_34,m,onao_Canadian
392512,933,a30_34,m,ao_oesao
889961,933,a20_24,m,ao_wcameo
742938,933,a25_29,m,ao_esao_Chinese
263358,933,a65_69,m,ao_oesao
391720,933,a35_39,m,eo_fo
649169,933,a25_29,m,onao_Canadian
898368,933,a65_69,m,ao_esao_Chinese
166193,933,a20_24,m,eo_oseo
834858,933,a30_34,m,eo_bio_English
526299,933,a15_19,f,ao_esao_Filipino
711823,933,a15_19,f,eo_eeo_Russian
67877,933,a65_69,m,ao_sao_ei
308967,933,a65_69,f,ao_oesao
510315,933,a45_49,f,ao_esao_Chinese
858445,933,a10_14,m,ao_oesao
753801,933,a5_9,f,ao_osao
89471,933,a30_34,m,eo_oeeo
279473,933,a60_64,m,ao_esao_Chinese
56783,933,a30_34,f,ao_sao_ei
517008,933,a75_79,f,eo_eeo_Ukrainian
158202,933,a25_29,m,ao_esao_Chinese
711684,933,a30_34,f,ao_esao_Chinese
47854,933,a30_34,f,ao_esao_Chinese
896295,933,a55_59,f,eo_fo
752255,933,a40_44,m,onao_Canadian
759300,933,a85_,f,eo_eeo_Ukrainian
383012,933,a20_24,f,onao_Canadian
21003,933,a35_39,f,ao_esao_Chinese
62553,933,a30_34,m,ao_wcameo
190621,933,a35_39,f,ao_esao_Chinese
264640,933,a0_4,m,onao_Canadian
402031,933,a20_24,m,eo_oeeo
286521,933,a30_34,m,ao_esao_Chinese
261268,933,a80_84,m,ao_esao_Chinese
737028,933,a30_34,f,ao_esao_Chinese
128165,933,a5_9,m,ao_esao_Filipino
209843,933,a20_24,f,ao_esao_Chinese
857931,933,a20_24,f,onao_Canadian
756401,933,a30_34,f,eo_bio_English
337494,933,a10_14,m,ao_esao_Chinese
899729,933,a55_59,m,ao_esao_Chinese
425301,933,a45_49,m,ao_oesao
462879,933,a50_54,f,ao_wcameo
556429,933,a40_44,m,ao_oesao
376943,933,a60_64,f,eo_weo_German
862816,933,a25_29,m,ao_esao_Chinese
346807,933,a10_14,f,onao_Canadian
202289,933,a30_34,f,ao_esao_Chinese
592958,933,a60_64,m,eo_bio_English
346551,933,a45_49,m,ao_esao_Chinese
386169,933,a35_39,m,eo_bio_Irish
652377,933,a60_64,m,onao_Canadian
455739,933,a20_24,m,ao_esao_Filipino
495239,933,a75_79,f,ao_esao_Chinese
406496,933,a30_34,f,onao_Canadian
365033,933,a35_39,f,eo_seo_Italian
898688,933,a40_44,m,ao_sao_ei
11800,933,a5_9,m,ao_esao_Chinese
240883,933,a15_19,m,eo_bio_Scottish
470003,933,a10_14,m,ao_sao_ei
907237,933,a40_44,m,ao_esao_Chinese
757390,933,a45_49,f,eo_weo_German
443817,933,a80_84,f,ao_esao_Chinese
74421,933,a85_,m,eo_bio_English
816809,933,a45_49,f,ao_esao_Filipino
886373,933,a20_24,m,ao_sao_ei
851903,933,a50_54,m,ao_esao_Chinese
683770,933,a60_64,f,eo_obio
205490,933,a40_44,m,eo_bio_Scottish
477289,933,a10_14,m,onao_Canadian
136833,933,a15_19,m,ao_esao_Chinese
45081,933,a60_64,m,ao_esao_Filipino
813644,933,a35_39,f,ao_esao_Filipino
116515,933,a60_64,f,ao_esao_Chinese
346637,933,a35_39,f,eo_oeeo
866013,933,a30_34,f,ao_esao_Chinese
692803,933,a0_4,m,ao_esao_Chinese
811069,933,a35_39,f,ao_esao_Filipino
608182,933,a50_54,f,eo_weo_German
434649,933,a55_59,m,onao_Canadian
482151,933,a70_74,f,eo_weo_Dutch
409850,933,a30_34,f,ao_sao_ei
628977,933,a85_,f,ao_esao_Chinese
324082,933,a50_54,m,eo_weo_Dutch
700921,933,a45_49,m,ao_sao_ei
867097,933,a20_24,f,ao
611119,933,a30_34,m,ao_esao_Chinese
22134,933,a35_39,m,ao_sao_ei
923386,933,a10_14,m,onao_Canadian
723284,933,a30_34,f,ao_esao_Chinese
790322,933,a55_59,m,ao_esao_Chinese
923386,933,a10_14,m,onao_Canadian
699847,933,a45_49,m,ao_esao_Chinese
903863,933,a0_4,m,ao_esao_Filipino
238023,933,a50_54,f,eo_bio_English
455975,933,a45_49,m,ao_wcameo
79092,933,a55_59,f,eo_bio_English
111727,933,a45_49,m,eo_oeeo
628895,933,a30_34,f,ao_sao_ei
213130,933,a55_59,f,ao_esao_Filipino
57386,933,a25_29,f,ao_sao_ei
415943,933,a0_4,f,ao_sao_ei
369098,933,a45_49,m,ao
862503,933,a45_49,f,eo_bio_English
100580,933,a35_39,f,ao_osao
720927,933,a85_,m,eo_bio_English
520715,933,a35_39,f,ao_oesao
266878,933,a55_59,f,ao_esao_Filipino
646932,933,a40_44,f,eo_oweo
530352,933,a20_24,m,ao_esao_Chinese
423972,933,a35_39,f,eo_oeeo
910776,933,a15_19,m,ao_esao_Chinese
708901,933,a55_59,f,ao_esao_Filipino
141058,933,a15_19,m,onao_Canadian
293238,933,a85_,m,eo_weo_Dutch
319856,933,a15_19,m,oo
696648,933,a25_29,f,oco
779498,933,a25_29,m,onao_Canadian
260562,933,a55_59,f,ao_esao_Chinese
179293,933,a25_29,m,onao_Canadian
858259,933,a55_59,f,eo_eeo_Polish
790767,933,a60_64,f,ao_esao_Filipino
127499,933,a60_64,m,eo_bio_English
434533,933,a25_29,m,ao_esao_Filipino
32038,933,a65_69,m,onao_Canadian
762989,933,a25_29,m,onao_Canadian
904032,933,a35_39,f,ao_sao_ei
710244,933,a15_19,m,eo_weo_Dutch
741542,933,a5_9,f,ao_sao_ei
371736,933,a20_24,f,lcsao
766353,933,a80_84,m,ao_esao_Chinese
502903,933,a45_49,m,ao_esao_Chinese
397604,933,a35_39,m,eo_bio_Irish
623518,933,a45_49,m,ao_esao_Chinese
579478,933,a25_29,m,ao_esao_Chinese
640095,933,a35_39,f,onao_Canadian
136597,933,a30_34,m,ao_esao_Filipino
686470,933,a30_34,m,onao_Canadian
840968,933,a50_54,f,ao_oesao
756975,933,a70_74,m,ao_esao_Chinese
503675,933,a5_9,f,onao_Canadian
115336,933,a30_34,f,ao_esao_Chinese
258600,933,a85_,m,eo_bio_English
214591,933,a65_69,m,onao_Canadian
699386,933,a65_69,f,naao
194344,933,a45_49,m,ao_sao_ei
501135,933,a70_74,f,eo_oweo
465581,933,a85_,m,eo_oseo
866835,933,a10_14,m,ao_esao_Chinese
249379,933,a40_44,m,eo_bio_Scottish
599750,933,a45_49,f,ao_esao_Filipino
602141,933,a50_54,f,eo_obio
660600,933,a15_19,m,ao_sao_ei
672291,933,a30_34,f,ao_esao_Chinese
895600,933,a65_69,f,eo_bio_English
143222,933,a0_4,m,ao_esao_Chinese
387049,933,a40_44,f,ao_esao_Chinese
119930,933,a25_29,f,onao_Canadian
178415,933,a25_29,f,ao_esao_Chinese
760708,933,a55_59,m,eo_bio_Scottish
550726,933,a50_54,f,ao_oesao
819835,933,a0_4,f,onao_Canadian
345169,933,a25_29,f,ao_esao_Chinese
468104,933,a50_54,f,ao_esao_Chinese
765137,933,a25_29,m,eo_bio_English
77945,933,a0_4,m,ao_oesao
186599,933,a10_14,f,ao_esao_Filipino
158020,933,a55_59,f,eo_weo_Dutch
182258,933,a5_9,m,ao_esao_Chinese
32368,933,a10_14,m,eo_seo_Spanish
798892,933,a25_29,m,ao_wcameo
818279,933,a30_34,f,onao_Canadian
255935,933,a45_49,m,onao_Canadian
756264,933,a50_54,m,ao_esao_Chinese
858072,933,a60_64,m,eo_eeo_Hungarian
82435,933,a50_54,m,ao_esao_Chinese
106590,933,a35_39,f,ao_wcameo
584767,933,a15_19,m,ao_esao_Chinese
425081,933,a15_19,f,onao_Canadian
257778,933,a35_39,m,ao_wcameo
350549,933,a5_9,f,ao_sao_ei
471923,933,a55_59,f,eo_eeo_Polish
731294,933,a55_59,f,ao_esao_Filipino
242038,933,a70_74,m,eo_weo_Dutch
624094,933,a10_14,f,ao_esao_Chinese
654083,933,a35_39,f,onao_Canadian
33483,933,a55_59,m,eo_weo_German
639432,933,a75_79,m,eo_eeo_Hungarian
914058,933,a35_39,f,eo_bio_English
369178,933,a15_19,m,eo_seo_Italian
459810,933,a50_54,f,eo_seo_Italian
788803,933,a20_24,f,ao_sao_ei
187370,933,a5_9,m,ao_esao_Chinese
8053,933,a65_69,m,eo_weo_German
584238,933,a40_44,f,onao_Canadian
146032,933,a30_34,f,ao_oesao
636308,933,a80_84,f,eo_bio_English
16722,933,a55_59,m,eo_bio_Irish
423413,933,a35_39,f,ao_oesao
694134,933,a25_29,m,eo_bio_English
849414,933,a45_49,m,ao_osao
595750,933,a75_79,m,onao_Canadian
175472,933,a30_34,f,ao_esao_Chinese
598293,933,a85_,m,ao_esao_Chinese
36976,933,a40_44,f,eo_bio_English
458396,933,a25_29,m,eo_neo
334892,933,a10_14,f,ao_wcameo
231234,933,a20_24,m,ao_esao_Chinese
30666,933,a70_74,m,ao_sao_ei
199526,933,a25_29,f,ao_esao_Chinese
144688,933,a60_64,m,lcsao
841388,933,a85_,f,eo_oeeo
653420,933,a0_4,f,eo_weo_German
440012,933,a25_29,m,eo_weo_German
25100,933,a10_14,f,ao_sao_ei
870141,933,a30_34,f,ao_sao_ei
206000,933,a10_14,f,ao_osao
177692,933,a45_49,m,ao_wcameo
748674,933,a65_69,f,eo_bio_English
861624,933,a75_79,m,onao_Canadian
258040,933,a15_19,m,ao_sao_ei
568882,933,a30_34,f,ao_sao_ei
826198,933,a50_54,m,ao_sao_ei
632515,933,a0_4,f,onao_Canadian
199095,933,a0_4,m,ao_esao_Chinese
629031,933,a0_4,f,onao_Canadian
877289,933,a50_54,f,eo_weo_Dutch
289063,933,a75_79,f,onao
386085,933,a20_24,m,eo_eeo_Hungarian
359533,933,a20_24,m,onao_Canadian
381633,933,a25_29,f,ao_esao_Chinese
663597,933,a45_49,m,ao_oesao
531454,933,a50_54,m,eo_weo_German
54003,933,a45_49,f,ao_esao_Chinese
69742,933,a75_79,m,eo_weo_German
697822,933,a40_44,m,ao_esao_Chinese
407757,933,a75_79,f,eo_bio_English
845432,933,a45_49,m,eo_weo_German
390931,933,a60_64,m,ao_sao_ei
717029,933,a40_44,f,onao_Canadian
898987,933,a10_14,f,ao_esao_Filipino
584322,933,a0_4,m,ao_esao_Filipino
708921,933,a30_34,m,eo_neo
521795,933,a30_34,f,ao_wcameo
681327,933,a20_24,f,eo_eeo_Polish
652721,933,a25_29,f,ao_osao
172531,933,a80_84,m,oco
228148,933,a85_,f,eo_weo_German
157225,933,a45_49,m,ao_sao_ei
641181,933,a60_64,f,ao_esao_Chinese
44676,933,a45_49,f,ao_esao_Chinese
115647,933,a50_54,f,ao_oesao
644725,933,a5_9,f,onao_Canadian
57059,933,a40_44,f,ao_esao_Chinese
887151,933,a55_59,m,eo_obio
866233,933,a40_44,f,ao
41940,933,a30_34,m,lcsao
729348,933,a60_64,f,eo_bio_English
57287,933,a20_24,m,onao_Canadian
269112,933,a20_24,m,ao_esao_Chinese
312966,933,a25_29,m,onao_Canadian
14810,933,a40_44,m,ao_esao_Chinese
730620,933,a50_54,f,ao_esao_Chinese
310156,933,a25_29,f,eo_obio
529044,933,a0_4,f,ao_sao_ei
900130,933,a85_,f,eo_fo
93976,933,a55_59,f,ao_sao_ei
888853,933,a15_19,m,onao_Canadian
440420,933,a25_29,f,ao_esao_Chinese
418735,933,a5_9,f,ao_esao_Chinese
326357,933,a40_44,m,ao_esao_Chinese
540798,933,a60_64,f,ao_esao_Chinese
629053,933,a55_59,m,ao_esao_Chinese
448791,933,a40_44,m,ao_esao_Chinese
339222,933,a35_39,m,lcsao
626237,933,a75_79,f,eo_bio_English
26950,933,a50_54,f,eo_eeo_Polish
113594,933,a0_4,m,ao_esao_Chinese
682677,933,a15_19,m,ao_sao_ei
895936,933,a35_39,m,onao_Canadian
177803,933,a45_49,m,ao_esao_Chinese
830291,933,a20_24,m,ao_esao_Chinese
736251,933,a50_54,m,ao_sao_ei
541725,933,a55_59,m,ao_esao_Filipino
596634,933,a50_54,m,eo_bio_English
836425,933,a35_39,f,ao_esao_Chinese
684877,933,a25_29,f,eo_eeo_Polish
258371,933,a25_29,m,ao_sao_ei
310055,933,a20_24,f,naao
136442,933,a65_69,m,eo_bio_English
482968,933,a75_79,f,eo_bio_English
670461,933,a65_69,m,eo_bio_Scottish
768451,933,a75_79,f,eo_neo
35347,933,a50_54,f,ao_esao_Chinese
119694,933,a15_19,f,ao_oesao
329447,933,a15_19,f,ao_oesao
326662,933,a50_54,m,eo_eeo_Polish
331637,933,a10_14,f,ao_sao_ei
505960,933,a5_9,f,ao
691920,933,a5_9,f,eo_eeo_Russian
379796,933,a45_49,m,naao
608597,933,a5_9,f,lcsao
890789,933,a5_9,m,eo_weo_German
712503,933,a0_4,m,ao_esao_Chinese
318685,933,a10_14,f,ao_sao_ei
575720,933,a50_54,m,eo_weo_German
651668,933,a80_84,f,eo_weo_Dutch
567661,933,a45_49,m,eo_fo
704066,933,a25_29,f,ao_sao_ei
897157,933,a70_74,f,eo_bio_English
429073,933,a25_29,f,ao_oesao
347225,933,a25_29,m,eo_bio_Irish
71241,933,a40_44,f,ao_sao_ei
202289,933,a30_34,f,ao_esao_Chinese
569442,933,a50_54,f,ao_esao_Chinese
900701,933,a45_49,m,onao_Canadian
416740,933,a20_24,m,naao
250230,933,a15_19,m,ao_esao_Chinese
327720,933,a20_24,f,ao_esao_Chinese
443625,933,a25_29,m,ao_esao_Chinese
291439,933,a75_79,m,eo_eeo_Ukrainian
342208,933,a40_44,m,ao_esao_Chinese
453069,933,a5_9,f,eo_seo_Portuguese
403771,933,a5_9,f,ao_esao_Chinese
918007,933,a85_,f,eo_neo
840744,933,a15_19,f,ao_esao_Chinese
723016,933,a30_34,m,onao_Canadian
579407,933,a40_44,m,onao_Canadian
