PPSORT,CMA,AGE,SEX,RACE
771557,933,a80_84,f,eo_bio_English
727187,933,a20_24,f,ao_esao_Filipino
568459,933,a60_64,m,eo_bio_Irish
131096,933,a70_74,f,eo_bio_Irish
526609,933,a15_19,f,eo_bio_Scottish
502118,933,a45_49,m,ao_esao_Chinese
250461,933,a75_79,f,eo_bio_English
286670,933,a30_34,m,onao_Canadian
89364,933,a20_24,m,ao_esao_Chinese
175502,933,a40_44,m,ao_esao_Chinese
308409,933,a30_34,m,eo_seo_Italian
709357,933,a70_74,m,ao_esao_Chinese
397702,933,a80_84,m,eo_fo
419005,933,a85_,m,eo_bio_Irish
59408,933,a50_54,m,onao_Canadian
612273,933,a35_39,m,ao_sao_ei
458899,933,a10_14,m,eo_seo_Portuguese
559900,933,a35_39,m,eo_bio_English
593100,933,a60_64,f,eo_bio_English
241589,933,a50_54,f,eo_weo_German
363260,933,a20_24,f,ao_sao_ei
54774,933,a55_59,f,ao_esao_Chinese
266433,933,a15_19,m,ao_osao
6352,933,a45_49,f,ao_oesao
574660,933,a25_29,m,ao_esao_Chinese
588356,933,a45_49,m,ao_oesao
697455,933,a55_59,m,onao_Canadian
675065,933,a85_,f,eo_oeeo
479476,933,a15_19,m,ao_esao_Filipino
35030,933,a50_54,m,eo_seo_Spanish
74471,933,a15_19,f,ao_osao
609588,933,a75_79,m,onao_Canadian
730219,933,a5_9,f,ao_oesao
386754,933,a50_54,f,ao_esao_Chinese
283616,933,a60_64,f,ao_esao_Chinese
381323,933,a5_9,f,ao_sao_ei
838465,933,a45_49,f,ao_oesao
690039,933,a0_4,m,onao_Canadian
789754,933,a15_19,m,ao_esao_Filipino
853684,933,a55_59,m,eo_eeo_Polish
167952,933,a30_34,m,eo_bio_Irish
432229,933,a50_54,f,eo_eeo_Polish
205984,933,a50_54,f,ao_oesao
636425,933,a50_54,f,ao_esao_Chinese
694909,933,a10_14,m,onao_Canadian
853867,933,a65_69,m,ao_sao_ei
912458,933,a5_9,m,naao
350529,933,a20_24,m,onao_Canadian
593380,933,a0_4,m,ao_wcameo
794829,933,a20_24,m,lcsao
722783,933,a20_24,f,eo_bio_English
648123,933,a25_29,f,ao_esao_Chinese
598024,933,a5_9,f,ao_wcameo
132638,933,a20_24,m,naao
847019,933,a65_69,m,eo_bio_English
37944,933,a0_4,m,ao_esao_Filipino
570329,933,a80_84,m,ao_esao_Chinese
289572,933,a85_,f,eo_bio_English
910084,933,a0_4,f,onao_Canadian
117104,933,a35_39,m,eo_oseo
195023,933,a50_54,f,onao_Canadian
27436,933,a5_9,f,ao_sao_ei
802543,933,a45_49,m,ao_oesao
601273,933,a10_14,f,ao_esao_Chinese
778511,933,a35_39,f,ao_esao_Chinese
683365,933,a15_19,m,onao_Canadian
485898,933,a10_14,f,onao_Canadian
280514,933,a40_44,m,onao_Canadian
536485,933,a35_39,f,ao_esao_Chinese
474177,933,a85_,f,ao_esao_Chinese
218771,933,a15_19,f,eo_oeeo
749782,933,a45_49,m,ao_esao_Chinese
609712,933,a50_54,m,eo_weo_Dutch
129237,933,a5_9,m,ao_sao_ei
21343,933,a60_64,f,ao_esao_Chinese
663228,933,a75_79,m,eo_oweo
112287,933,a55_59,m,ao_sao_ei
472239,933,a45_49,m,ao_esao_Filipino
330342,933,a25_29,m,ao_esao_Chinese
685153,933,a45_49,m,ao_sao_ei
807817,933,a20_24,m,ao_wcameo
143866,933,a45_49,m,ao_esao_Filipino
376484,933,a40_44,m,eo_weo_German
573167,933,a45_49,m,ao_wcameo
449338,933,a50_54,m,eo_bio_Irish
677640,933,a45_49,m,ao_osao
611819,933,a0_4,m,onao_Canadian
105521,933,a40_44,m,eo_obio
859556,933,a10_14,m,ao_oesao
560474,933,a15_19,m,ao_wcameo
212967,933,a50_54,f,ao_oesao
262134,933,a15_19,m,onao
21713,933,a25_29,m,ao_esao_Chinese
536755,933,a15_19,f,ao_esao_Filipino
318085,933,a85_,f,eo_seo_Italian
258604,933,a65_69,f,eo_bio_English
855672,933,a70_74,m,oco
141172,933,a40_44,f,ao_esao_Chinese
242353,933,a55_59,f,eo_bio_English
795818,933,a65_69,f,onao_Canadian
634494,933,a15_19,f,onao_Canadian
868830,933,a45_49,f,eo_bio_Irish
290626,933,a10_14,m,ao_esao_Filipino
797479,933,a45_49,m,ao_esao_Chinese
164812,933,a25_29,f,ao_esao_Filipino
576151,933,a40_44,m,onao_Canadian
121270,933,a20_24,m,onao_Canadian
337670,933,a0_4,f,onao_Canadian
864690,933,a35_39,m,onao_Canadian
479744,933,a20_24,f,ao_esao_Chinese
778951,933,a25_29,f,ao_esao_Chinese
868251,933,a45_49,f,ao
536800,933,a15_19,f,onao_Canadian
563209,933,a55_59,m,ao_esao_Chinese
671996,933,a15_19,f,onao_Canadian
479335,933,a25_29,m,ao_esao_Filipino
214127,933,a55_59,m,eo_neo
519381,933,a75_79,f,ao_esao_Filipino
887787,933,a0_4,f,ao_esao_Filipino
395192,933,a10_14,m,ao_esao_Filipino
558018,933,a45_49,m,eo_neo
741740,933,a50_54,f,ao_esao_Chinese
662849,933,a75_79,f,eo_seo_Italian
487401,933,a30_34,f,eo_obio
38822,933,a30_34,m,ao_sao_ei
634121,933,a30_34,m,onao_Canadian
906254,933,a75_79,f,ao_oesao
483362,933,a25_29,m,ao_sao_ei
190889,933,a45_49,m,eo_oeo
795732,933,a15_19,f,ao_osao
212381,933,a35_39,f,onao_Canadian
75833,933,a50_54,m,ao_esao_Chinese
702181,933,a50_54,f,eo_obio
465709,933,a65_69,m,eo_bio_Scottish
646881,933,a70_74,m,ao_esao_Chinese
298196,933,a30_34,m,eo_weo_Dutch
653561,933,a40_44,f,ao_esao_Chinese
410175,933,a20_24,m,ao_oesao
221780,933,a20_24,m,ao_osao
222150,933,a50_54,m,ao_esao_Chinese
206283,933,a15_19,m,onao_Canadian
123615,933,a45_49,f,eo_bio_English
242646,933,a70_74,f,onao_Canadian
340538,933,a45_49,m,ao_sao_ei
812590,933,a40_44,m,ao_esao_Filipino
242680,933,a80_84,f,eo_bio_Irish
90,933,a45_49,m,ao_esao_Chinese
557223,933,a15_19,m,ao_esao_Filipino
573437,933,a30_34,m,ao_osao
907284,933,a35_39,f,ao_wcameo
634433,933,a45_49,m,ao_esao_Chinese
99751,933,a25_29,m,ao_esao_Filipino
383,933,a40_44,f,ao_esao_Chinese
170125,933,a30_34,f,eo_bio_English
