PPSORT,CMA,AGE,SEX,RACE
407450,933,a35_39,f,ao_esao_Chinese
863910,933,a10_14,m,onao_Canadian
327680,933,a30_34,m,ao_esao_Chinese
250276,933,a55_59,f,eo_bio_Irish
104353,933,a50_54,m,ao_esao_Filipino
835798,933,a25_29,f,ao_esao_Chinese
875280,933,a55_59,f,ao_esao_Filipino
852095,933,a40_44,f,ao_esao_Chinese
22953,933,a25_29,m,onao_Canadian
96078,933,a60_64,m,eo_bio_Irish
117117,933,a10_14,m,lcsao
607182,933,a0_4,f,ao_esao_Chinese
491902,933,a45_49,m,eo_obio
413650,933,a25_29,f,ao_esao_Chinese
620061,933,a20_24,m,ao_wcameo
229299,933,a60_64,f,eo_weo_Dutch
373275,933,a15_19,m,ao_wcameo
35401,933,a15_19,f,onao_Canadian
749013,933,a0_4,m,onao_Canadian
323659,933,a10_14,m,eo_bio_English
653684,933,a60_64,f,ao_sao_ei
575379,933,a50_54,f,ao_esao_Chinese
886410,933,a40_44,f,onao_Canadian
61716,933,a55_59,m,eo_bio_Irish
670012,933,a50_54,m,onao_Canadian
758900,933,a0_4,m,ao_sao_ei
926094,933,a65_69,f,eo_bio_Irish
435182,933,a20_24,m,onao_Canadian
354965,933,a75_79,f,onao_Canadian
482482,933,a30_34,m,ao_sao_ei
175697,933,a20_24,m,ao_osao
619777,933,a0_4,m,eo_seo_Portuguese
631284,933,a55_59,m,onao_Canadian
785690,933,a0_4,f,ao_sao_ei
847304,933,a40_44,f,ao_sao_ei
65486,933,a40_44,m,onao_Canadian
211981,933,a45_49,m,eo_seo_Italian
289416,933,a30_34,f,ao_esao_Chinese
320927,933,a60_64,m,eo_bio_English
619878,933,a25_29,m,lcsao
448588,933,a80_84,m,eo_bio_English
199114,933,a45_49,f,ao_oesao
15025,933,a25_29,f,ao_sao_ei
700215,933,a20_24,m,naao
101976,933,a20_24,f,ao_esao_Filipino
854586,933,a0_4,m,ao_esao_Chinese
61780,933,a85_,f,eo_neo
838261,933,a30_34,f,ao_esao_Chinese
470307,933,a45_49,m,onao_Canadian
83591,933,a0_4,m,onao_Canadian
531752,933,a40_44,m,onao_Canadian
868900,933,a70_74,m,ao_wcameo
389778,933,a75_79,f,eo_bio_English
778344,933,a20_24,m,eo_bio_English
535892,933,a15_19,m,ao_esao_Chinese
273640,933,a0_4,f,onao_Canadian
112430,933,a25_29,m,ao_sao_ei
663895,933,a10_14,f,ao_sao_ei
342564,933,a60_64,m,ao_esao_Chinese
100787,933,a20_24,m,ao_oesao
473087,933,a5_9,m,ao_esao_Chinese
488696,933,a65_69,m,ao_oesao
159788,933,a75_79,f,eo_obio
673309,933,a80_84,m,ao_esao_Chinese
902556,933,a25_29,f,ao_osao
