PPSORT,CMA,AGE,SEX,RACE
747690,933,a45_49,f,ao_esao_Filipino
154516,933,a35_39,f,ao_sao_ei
312388,933,a40_44,f,ao_esao_Chinese
867164,933,a20_24,m,ao_sao_ei
758793,933,a20_24,m,onao_Canadian
603386,933,a15_19,m,ao_esao_Chinese
682656,933,a65_69,f,ao_esao_Chinese
32197,933,a35_39,m,ao_esao_Chinese
36677,933,a0_4,m,ao_esao_Chinese
274522,933,a15_19,m,eo_bio_English
824770,933,a25_29,m,eo_bio_Irish
72454,933,a85_,f,ao_esao_Chinese
790997,933,a70_74,f,eo_bio_English
138862,933,a20_24,m,onao_Canadian
140282,933,a65_69,m,eo_bio_English
308780,933,a5_9,m,ao_oesao
492659,933,a55_59,m,ao_oesao
672426,933,a50_54,f,ao_esao_Chinese
927194,933,a5_9,m,eo_neo
301990,933,a30_34,f,ao_esao_Chinese
25997,933,a0_4,m,onao_Canadian
302561,933,a45_49,m,ao_esao_Chinese
825442,933,a55_59,f,onao_Canadian
801061,933,a25_29,m,ao_sao_ei
303628,933,a55_59,m,onao_Canadian
545897,933,a5_9,f,ao_sao_ei
351279,933,a40_44,m,ao_esao_Filipino
31816,933,a10_14,m,eo_oeeo
101462,933,a45_49,m,ao_oesao
108686,933,a40_44,f,eo_oweo
177254,933,a55_59,m,eo_fo
275591,933,a70_74,m,eo_bio_English
930058,933,a5_9,m,ao_esao_Chinese
856640,933,a5_9,m,onao_Canadian
773889,933,a15_19,f,ao_esao_Chinese
627567,933,a40_44,f,ao_esao_Filipino
411093,933,a50_54,m,ao_esao_Filipino
849932,933,a50_54,m,ao
32879,933,a35_39,m,onao_Canadian
854820,933,a45_49,m,ao_oesao
471217,933,a25_29,m,ao_sao_ei
815920,933,a55_59,m,ao_esao_Chinese
37059,933,a45_49,f,eo_seo_Italian
79643,933,a55_59,f,ao_oesao
813027,933,a70_74,m,eo_weo_German
48658,933,a65_69,f,ao_esao_Chinese
656095,933,a30_34,f,ao_oesao
796939,933,a20_24,m,ao_sao_ei
115599,933,a30_34,m,ao_esao_Chinese
779654,933,a20_24,m,ao_oesao
723867,933,a50_54,m,onao_Canadian
567011,933,a10_14,f,ao_sao_ei
191264,933,a25_29,f,eo_fo
818239,933,a10_14,m,onao
181083,933,a70_74,m,onao_Canadian
253917,933,a50_54,m,eo_bio_Scottish
113198,933,a30_34,m,eo_bio_Irish
556377,933,a45_49,m,ao_esao_Chinese
169965,933,a65_69,f,ao_sao_ei
219131,933,a45_49,f,ao_esao_Chinese
685236,933,a35_39,f,ao_oesao
641194,933,a30_34,m,ao_esao_Filipino
471597,933,a45_49,f,ao_sao_ei
850717,933,a80_84,f,eo_bio_Scottish
567678,933,a50_54,m,ao_wcameo
714501,933,a30_34,f,eo_bio_English
744977,933,a40_44,m,eo_eeo_Polish
75388,933,a80_84,f,eo_bio_English
345583,933,a40_44,m,ao_sao_ei
62654,933,a25_29,m,ao_esao_Chinese
548696,933,a15_19,m,ao_esao_Filipino
43725,933,a50_54,m,oo
184959,933,a5_9,m,eo_seo_Greek
569291,933,a35_39,m,ao_esao_Chinese
50297,933,a55_59,m,ao_esao_Chinese
644165,933,a50_54,f,onao_Canadian
382391,933,a45_49,m,ao_esao_Filipino
3875,933,a35_39,m,ao_esao_Chinese
34410,933,a25_29,f,naao
15415,933,a65_69,f,ao_esao_Chinese
753389,933,a55_59,m,eo_bio_English
876882,933,a30_34,m,ao_wcameo
298504,933,a35_39,m,ao_esao_Chinese
858492,933,a45_49,m,ao_sao_ei
282380,933,a35_39,m,eo_weo_Dutch
525856,933,a80_84,f,ao_sao_ei
906254,933,a75_79,f,ao_oesao
586422,933,a50_54,m,ao_sao_ei
67817,933,a65_69,f,eo_bio_Scottish
612505,933,a5_9,f,onao_Canadian
590933,933,a20_24,m,onao_Canadian
