SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU1286961,5,1,51255,3,40_49,m,not.hisp.latino,white,120
2018HU1024817,5,4,51244,3,80_89,m,not.hisp.latino,white,188
2018HU1155663,5,2,10703,3,60_69,f,not.hisp.latino,white,82
2018HU0051534,5,4,51090,3,10_19,f,not.hisp.latino,white,97
2018HU1114314,5,2,51097,3,0_9,f,not.hisp.latino,black.aa,227
2018HU1194943,5,4,59307,3,0_9,m,not.hisp.latino,white,51
2018HU0991975,5,1,51245,3,60_69,m,hisp.latino,white,404
2018HU1260165,5,1,59301,3,70_79,m,not.hisp.latino,white,41
2018HU0620482,5,2,51235,3,10_19,f,not.hisp.latino,black.aa,13
2018HU1379863,5,2,51095,3,10_19,m,hisp.latino,white,53
2018HU0641559,5,1,51246,3,50_59,f,hisp.latino,white,116
2018GQ0055691,5,1,51045,3,10_19,f,not.hisp.latino,black.aa,2
2018GQ0017465,5,1,51087,3,90_99,f,not.hisp.latino,white,42
2018HU0479920,5,3,59308,3,10_19,m,not.hisp.latino,white,41
2018HU0544956,5,2,51206,3,70_79,f,not.hisp.latino,white,80
2018HU1291003,5,3,51097,3,40_49,f,not.hisp.latino,white,144
2018HU1097904,5,2,51010,3,70_79,f,not.hisp.latino,white,71
2018HU0124120,5,5,51244,3,0_9,f,not.hisp.latino,white,58
2018GQ0017360,5,1,51206,3,20_29,f,not.hisp.latino,black.aa,4
2018HU0569410,5,1,51095,3,60_69,m,not.hisp.latino,white,85
2018HU0124726,5,1,51125,3,70_79,m,not.hisp.latino,black.aa,89
2018HU0875654,5,1,51244,3,60_69,m,not.hisp.latino,white,656
2018HU0838823,5,3,55001,3,0_9,f,not.hisp.latino,black.aa,371
2018HU1003194,5,3,51087,3,10_19,f,not.hisp.latino,two.,104
2018HU0692320,5,4,4103,3,0_9,f,not.hisp.latino,white,18
2018HU0830211,5,2,51145,3,70_79,f,not.hisp.latino,white,21
2018HU1297790,5,2,51206,3,60_69,f,not.hisp.latino,white,86
2018HU1294420,5,1,51010,3,30_39,f,not.hisp.latino,white,403
2018HU0761837,5,2,51246,3,70_79,f,not.hisp.latino,black.aa,63
2018HU0089407,5,1,59307,3,70_79,f,not.hisp.latino,black.aa,79
2018HU0775639,5,1,10702,3,30_39,m,not.hisp.latino,asian,193
2018HU0686875,5,2,10702,3,60_69,f,not.hisp.latino,white,190
2018HU0904165,5,1,51045,3,70_79,m,not.hisp.latino,white,14
2018HU0033502,5,1,51125,3,80_89,m,not.hisp.latino,white,10
2018HU0916950,5,4,51224,3,0_9,m,not.hisp.latino,white,222
2018HU0250590,5,2,51084,3,70_79,f,not.hisp.latino,white,27
2018GQ0142558,5,1,51090,3,20_29,f,not.hisp.latino,asian,61
2018HU0832453,5,2,51255,3,30_39,f,not.hisp.latino,black.aa,444
2018HU1128996,5,2,51085,3,50_59,f,not.hisp.latino,white,15
2018HU0216056,5,2,51135,3,50_59,f,not.hisp.latino,black.aa,12
2018GQ0086741,5,1,51090,3,10_19,f,not.hisp.latino,white,4
2018GQ0052576,5,1,51175,3,10_19,m,not.hisp.latino,white,6
2018HU0609938,5,3,10703,3,0_9,f,not.hisp.latino,asian,59
2018HU0550005,5,1,51246,3,60_69,m,not.hisp.latino,black.aa,26
2018HU0548350,5,2,59309,3,50_59,f,not.hisp.latino,asian,21
2018HU0464234,5,1,51115,3,50_59,m,not.hisp.latino,white,18
2018HU1329971,5,1,1301,3,30_39,f,not.hisp.latino,white,581
2018HU0494129,5,2,51097,3,50_59,f,not.hisp.latino,white,67
2018GQ0091541,5,1,51095,3,80_89,f,not.hisp.latino,white,34
2018HU0043027,5,1,51224,3,40_49,m,not.hisp.latino,two.,28
2018HU1050840,5,3,51224,3,20_29,m,not.hisp.latino,black.aa,36
2018HU0939859,5,1,51224,3,70_79,m,not.hisp.latino,black.aa,74
2018HU0062256,5,1,59302,3,40_49,f,not.hisp.latino,asian,25
2018HU0335687,5,2,51135,3,50_59,f,not.hisp.latino,white,64
2018GQ0127153,5,1,51105,3,10_19,f,not.hisp.latino,black.aa,37
2018HU0713645,5,1,51084,3,60_69,m,not.hisp.latino,white,31
2018HU0554387,5,2,51154,3,0_9,f,not.hisp.latino,white,336
2018GQ0076461,5,1,51206,3,20_29,m,not.hisp.latino,white,13
2018HU0621669,5,1,51080,3,50_59,f,not.hisp.latino,white,269
2018HU0610894,5,3,55002,3,10_19,m,not.hisp.latino,white,151
2018HU1186709,5,3,51045,3,10_19,m,not.hisp.latino,white,86
2018HU1266423,5,2,51115,3,40_49,f,not.hisp.latino,white,97
2018HU0475221,5,3,51135,3,10_19,m,not.hisp.latino,white,93
2018GQ0059032,5,1,51125,3,20_29,m,not.hisp.latino,black.aa,41
2018HU0841747,5,2,51080,3,50_59,m,not.hisp.latino,white,20
2018HU0953114,5,2,51085,3,70_79,f,not.hisp.latino,white,60
2018HU0391884,5,3,51225,3,0_9,m,not.hisp.latino,white,32
2018HU1344412,5,2,59305,3,10_19,m,hisp.latino,white,57
2018HU0882144,5,1,51145,3,30_39,m,not.hisp.latino,white,18
2018HU0243075,5,2,51246,3,30_39,m,not.hisp.latino,white,178
2018HU1223131,5,3,59309,3,10_19,f,not.hisp.latino,asian,120
2018HU0639064,5,4,51225,3,10_19,m,not.hisp.latino,white,260
2018HU0069120,5,2,51155,3,0_9,f,not.hisp.latino,two.,207
2018HU0432370,5,1,59303,3,70_79,m,not.hisp.latino,white,45
2018HU0755386,5,3,51120,3,0_9,f,not.hisp.latino,two.,49
2018HU1248865,5,2,4102,3,40_49,f,not.hisp.latino,white,222
