SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0612255,5,2,51044,3,10_19,m,not.hisp.latino,black.aa,232
2018HU0660479,5,2,51105,3,90_99,f,not.hisp.latino,black.aa,135
2018HU1197998,5,2,55001,3,70_79,m,not.hisp.latino,white,160
2018HU1020943,5,2,51215,3,20_29,m,not.hisp.latino,white,49
2018HU1186709,5,1,51045,3,40_49,m,not.hisp.latino,white,40
2018HU0190693,5,1,4102,3,30_39,f,not.hisp.latino,white,17
2018HU0812442,5,1,51165,3,40_49,f,not.hisp.latino,white,74
2018HU0343362,5,2,59308,3,50_59,f,not.hisp.latino,white,11
2018HU0816364,5,3,51245,3,0_9,f,not.hisp.latino,white,255
2018HU0776972,5,2,51164,3,50_59,f,not.hisp.latino,white,341
2018HU0180635,5,1,59303,3,50_59,m,not.hisp.latino,white,21
2018HU0128238,5,1,51244,3,40_49,m,not.hisp.latino,white,102
2018HU0103176,5,1,51105,3,70_79,f,not.hisp.latino,white,145
2018HU1089751,5,1,51085,3,50_59,f,not.hisp.latino,white,56
2018HU1045391,5,1,51097,3,60_69,f,not.hisp.latino,black.aa,62
2018GQ0017582,5,1,51105,3,40_49,m,not.hisp.latino,black.aa,6
2018HU0405590,5,3,59304,3,10_19,m,not.hisp.latino,asian,93
2018HU0065762,5,5,59303,3,0_9,m,not.hisp.latino,white,207
2018HU1262025,5,1,51087,3,50_59,f,not.hisp.latino,white,16
2018HU1247425,5,4,51245,3,60_69,f,not.hisp.latino,white,252
2018HU0235632,5,3,51040,3,20_29,m,not.hisp.latino,white,404
2018HU0700176,5,4,59307,3,0_9,f,hisp.latino,white,58
2018HU0185538,5,2,51206,3,40_49,f,not.hisp.latino,white,117
2018HU1031745,5,2,59307,3,60_69,f,not.hisp.latino,white,44
2018HU1191947,5,1,59309,3,40_49,f,hisp.latino,white,148
2018HU0589349,5,1,51145,3,30_39,f,not.hisp.latino,white,84
2018HU0378358,5,2,59309,3,20_29,f,not.hisp.latino,white,43
2018HU1384801,5,4,51010,3,10_19,m,not.hisp.latino,white,9
2018HU0716705,5,1,51246,3,70_79,m,not.hisp.latino,white,82
2018HU1190498,5,2,51120,3,40_49,m,not.hisp.latino,white,41
2018HU1371506,5,2,51155,3,20_29,f,not.hisp.latino,white,53
2018HU0453043,5,2,51165,3,50_59,m,not.hisp.latino,white,100
2018HU1105595,5,1,51120,3,60_69,m,not.hisp.latino,white,58
2018HU0862837,5,2,51245,3,40_49,m,not.hisp.latino,white,37
2018GQ0127963,5,1,51154,3,10_19,f,not.hisp.latino,white,87
2018HU0150995,5,1,59303,3,60_69,f,not.hisp.latino,white,34
2018HU0840831,5,2,51206,3,60_69,f,not.hisp.latino,white,156
2018HU1134590,5,1,59301,3,60_69,f,not.hisp.latino,white,8
2018HU1337469,5,2,51105,3,40_49,f,not.hisp.latino,white,83
2018HU0280725,5,2,51145,3,30_39,m,not.hisp.latino,black.aa,106
2018HU0682033,5,1,51165,3,90_99,f,not.hisp.latino,black.aa,95
2018HU1028772,5,3,51080,3,50_59,f,not.hisp.latino,white,59
2018GQ0081037,5,1,59301,3,60_69,f,hisp.latino,white,65
2018HU1091052,5,1,51224,3,20_29,m,hisp.latino,a.ind..nat.ak,232
2018HU0141158,5,3,59302,3,10_19,f,not.hisp.latino,white,62
2018HU0729022,5,3,4102,3,10_19,m,not.hisp.latino,white,93
2018HU0663136,5,1,51040,3,40_49,f,not.hisp.latino,white,74
2018HU0841958,5,1,10701,3,80_89,f,not.hisp.latino,white,60
2018GQ0070535,5,1,51090,3,20_29,m,not.hisp.latino,white,84
2018HU0680517,5,1,51154,3,30_39,m,not.hisp.latino,white,51
2018HU0497274,5,1,4102,3,20_29,m,not.hisp.latino,white,170
2018HU0642977,5,1,51154,3,70_79,f,not.hisp.latino,a.ind..nat.ak,71
2018HU0740482,5,3,51165,3,10_19,f,not.hisp.latino,black.aa,131
2018HU0423302,5,1,51244,3,40_49,f,not.hisp.latino,asian,58
2018HU0643928,5,1,51020,3,40_49,f,not.hisp.latino,white,57
2018HU0893083,5,2,51246,3,40_49,f,hisp.latino,other,33
2018HU0796317,5,2,59307,3,80_89,f,not.hisp.latino,white,130
2018HU0653677,5,1,51087,3,30_39,f,not.hisp.latino,white,13
2018HU0788316,5,4,51105,3,20_29,m,not.hisp.latino,white,182
2018HU0645853,5,4,51120,3,10_19,f,not.hisp.latino,white,24
2018HU1320613,5,5,51115,3,40_49,f,not.hisp.latino,black.aa,43
2018HU0797133,5,4,4103,3,0_9,m,hisp.latino,white,67
2018HU0455005,5,3,51010,3,10_19,m,not.hisp.latino,white,17
2018HU0827687,5,3,51235,3,20_29,m,not.hisp.latino,white,95
2018HU1251340,5,1,51164,3,30_39,f,hisp.latino,two.,43
2018HU0250699,5,2,51164,3,10_19,m,not.hisp.latino,two.,91
2018HU0664775,5,1,51095,3,80_89,f,not.hisp.latino,white,171
2018HU1051351,5,1,51175,3,30_39,f,not.hisp.latino,black.aa,28
2018HU0076564,5,1,59302,3,50_59,f,not.hisp.latino,white,52
2018HU0719169,5,2,1302,3,40_49,f,not.hisp.latino,white,18
2018HU0839083,5,4,51246,3,0_9,m,hisp.latino,other,25
2018HU0928314,5,1,51135,3,20_29,m,not.hisp.latino,white,78
2018HU0757229,5,4,51246,3,0_9,m,not.hisp.latino,white,142
2018HU0102726,5,3,59301,3,20_29,m,not.hisp.latino,white,140
2018HU0497673,5,3,51044,3,10_19,m,hisp.latino,two.,101
2018HU1127657,5,1,51165,3,60_69,f,not.hisp.latino,white,51
2018HU0389691,5,1,51246,3,40_49,m,hisp.latino,two.,88
2018HU0083597,5,1,55001,3,40_49,f,not.hisp.latino,asian,24
2018HU0782504,5,3,10702,3,10_19,m,not.hisp.latino,white,209
2018HU0710766,5,1,51095,3,50_59,f,not.hisp.latino,white,52
2018HU0983259,5,1,51154,3,20_29,f,not.hisp.latino,white,52
2018HU1017083,5,2,59305,3,30_39,m,not.hisp.latino,white,63
2018HU0046740,5,2,51155,3,30_39,m,not.hisp.latino,white,33
2018HU0086760,5,1,51120,3,50_59,f,not.hisp.latino,asian,47
2018HU1337972,5,1,59308,3,40_49,f,not.hisp.latino,white,65
2018HU1195944,5,2,4101,3,40_49,m,not.hisp.latino,white,68
2018HU0644989,5,2,51245,3,50_59,f,not.hisp.latino,white,111
2018HU0075750,5,1,51125,3,30_39,f,not.hisp.latino,white,82
2018HU0163571,5,1,51244,3,60_69,m,not.hisp.latino,white,169
2018HU0804136,5,2,51224,3,30_39,m,not.hisp.latino,black.aa,36
2018HU0208185,5,8,51010,3,10_19,m,not.hisp.latino,white,90
2018HU0451558,5,2,51110,3,50_59,f,not.hisp.latino,white,26
2018HU0242967,5,1,51087,3,50_59,m,not.hisp.latino,white,18
2018HU0593406,5,2,51135,3,30_39,f,not.hisp.latino,white,12
2018GQ0089830,5,1,51167,3,40_49,m,not.hisp.latino,white,64
2018HU1381109,5,1,59301,3,60_69,f,not.hisp.latino,white,10
2018HU0610801,5,3,51087,3,10_19,f,not.hisp.latino,white,18
2018HU1076802,5,3,51044,3,20_29,m,not.hisp.latino,black.aa,66
2018HU1319439,5,5,51115,3,0_9,f,not.hisp.latino,white,45
2018HU0629355,5,2,51010,3,50_59,m,not.hisp.latino,white,148
2018HU0029332,5,4,10703,3,0_9,m,not.hisp.latino,asian,234
2018HU0537377,5,1,51120,3,50_59,m,not.hisp.latino,white,66
2018HU0094210,5,3,51110,3,0_9,m,not.hisp.latino,white,158
2018HU0281176,5,4,51087,3,70_79,f,not.hisp.latino,white,54
2018HU0895572,5,1,51165,3,60_69,f,not.hisp.latino,asian,20
2018HU0606527,5,2,10701,3,50_59,f,not.hisp.latino,asian,31
