SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0159156,5,1,1301,3,20_29,m,not.hisp.latino,white,67
2018HU0527785,5,3,51045,3,10_19,m,not.hisp.latino,white,4
2018HU0639580,5,1,10702,3,30_39,f,not.hisp.latino,white,40
2018HU1136582,5,3,51206,3,10_19,m,not.hisp.latino,white,101
2018HU0911637,5,2,51154,3,50_59,m,not.hisp.latino,white,85
2018HU0980379,5,1,59308,3,40_49,f,not.hisp.latino,white,104
2018HU0985040,5,4,51175,3,50_59,f,not.hisp.latino,black.aa,81
2018HU1252756,5,2,1301,3,50_59,m,not.hisp.latino,white,102
2018HU0760119,5,2,51155,3,60_69,m,not.hisp.latino,black.aa,51
2018HU1193138,5,2,51246,3,40_49,m,not.hisp.latino,white,124
2018HU0543335,5,1,51095,3,30_39,f,not.hisp.latino,white,58
2018HU1149083,5,3,51224,3,20_29,f,not.hisp.latino,white,74
2018HU0167687,5,2,4101,3,50_59,f,not.hisp.latino,white,102
2018HU1340689,5,2,51225,3,30_39,m,hisp.latino,other,1000
2018HU0840321,5,2,51175,3,30_39,f,not.hisp.latino,white,54
2018HU1116143,5,1,51215,3,50_59,m,not.hisp.latino,white,104
2018HU0908409,5,1,59304,3,50_59,m,not.hisp.latino,white,56
2018HU0257116,5,1,51215,3,70_79,m,not.hisp.latino,white,29
2018HU0136484,5,1,51010,3,30_39,f,not.hisp.latino,white,5
2018HU0839176,5,1,51020,3,60_69,f,not.hisp.latino,white,63
2018HU0178486,5,5,4103,3,30_39,m,hisp.latino,white,84
2018HU0966999,5,1,51165,3,50_59,m,not.hisp.latino,white,57
2018HU0699732,5,1,51105,3,50_59,m,not.hisp.latino,white,138
2018HU0089327,5,1,10702,3,40_49,m,not.hisp.latino,asian,208
2018HU0742171,5,3,51084,3,10_19,m,not.hisp.latino,white,63
2018HU0207541,5,1,51110,3,40_49,m,not.hisp.latino,white,111
2018HU1100719,5,1,51175,3,60_69,m,not.hisp.latino,white,82
2018HU0649629,5,1,51246,3,40_49,m,not.hisp.latino,white,60
2018HU0514552,5,1,51120,3,40_49,f,not.hisp.latino,white,52
2018HU1329379,5,2,51084,3,20_29,m,not.hisp.latino,white,179
2018HU0010460,5,3,51155,3,30_39,f,not.hisp.latino,black.aa,243
2018HU0999210,5,1,51045,3,70_79,f,not.hisp.latino,white,173
2018HU1340782,5,3,59306,3,20_29,m,hisp.latino,white,178
2018HU0546639,5,2,4103,3,80_89,f,not.hisp.latino,white,68
2018HU0787323,5,3,51206,3,40_49,m,not.hisp.latino,white,198
2018HU0717434,5,3,51080,3,20_29,f,not.hisp.latino,black.aa,109
2018HU0030673,5,2,51096,3,60_69,f,not.hisp.latino,white,45
2018HU1097904,5,2,51010,3,70_79,f,not.hisp.latino,white,71
2018HU0654266,5,1,51096,3,40_49,f,not.hisp.latino,white,126
2018HU0684224,5,1,51155,3,20_29,m,not.hisp.latino,white,22
2018HU0834324,5,3,51110,3,10_19,m,not.hisp.latino,white,136
2018HU0368030,5,1,59309,3,30_39,f,not.hisp.latino,white,225
2018HU0572018,5,3,51215,3,0_9,m,not.hisp.latino,white,38
2018HU0582258,5,6,59303,3,0_9,f,not.hisp.latino,two.,159
2018HU1200317,5,3,51045,3,50_59,f,not.hisp.latino,white,159
