SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU1101015,5,3,10701,3,0_9,f,not.hisp.latino,white,114
2018HU1169241,5,2,59303,3,70_79,f,not.hisp.latino,asian,45
2018HU0994716,5,3,51145,3,10_19,m,not.hisp.latino,white,166
2018HU0164818,5,2,51167,3,20_29,f,hisp.latino,white,18
2018HU0833053,5,4,51246,3,0_9,m,hisp.latino,white,131
2018HU1242792,5,1,51084,3,60_69,f,not.hisp.latino,white,116
2018HU0982983,5,2,51040,3,50_59,m,hisp.latino,white,26
2018HU0583204,5,2,51120,3,80_89,m,not.hisp.latino,white,125
2018HU0704727,5,2,51215,3,40_49,f,not.hisp.latino,white,85
2018HU0715052,5,1,51135,3,60_69,f,not.hisp.latino,black.aa,45
2018HU1044802,5,1,59304,3,60_69,m,not.hisp.latino,white,61
2018HU0775889,5,4,51245,3,10_19,m,hisp.latino,white,54
2018HU0129468,5,2,51235,3,60_69,m,not.hisp.latino,black.aa,48
2018HU0041588,5,1,51165,3,70_79,f,not.hisp.latino,white,10
2018HU0346361,5,1,51246,3,70_79,m,not.hisp.latino,black.aa,32
2018HU0236740,5,1,51245,3,50_59,f,not.hisp.latino,asian,12
2018HU1070772,5,1,51090,3,40_49,m,not.hisp.latino,white,73
2018HU0804467,5,2,59305,3,40_49,f,not.hisp.latino,asian,558
2018HU0545451,5,1,4103,3,70_79,f,not.hisp.latino,two.,125
2018HU0362692,5,4,51255,3,10_19,f,not.hisp.latino,black.aa,60
2018HU0294638,5,2,55002,3,10_19,m,not.hisp.latino,black.aa,448
2018HU1371004,5,1,51080,3,60_69,m,not.hisp.latino,white,34
2018GQ0097840,5,1,51215,3,10_19,m,not.hisp.latino,white,2
2018HU1075164,5,2,51096,3,70_79,f,not.hisp.latino,white,73
2018HU0637021,5,2,59302,3,40_49,f,not.hisp.latino,white,19
2018HU0390556,5,1,51080,3,30_39,m,not.hisp.latino,white,19
2018HU0463070,5,1,51087,3,60_69,m,not.hisp.latino,black.aa,12
2018HU0458723,5,1,51090,3,40_49,f,not.hisp.latino,white,32
2018HU0534890,5,2,59301,3,30_39,m,not.hisp.latino,white,212
2018GQ0006424,5,1,55002,3,40_49,m,not.hisp.latino,black.aa,21
2018HU1157603,5,1,51154,3,50_59,m,not.hisp.latino,two.,28
2018HU0827394,5,2,51105,3,30_39,m,not.hisp.latino,black.aa,83
2018GQ0044969,5,1,51110,3,50_59,m,not.hisp.latino,black.aa,32
2018HU0073893,5,3,51167,3,10_19,f,not.hisp.latino,black.aa,136
2018HU0976965,5,1,51020,3,70_79,f,not.hisp.latino,white,45
2018HU0154265,5,2,51105,3,40_49,m,not.hisp.latino,black.aa,550
2018HU1365658,5,4,51206,3,10_19,m,not.hisp.latino,white,67
2018HU0094210,5,1,51110,3,50_59,f,not.hisp.latino,white,115
2018HU0354389,5,6,59304,3,10_19,m,not.hisp.latino,black.aa,102
2018HU0974319,5,2,51175,3,20_29,f,not.hisp.latino,black.aa,312
2018HU0296571,5,1,51085,3,40_49,f,not.hisp.latino,white,43
2018HU1376115,5,1,51167,3,80_89,m,not.hisp.latino,white,47
