SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0202437,5,3,51097,3,10_19,f,not.hisp.latino,white,48
2018GQ0095997,5,1,51096,3,20_29,f,not.hisp.latino,white,86
2018HU0091328,5,2,51097,3,0_9,f,not.hisp.latino,black.aa,375
2018HU0677622,5,5,51110,3,0_9,f,hisp.latino,white,46
2018HU0785566,5,6,59305,3,0_9,m,not.hisp.latino,white,16
2018HU0948248,5,2,51225,3,60_69,f,not.hisp.latino,white,90
2018HU0496242,5,3,59302,3,20_29,m,not.hisp.latino,white,133
2018HU1022532,5,4,51087,3,10_19,m,not.hisp.latino,white,138
2018HU0140764,5,2,51164,3,10_19,f,not.hisp.latino,white,16
2018HU0372265,5,2,51097,3,50_59,f,not.hisp.latino,white,39
2018HU0830671,5,4,51225,3,20_29,m,not.hisp.latino,white,264
2018HU0134946,5,2,59301,3,50_59,f,not.hisp.latino,white,52
2018HU0468644,5,1,51097,3,60_69,f,not.hisp.latino,white,87
2018HU0910135,5,5,51120,3,70_79,f,not.hisp.latino,white,77
2018HU0238301,5,1,51120,3,50_59,f,not.hisp.latino,white,50
2018HU0880573,5,1,51120,3,60_69,m,not.hisp.latino,white,117
2018HU0112964,5,1,1302,3,30_39,m,hisp.latino,other,166
2018HU1129072,5,2,51175,3,0_9,m,not.hisp.latino,white,255
2018HU0877923,5,1,51020,3,30_39,f,not.hisp.latino,white,6
2018HU1286501,5,3,1302,3,20_29,m,not.hisp.latino,white,25
2018HU0553400,5,4,1301,3,10_19,f,not.hisp.latino,white,62
2018HU0037147,5,3,10702,3,0_9,f,not.hisp.latino,white,58
2018HU1155028,5,1,51154,3,60_69,m,not.hisp.latino,two.,103
2018HU0929326,5,7,51085,3,50_59,m,not.hisp.latino,black.aa,60
2018HU0699156,5,1,51246,3,50_59,f,not.hisp.latino,white,38
2018HU0962811,5,2,51154,3,20_29,m,hisp.latino,other,278
2018HU0148195,5,2,51096,3,60_69,m,not.hisp.latino,black.aa,59
2018GQ0148923,5,1,51095,3,20_29,f,not.hisp.latino,white,6
2018HU0018756,5,2,59309,3,20_29,f,not.hisp.latino,white,73
2018HU1241040,5,2,51087,3,30_39,m,not.hisp.latino,white,33
2018GQ0001932,5,1,51096,3,20_29,m,hisp.latino,white,93
2018HU0163047,5,1,51097,3,60_69,f,not.hisp.latino,black.aa,207
2018HU0090641,5,4,1302,3,20_29,m,hisp.latino,white,61
2018HU0952036,5,1,51080,3,60_69,m,not.hisp.latino,white,66
2018HU0410172,5,1,51089,3,40_49,m,not.hisp.latino,white,110
2018HU1266283,5,3,59303,3,0_9,m,not.hisp.latino,white,64
2018HU0840850,5,2,51225,3,60_69,m,not.hisp.latino,white,164
