SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,HISP,RACE,PWGTP1
2018HU0345328,5,2,51224,3,40_49,m,not.hisp.latino,white,123
2018GQ0035235,5,1,51154,3,10_19,m,not.hisp.latino,two.,69
2018HU0136876,5,2,59302,3,30_39,f,hisp.latino,white,19
2018HU0494084,5,4,51010,3,10_19,m,not.hisp.latino,white,55
2018HU0773044,5,1,51246,3,50_59,m,not.hisp.latino,black.aa,16
2018HU0808828,5,1,55002,3,60_69,m,not.hisp.latino,white,70
2018HU0274782,5,1,51125,3,30_39,f,not.hisp.latino,white,71
2018HU0637021,5,2,59302,3,40_49,f,not.hisp.latino,white,19
2018HU0373062,5,1,51040,3,50_59,f,not.hisp.latino,white,56
2018HU1185990,5,2,51125,3,10_19,m,not.hisp.latino,white,65
2018HU0153573,5,1,51225,3,90_99,f,not.hisp.latino,white,29
2018HU0191681,5,1,51135,3,50_59,m,not.hisp.latino,white,11
2018GQ0059605,5,1,51010,3,50_59,f,not.hisp.latino,white,62
2018HU0239211,5,3,59304,3,10_19,f,not.hisp.latino,asian,14
2018HU0760721,5,2,1301,3,50_59,m,not.hisp.latino,white,165
2018GQ0122958,5,1,51080,3,50_59,m,not.hisp.latino,white,238
2018HU1097592,5,2,59307,3,30_39,f,not.hisp.latino,white,57
2018HU0827778,5,1,51186,3,70_79,f,not.hisp.latino,white,79
2018HU1215607,5,1,10703,3,40_49,m,not.hisp.latino,white,141
2018HU0732387,5,3,51087,3,10_19,f,not.hisp.latino,white,53
2018HU0451472,5,1,51186,3,50_59,m,not.hisp.latino,white,29
2018HU1007748,5,1,51145,3,70_79,f,not.hisp.latino,white,10
2018HU1040099,5,4,51115,3,0_9,m,not.hisp.latino,white,176
2018HU0827559,5,1,51045,3,40_49,m,not.hisp.latino,white,15
2018HU1087988,5,1,51206,3,40_49,m,not.hisp.latino,asian,21
2018HU0857523,5,2,51154,3,20_29,m,not.hisp.latino,black.aa,1034
2018HU0036971,5,1,51045,3,80_89,m,not.hisp.latino,white,35
2018HU0446846,5,1,51097,3,60_69,f,not.hisp.latino,white,42
2018GQ0138414,5,1,51020,3,40_49,m,not.hisp.latino,black.aa,32
