PPSORT,CMA,AGE,SEX,RACE
242038,933,a70_74,m,eo_weo_Dutch
144257,933,a15_19,f,ao_oesao
833357,933,a10_14,f,eo_seo_Italian
398651,933,a45_49,m,ao_osao
846118,933,a50_54,f,ao_sao_ei
282494,933,a25_29,f,ao_osao
153090,933,a35_39,f,ao_esao_Chinese
506080,933,a25_29,f,ao_sao_ei
815030,933,a40_44,f,ao_esao_Chinese
78158,933,a40_44,f,ao_sao_ei
212934,933,a50_54,m,ao_esao_Chinese
384188,933,a40_44,f,ao_osao
569431,933,a45_49,f,eo_weo_German
798152,933,a40_44,f,ao_esao_Filipino
285530,933,a15_19,f,ao_esao_Chinese
298797,933,a50_54,f,ao_esao_Chinese
410702,933,a5_9,m,ao_esao_Filipino
581305,933,a45_49,f,eo_bio_English
99025,933,a65_69,m,ao_esao_Chinese
190889,933,a45_49,m,eo_oeo
600350,933,a30_34,f,ao_esao_Chinese
812136,933,a30_34,f,ao_esao_Chinese
384278,933,a55_59,f,ao_esao_Chinese
48897,933,a15_19,f,ao_sao_ei
147429,933,a0_4,m,ao_oesao
827160,933,a55_59,f,eo_oseo
910806,933,a50_54,m,ao_esao_Chinese
658591,933,a10_14,m,ao_wcameo
904833,933,a45_49,f,ao_esao_Chinese
538486,933,a20_24,m,ao_esao_Chinese
260848,933,a5_9,f,onao_Canadian
410519,933,a35_39,m,eo_bio_English
196548,933,a75_79,m,ao_esao_Chinese
363097,933,a20_24,m,ao_oesao
498216,933,a15_19,m,ao_esao_Chinese
783728,933,a35_39,m,ao_sao_ei
120360,933,a10_14,m,ao_esao_Chinese
858338,933,a70_74,f,ao_esao_Chinese
654170,933,a45_49,m,ao_sao_ei
446033,933,a20_24,f,ao_esao_Chinese
825410,933,a0_4,m,onao_Canadian
77971,933,a50_54,m,ao_esao_Chinese
728819,933,a45_49,f,ao_wcameo
82851,933,a20_24,f,ao_sao_ei
435639,933,a50_54,m,ao_sao_ei
339806,933,a15_19,m,ao_oesao
233280,933,a45_49,m,eo_bio_English
768148,933,a85_,f,eo_bio_English
842176,933,a15_19,f,ao_esao_Filipino
372263,933,a75_79,f,ao_osao
833657,933,a5_9,m,onao_Canadian
902573,933,a15_19,m,ao_oesao
770057,933,a50_54,m,eo_oeeo
793798,933,a35_39,f,ao_esao_Chinese
855393,933,a55_59,f,ao_esao_Chinese
158015,933,a70_74,f,ao_esao_Chinese
609270,933,a45_49,m,eo_seo_Italian
82970,933,a55_59,f,eo_weo_German
12036,933,a55_59,m,ao_oesao
265580,933,a50_54,m,eo_eeo_Hungarian
768104,933,a35_39,f,eo_seo_Greek
69103,933,a35_39,f,ao_esao_Chinese
227469,933,a0_4,m,ao_esao_Filipino
45950,933,a75_79,m,ao_esao_Filipino
410911,933,a70_74,f,eo_oeo
190935,933,a0_4,f,ao_esao_Chinese
160128,933,a75_79,f,ao_esao_Chinese
901603,933,a15_19,f,ao_sao_ei
784445,933,a40_44,m,ao_sao_ei
867468,933,a30_34,f,ao_sao_ei
412826,933,a40_44,m,ao_sao_ei
632507,933,a60_64,f,ao_sao_ei
890478,933,a25_29,f,eo_oseo
2561,933,a5_9,f,ao_oesao
562755,933,a60_64,f,ao_osao
662976,933,a10_14,m,onao_Canadian
793925,933,a5_9,f,ao_sao_ei
321576,933,a75_79,f,eo_eeo_Polish
405600,933,a40_44,f,eo_seo_Italian
647632,933,a50_54,m,ao_esao_Chinese
586979,933,a70_74,m,eo_eeo_Ukrainian
137261,933,a30_34,f,eo_oseo
21070,933,a45_49,m,eo_weo_German
