PPSORT,CMA,AGE,SEX,RACE
417897,933,a25_29,m,onao_Canadian
871448,933,a85_,f,eo_bio_English
647963,933,a65_69,m,ao_esao_Chinese
99007,933,a35_39,m,ao_oesao
312566,933,a75_79,f,ao_esao_Chinese
644099,933,a80_84,m,ao_esao_Chinese
210077,933,a15_19,m,lcsao
215794,933,a30_34,m,ao_esao_Filipino
351885,933,a40_44,f,ao_esao_Filipino
201941,933,a55_59,m,onao_Canadian
297159,933,a45_49,f,eo_bio_English
534376,933,a55_59,f,ao_oesao
627658,933,a80_84,f,ao_esao_Chinese
577457,933,a45_49,m,eo_bio_English
447666,933,a10_14,m,ao_oesao
129759,933,a55_59,f,ao_sao_ei
353174,933,a45_49,f,ao_esao_Chinese
126447,933,a0_4,m,onao_Canadian
264350,933,a25_29,m,eo_fo
826288,933,a65_69,f,ao_oesao
595201,933,a10_14,m,ao_sao_ei
95649,933,a60_64,f,eo_eeo_Polish
160527,933,a20_24,f,ao_wcameo
806663,933,a25_29,f,ao_esao_Chinese
620101,933,a25_29,f,ao_sao_ei
316748,933,a15_19,m,ao_osao
898691,933,a10_14,m,onao_Canadian
346875,933,a55_59,f,ao_oesao
223453,933,a25_29,f,ao_esao_Filipino
778713,933,a65_69,f,ao_sao_ei
879033,933,a45_49,m,ao_esao_Chinese
137825,933,a0_4,f,ao_esao_Chinese
6140,933,a20_24,m,eo_seo_Italian
92208,933,a70_74,f,onao_Canadian
316286,933,a65_69,f,eo_weo_German
298740,933,a0_4,m,ao_wcameo
50615,933,a85_,f,ao_esao_Chinese
87045,933,a35_39,f,ao_sao_ei
548824,933,a10_14,m,ao_esao_Chinese
762048,933,a30_34,m,ao_oesao
331385,933,a40_44,f,ao_sao_ei
60203,933,a5_9,m,ao_sao_ei
746280,933,a60_64,f,eo_obio
284802,933,a70_74,m,eo_weo_German
133812,933,a35_39,m,ao_sao_ei
668837,933,a45_49,m,ao_esao_Chinese
353063,933,a70_74,f,ao_wcameo
117937,933,a70_74,m,naao
78158,933,a40_44,f,ao_sao_ei
531897,933,a50_54,f,ao_oesao
469897,933,a35_39,m,ao_oesao
721840,933,a45_49,m,ao_esao_Chinese
578284,933,a60_64,f,ao_esao_Filipino
445302,933,a65_69,f,onao_Canadian
867702,933,a20_24,f,ao_esao_Chinese
620680,933,a20_24,f,eo_bio_English
168303,933,a15_19,m,ao_sao_ei
193242,933,a15_19,f,ao_sao_ei
563298,933,a65_69,f,eo_eeo_Polish
808646,933,a60_64,m,ao_esao_Chinese
473574,933,a60_64,f,eo_seo_Italian
397604,933,a35_39,m,eo_bio_Irish
764916,933,a65_69,f,eo_eeo_Polish
548006,933,a15_19,m,eo_oeo
152542,933,a5_9,f,ao_esao_Chinese
254358,933,a30_34,f,onao_Canadian
334073,933,a60_64,f,ao_sao_ei
649882,933,a10_14,f,ao_sao_ei
503608,933,a5_9,f,ao_oesao
588516,933,a0_4,f,ao_esao_Filipino
103981,933,a45_49,f,ao_esao_Chinese
613392,933,a45_49,f,ao_esao_Filipino
46271,933,a10_14,f,ao_esao_Chinese
348328,933,a40_44,f,ao_esao_Filipino
597399,933,a70_74,f,onao_Canadian
172013,933,a40_44,f,ao_esao_Filipino
338367,933,a35_39,m,ao_wcameo
42469,933,a10_14,m,ao_esao_Chinese
344563,933,a35_39,f,ao_esao_Chinese
416007,933,a5_9,m,onao_Canadian
776497,933,a20_24,m,ao_esao_Chinese
896680,933,a35_39,f,ao_esao_Chinese
735412,933,a30_34,m,eo_weo_German
418356,933,a50_54,m,eo_neo
150693,933,a10_14,m,ao_oesao
56150,933,a60_64,m,ao_esao_Chinese
82119,933,a55_59,m,lcsao
263196,933,a75_79,f,ao_esao_Chinese
111158,933,a0_4,m,ao_oesao
176642,933,a40_44,m,ao_sao_ei
31287,933,a30_34,f,ao_esao_Chinese
531333,933,a50_54,f,ao_esao_Chinese
166821,933,a0_4,m,ao_esao_Chinese
545508,933,a30_34,f,ao_esao_Filipino
399286,933,a35_39,m,onao_Canadian
39013,933,a45_49,f,ao_esao_Filipino
577366,933,a55_59,f,eo_weo_German
870030,933,a40_44,m,eo_seo_Italian
71241,933,a40_44,f,ao_sao_ei
106101,933,a25_29,f,ao_esao_Chinese
269375,933,a20_24,f,ao_oesao
818064,933,a25_29,f,ao_esao_Chinese
406906,933,a50_54,m,ao_esao_Chinese
37148,933,a40_44,f,ao_sao_ei
902655,933,a25_29,m,ao_esao_Chinese
346390,933,a10_14,m,ao_sao_ei
443664,933,a20_24,m,ao_oesao
114644,933,a35_39,m,eo_obio
714174,933,a25_29,m,eo_obio
14792,933,a85_,m,ao_esao_Chinese
898837,933,a60_64,m,ao_sao_ei
889472,933,a0_4,m,ao_sao_ei
166993,933,a40_44,f,eo_weo_German
666538,933,a55_59,m,eo_bio_English
641683,933,a30_34,m,ao_oesao
812609,933,a5_9,m,ao_sao_ei
661032,933,a55_59,f,eo_fo
577812,933,a40_44,m,ao_esao_Chinese
732162,933,a10_14,m,ao_osao
887181,933,a75_79,f,eo_seo_Portuguese
271554,933,a10_14,f,ao_sao_ei
711773,933,a20_24,m,ao_sao_ei
293525,933,a55_59,f,onao_Canadian
300810,933,a25_29,m,ao_esao_Chinese
243137,933,a5_9,m,ao_oesao
778688,933,a60_64,f,eo_eeo_Ukrainian
715565,933,a75_79,f,ao_osao
130715,933,a15_19,m,ao
798340,933,a15_19,m,ao_oesao
483324,933,a25_29,f,ao_esao_Chinese
793696,933,a25_29,f,ao_oesao
116846,933,a50_54,f,eo_bio_Scottish
900281,933,a55_59,m,ao_esao_Filipino
580226,933,a25_29,m,eo_oseo
350706,933,a10_14,m,ao_esao_Filipino
275364,933,a15_19,f,ao_esao_Chinese
24788,933,a15_19,m,lcsao
696230,933,a25_29,m,ao_sao_ei
377169,933,a60_64,f,eo_obio
462794,933,a45_49,m,ao_esao_Filipino
261371,933,a30_34,f,eo_bio_English
856048,933,a25_29,f,ao_esao_Chinese
339871,933,a50_54,m,onao_Canadian
50914,933,a15_19,m,ao_wcameo
947,933,a30_34,m,ao_esao_Filipino
852909,933,a45_49,f,ao_esao_Chinese
554105,933,a50_54,m,ao_wcameo
32208,933,a60_64,f,eo_eeo_Ukrainian
585989,933,a65_69,f,ao_esao_Filipino
743727,933,a80_84,f,eo_bio_Scottish
139146,933,a30_34,f,ao_oesao
446848,933,a15_19,f,onao_Canadian
640408,933,a0_4,m,ao_esao_Chinese
515226,933,a20_24,f,onao_Canadian
92374,933,a0_4,m,ao_esao_Filipino
729904,933,a15_19,f,ao_sao_ei
165979,933,a20_24,f,ao_wcameo
222329,933,a10_14,m,ao_esao_Filipino
709643,933,a50_54,f,ao_wcameo
9445,933,a30_34,f,ao_sao_ei
237181,933,a65_69,f,ao_osao
875637,933,a30_34,m,eo_bio_English
303477,933,a40_44,f,eo_seo_Italian
169764,933,a30_34,f,onao_Canadian
297216,933,a70_74,m,ao_wcameo
